PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
573. Philippe Paradis,Montreal Canadiens,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$850,500","$850,500"
574. Brett Connolly,Washington Capitals,,UFA,25,"RW, LW",,55,12,5,17,3,14:21,-,-,-,-,-,,"$850,500","$850,500"
575. Anders Lee,Dallas Stars,,UFA,27,"C, LW",,76,25,16,41,9,14:23,-,-,-,-,-,,"$850,500","$850,500"
576. John Moore,Edmonton Oilers,,UFA,26,D,,57,2,9,11,-4,18:43,-,-,-,-,-,,"$850,500","$850,500"
577. Jakob Silfverberg,Montreal Canadiens,,UFA,26,"RW, LW",,81,13,26,39,15,15:39,-,-,-,-,-,,"$850,000","$850,000"
578. Yannick Weber,Columbus Blue Jackets,,UFA,28,D,,65,11,10,21,4,17:11,-,-,-,-,-,,"$850,000","$850,000"
579. Stephen Gionta,St. Louis Blues,,UFA,33,"C, RW",,61,5,8,13,4,13:11,-,-,-,-,-,,"$850,000","$850,000"
580. Kenny Agostino,St. Louis Blues,,RFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$790,000","$845,000"
581. Stefan Matteau,Arizona Coyotes,,RFA,23,LW,,7,1,0,1,0,11:52,-,-,-,-,-,,"$842,500","$842,500"
582. Daniel Carr,Los Angeles Kings,,RFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$842,500"
583. Nick Cousins,Buffalo Sabres,,RFA,24,"C, LW",,11,0,0,0,1,00:00,-,-,-,-,-,,"$842,500","$842,500"
584. Brandon Gormley,Edmonton Oilers,,UFA,25,D,,27,2,2,4,-7,15:19,-,-,-,-,-,,"$810,000","$840,000"
585. Jon Merrill,Los Angeles Kings,,RFA,25,D,,66,2,12,14,-14,20:33,-,-,-,-,-,,"$840,000","$840,000"
586. Dillon Simpson,Carolina Hurricanes,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$836,667"
587. Brian Dumoulin,Chicago Blackhawks,,UFA,25,D,,8,1,0,1,0,15:40,-,-,-,-,-,,"$890,000","$831,667"
588. William Karlsson,Philadelphia Flyers,,RFA,24,C,,21,3,2,5,3,12:08,-,-,-,-,-,,"$925,000","$830,833"
589. Adam Lowry,Toronto Maple Leafs,,RFA,24,"LW, C",,80,11,12,23,1,13:45,-,-,-,-,-,,"$817,500","$828,333"
590. Aaron Ness,Colorado Avalanche,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$826,875","$826,875"
591. Ian Cole,Washington Capitals,,UFA,28,D,,74,5,12,17,14,18:29,-,-,-,-,-,,"$900,000","$825,000"
592. Melker Karlsson,Washington Capitals,,UFA,27,"C, RW",,53,13,11,24,-3,15:26,-,-,-,-,-,,"$825,000","$825,000"
593. Iiro Pakarinen,Dallas Stars,,RFA,25,RW,,17,1,2,3,-4,10:08,-,-,-,-,-,,"$792,500","$817,500"
594. Phillip Di Giuseppe,St. Louis Blues,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$767,500","$817,500"
595. Brett Ritchie,Detroit Red Wings,,RFA,24,RW,,31,6,3,9,-1,13:59,-,-,-,-,-,,"$817,500","$814,167"
596. Calvin Pickard,Ottawa Senators,,RFA,25,G,,16,-,-,-,-,-,6,7,0,2.35,.932,,"$810,000","$813,333"
597. Brock McGinn,Vegas Golden Knights,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$811,667"
598. Carter Verhaeghe,Los Angeles Kings,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$809,167"
599. Rinat Valiev,New York Rangers,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$809,167"
600. Christian Thomas,Ottawa Senators,,UFA,25,"LW, RW",,18,1,0,1,-2,00:00,-,-,-,-,-,,"$810,000","$808,333"
601. Jesper Fast,Pittsburgh Penguins,,UFA,25,"RW, LW",,58,6,8,14,-1,11:48,-,-,-,-,-,,"$900,000","$805,000"
602. Ivan Barbashev,Nashville Predators,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$803,333"
603. Devante Smith-Pelly,Dallas Stars,,RFA,25,"RW, LW",,74,6,14,20,-1,14:38,-,-,-,-,-,,"$800,000","$800,000"
604. Luke Gazdic,Boston Bruins,,UFA,28,LW,,40,2,1,3,-4,00:00,-,-,-,-,-,,"$750,000","$800,000"
605. Petter Granberg,Tampa Bay Lightning,,RFA,24,D,,7,0,0,0,1,11:26,-,-,-,-,-,,"$800,000","$800,000"
606. Jeremy Morin,San Jose Sharks,,UFA,26,"LW, RW",,43,2,4,6,1,00:00,-,-,-,-,-,,"$700,000","$800,000"
607. Stephen Johns,Washington Capitals,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$800,000","$800,000"
608. Jake Allen,Vegas Golden Knights,,UFA,26,G,,37,-,-,-,-,-,22,7,4,2.28,.913,,"$850,000","$800,000"
609. Nate Guenin,Chicago Blackhawks,,UFA,34,D,,76,2,13,15,-1,16:50,-,-,-,-,-,,"$750,000","$800,000"
610. Kevan Miller,Vancouver Canucks,,UFA,29,D,,41,2,5,7,20,18:02,-,-,-,-,-,,"$750,000","$800,000"
611. Andre Benoit,Washington Capitals,,UFA,33,D,,59,1,8,9,-19,18:08,-,-,-,-,-,,"$800,000","$800,000"
612. Devan Dubnyk,Detroit Red Wings,,UFA,31,G,,58,-,-,-,-,-,36,14,6,2.07,.929,,"$800,000","$800,000"
613. Jacob Josefson,St. Louis Blues,,UFA,26,"C, LW",,62,6,5,11,0,12:25,-,-,-,-,-,,"$800,000","$800,000"
614. Peter Harrold,Buffalo Sabres,,UFA,34,"D, RW",,43,3,2,5,-10,15:14,-,-,-,-,-,,"$800,000","$800,000"
615. Alex Petrovic,Colorado Avalanche,,RFA,25,D,,33,0,3,3,-4,16:15,-,-,-,-,-,,"$810,000","$795,000"
616. Gustav Olofsson,Montreal Canadiens,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$795,000"
617. Josh Leivo,Anaheim Ducks,,RFA,24,LW,,9,1,0,1,-1,00:00,-,-,-,-,-,,"$842,500","$792,500"
618. Dennis Rasmussen,Minnesota Wild,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$792,500"
619. Chris Casto,Ottawa Senators,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$792,500"
620. Tomas Nosek,Los Angeles Kings,,RFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$792,500"
621. Jared Coreau,Columbus Blue Jackets,,RFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$842,500","$792,500"
622. Andrey Pedan,Philadelphia Flyers,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$792,500"
623. Nicolas Petan,Vegas Golden Knights,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$789,167"
624. Korbinian Holzer,New Jersey Devils,,UFA,29,D,,34,0,6,6,3,17:06,-,-,-,-,-,,"$850,000","$787,500"
625. Jaycob Megna,Vancouver Canucks,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$786,667"
626. Michael Mersch,Columbus Blue Jackets,,RFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$786,667"
627. Anthony Camara,Ottawa Senators,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$817,500","$786,667"
628. Mark Alt,Toronto Maple Leafs,,RFA,25,D,,1,0,0,0,-1,00:00,-,-,-,-,-,,"$790,000","$781,667"
629. Pontus Aberg,Montreal Canadiens,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$780,833"
630. Miikka Salomaki,Montreal Canadiens,,RFA,24,RW,,1,1,0,1,1,10:49,-,-,-,-,-,,"$807,500","$780,833"
631. Taylor Leier,Dallas Stars,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$760,350","$779,617"
632. Boone Jenner,Arizona Coyotes,,RFA,24,"C, LW",,31,9,8,17,-5,18:16,-,-,-,-,-,,"$792,500","$778,333"
633. Oscar Dansk,Carolina Hurricanes,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$742,500","$775,833"
634. Remi Elie,Ottawa Senators,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$775,833"
635. Vitek Vanecek,Florida Panthers,,RFA,21,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$775,833"
636. Julius Bergman,Columbus Blue Jackets,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$775,833"
637. Linus Ullmark,Columbus Blue Jackets,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$642,500","$775,833"
638. Laurent Dauphin,Detroit Red Wings,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$775,833"
639. Peter Holland,Carolina Hurricanes,,UFA,26,C,,62,11,14,25,0,14:31,-,-,-,-,-,,"$775,000","$775,000"
640. Lance Bouma,Vegas Golden Knights,,UFA,27,"C, LW, RW",,78,16,18,34,10,14:00,-,-,-,-,-,,"$775,000","$775,000"
641. Dylan Olsen,New York Islanders,,UFA,26,D,,44,2,6,8,-7,15:54,-,-,-,-,-,,"$700,000","$775,000"
642. Gabriel Bourque,Detroit Red Wings,,UFA,26,"LW, RW",,69,3,10,13,-13,12:00,-,-,-,-,-,,"$825,000","$775,000"
643. Brian Strait,Carolina Hurricanes,,UFA,29,D,,52,2,5,7,-1,18:22,-,-,-,-,-,,"$775,000","$775,000"
644. Ludwig Bystrom,Anaheim Ducks,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$775,000"
645. Dmitrij Jaskin,Detroit Red Wings,,RFA,24,"RW, LW",,54,13,5,18,7,13:28,-,-,-,-,-,,"$832,500","$772,500"
646. Ty Rattie,Toronto Maple Leafs,,RFA,24,RW,,11,0,2,2,0,00:00,-,-,-,-,-,,"$742,500","$772,500"
647. Anthony Duclair,Detroit Red Wings,,RFA,21,"LW, RW",,18,1,6,7,4,12:09,-,-,-,-,-,,"$742,500","$772,500"
648. Jordan Oesterle,Ottawa Senators,,UFA,25,D,,6,0,1,1,-4,14:41,-,-,-,-,-,,"$742,500","$767,500"
649. Markus Granlund,Winnipeg Jets,,RFA,24,C,,48,8,10,18,-4,13:22,-,-,-,-,-,,"$767,500","$767,500"
650. Nick Jensen,Winnipeg Jets,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$840,000","$765,000"
651. Brandon Saad,Toronto Maple Leafs,,UFA,24,"LW, RW",,82,23,29,52,7,17:15,-,-,-,-,-,,"$832,500","$764,167"
652. Patrik Nemeth,Minnesota Wild,,RFA,25,D,,22,0,3,3,0,16:12,-,-,-,-,-,,"$810,000","$763,333"
653. Johan Larsson,Florida Panthers,,RFA,25,LW,,39,6,10,16,0,14:30,-,-,-,-,-,,"$810,000","$763,333"
654. Dalton Smith,Carolina Hurricanes,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$735,000","$762,500"
655. Ryan Spooner,Buffalo Sabres,,RFA,25,"C, LW",,29,8,10,18,2,14:32,-,-,-,-,-,,"$725,000","$760,000"
656. Matt Nieto,Pittsburgh Penguins,,RFA,24,"LW, RW",,72,10,17,27,-12,15:15,-,-,-,-,-,,"$792,500","$759,167"
657. Seth Griffith,Tampa Bay Lightning,,RFA,24,"RW, C",,30,6,4,10,-2,13:26,-,-,-,-,-,,"$742,500","$759,167"
658. Chris Driedger,New York Rangers,,RFA,23,G,,1,-,-,-,-,-,0,0,0,0.00,1.000,,"$730,000","$755,000"
659. Sam Brittain,Pittsburgh Penguins,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$730,000","$755,000"
660. Danny Biega,Edmonton Oilers,,UFA,25,D,,10,0,2,2,-5,16:08,-,-,-,-,-,,"$755,000","$755,000"
661. Scott Sabourin,Arizona Coyotes,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$753,333"
662. Anthony Stolarz,Calgary Flames,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$742,500","$753,333"
663. John Gibson,Pittsburgh Penguins,,RFA,24,G,,23,-,-,-,-,-,13,8,1,2.60,.914,,"$787,500","$752,500"
664. Joseph Cramarossa,San Jose Sharks,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$762,500","$752,500"
665. Matt Hackett,Chicago Blackhawks,,UFA,27,G,,5,-,-,-,-,-,0,4,0,4.32,.884,,"$750,750","$750,750"
666. Mike Hoffman,Vegas Golden Knights,,UFA,27,"LW, C",,79,27,21,48,16,14:33,-,-,-,-,-,,"$750,000","$750,000"
667. Andrew Desjardins,Pittsburgh Penguins,,UFA,31,C,,69,5,5,10,-1,11:59,-,-,-,-,-,,"$750,000","$750,000"
668. Cole Schneider,Carolina Hurricanes,,UFA,26,"LW, RW",,0,0,0,0,0,,-,-,-,-,-,,"$750,000","$750,000"
669. Nic Dowd,Florida Panthers,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$750,000","$750,000"
670. Jack Skille,Anaheim Ducks,,UFA,30,RW,,0,0,0,0,0,,-,-,-,-,-,,"$750,000","$750,000"
671. Brian Gibbons,Columbus Blue Jackets,,UFA,29,C,,25,0,5,5,2,13:49,-,-,-,-,-,,"$750,000","$750,000"
672. Antti Raanta,New York Islanders,,UFA,28,G,,14,-,-,-,-,-,7,4,2,1.89,.936,,"$700,000","$750,000"
673. Tom Sestito,Vegas Golden Knights,,UFA,29,LW,,3,0,1,1,1,00:00,-,-,-,-,-,,"$850,000","$750,000"
674. Zac Rinaldo,St. Louis Blues,,UFA,27,"C, LW, RW",,58,1,5,6,-9,00:00,-,-,-,-,-,,"$750,000","$750,000"
675. Zach Redmond,Edmonton Oilers,,UFA,29,D,,59,5,15,20,-1,17:08,-,-,-,-,-,,"$700,000","$750,000"
676. Brad Mills,Pittsburgh Penguins,,UFA,34,C,,0,0,0,0,0,,-,-,-,-,-,,"$750,000","$750,000"
677. Tyler Graovac,Detroit Red Wings,,RFA,24,C,,3,0,0,0,0,00:00,-,-,-,-,-,,"$767,500","$747,500"
678. Esa Lindell,New Jersey Devils,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$745,833"
679. Gregory Chase,Arizona Coyotes,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$745,833"
680. Zachary Fucale,New Jersey Devils,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$745,000"
681. Dylan Blujus,Dallas Stars,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$742,500"
682. Joonas Korpisalo,Winnipeg Jets,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$692,500","$742,500"
683. Joel Edmundson,Dallas Stars,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$717,500","$742,500"
684. Thomas Vannelli,Dallas Stars,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$742,500"
685. Adam Clendening,Columbus Blue Jackets,,RFA,24,D,,21,1,3,4,2,13:10,-,-,-,-,-,,"$817,500","$742,500"
686. Jack Campbell,Ottawa Senators,,RFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$810,000","$740,000"
687. Nicholas Baptiste,Calgary Flames,,RFA,21,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$740,000"
688. Keegan Lowe,Florida Panthers,,RFA,24,D,,2,0,0,0,-2,13:50,-,-,-,-,-,,"$740,000","$738,333"
689. Tanner Pearson,Detroit Red Wings,,UFA,24,LW,,42,12,4,16,14,13:17,-,-,-,-,-,,"$777,500","$735,833"
690. Valentin Zykov,San Jose Sharks,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$735,833"
691. Richard Panik,Dallas Stars,,UFA,26,RW,,76,11,6,17,-8,11:38,-,-,-,-,-,,"$735,000","$735,000"
692. Nicolas Aube-Kubel,Buffalo Sabres,,RFA,21,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$734,167"
693. Martin Marincin,Philadelphia Flyers,,RFA,25,D,,41,1,4,5,-4,18:38,-,-,-,-,-,,"$810,000","$730,000"
694. Daniel Altshuller,Toronto Maple Leafs,,UFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$705,000","$728,333"
695. Spencer Martin,St. Louis Blues,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$728,333"
696. Chandler Stephenson,St. Louis Blues,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$725,833"
697. Madison Bowey,Washington Capitals,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$725,833"
698. Tyler Pitlick,Nashville Predators,,UFA,25,RW,,17,2,0,2,-3,12:26,-,-,-,-,-,,"$725,000","$725,000"
699. Carter Hutton,Tampa Bay Lightning,,UFA,31,G,,18,-,-,-,-,-,6,7,1,2.61,.902,,"$700,000","$725,000"
700. Ryan Carter,San Jose Sharks,,UFA,33,"C, LW",,53,3,10,13,3,10:05,-,-,-,-,-,,"$725,000","$725,000"
701. Brendan Woods,Colorado Avalanche,,UFA,25,LW,,2,0,0,0,-1,00:00,-,-,-,-,-,,"$725,000","$725,000"
702. Brian Lashoff,Vancouver Canucks,,UFA,27,D,,11,0,2,2,4,13:17,-,-,-,-,-,,"$675,000","$725,000"
703. Scott Kosmachuk,Anaheim Ducks,,UFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$720,000"
704. Andrew Hammond,Nashville Predators,,UFA,29,G,,24,-,-,-,-,-,20,1,3,1.79,.941,,"$720,000","$720,000"
705. T.J. Tynan,Colorado Avalanche,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$717,500"
706. Tyler Toffoli,Boston Bruins,,UFA,25,"RW, LW",,76,23,26,49,25,14:35,-,-,-,-,-,,"$685,000","$716,667"
707. Paul Carey,Pittsburgh Penguins,,UFA,28,C,,10,0,1,1,2,00:00,-,-,-,-,-,,"$715,000","$715,000"
708. Ryan Dzingel,Detroit Red Wings,,UFA,25,"C, RW",,0,0,0,0,0,,-,-,-,-,-,,"$690,000","$715,000"
709. Garrett Wilson,Pittsburgh Penguins,,UFA,26,LW,,2,0,0,0,-2,00:00,-,-,-,-,-,,"$715,000","$715,000"
710. Calle Jarnkrok,Ottawa Senators,,UFA,25,C,,74,7,11,18,2,12:50,-,-,-,-,-,,"$790,000","$715,000"
711. Ryan Martindale,Detroit Red Wings,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$715,000","$715,000"
712. John Klingberg,Ottawa Senators,,UFA,24,D,,65,11,29,40,5,21:50,-,-,-,-,-,,"$710,000","$713,333"
713. Travis Ewanyk,Detroit Red Wings,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$720,000","$713,333"
714. Paul Postma,Calgary Flames,,UFA,28,D,,42,2,4,6,1,14:07,-,-,-,-,-,,"$775,000","$712,500"
715. Nikita Kucherov,San Jose Sharks,,RFA,24,RW,,82,29,36,65,38,14:57,-,-,-,-,-,,"$742,500","$711,667"
716. Chris Tierney,New Jersey Devils,,RFA,23,C,,43,6,15,21,3,12:14,-,-,-,-,-,,"$642,500","$711,667"
717. Christian Djoos,Winnipeg Jets,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$711,667"
718. William Carrier,Anaheim Ducks,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$710,833"
719. Tomas Jurco,Vegas Golden Knights,,RFA,24,"RW, LW",,63,3,15,18,6,11:30,-,-,-,-,-,,"$767,500","$709,167"
720. Michael Chaput,Winnipeg Jets,,RFA,25,C,,33,1,4,5,-8,10:11,-,-,-,-,-,,"$790,000","$706,667"
721. Pheonix Copley,Buffalo Sabres,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$642,500","$705,000"
722. Dylan McIlrath,San Jose Sharks,,UFA,25,D,,1,0,0,0,0,00:00,-,-,-,-,-,,"$810,000","$703,333"
723. Oskar Sundqvist,Montreal Canadiens,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$700,833"
724. Justin Falk,Pittsburgh Penguins,,UFA,28,D,,18,1,1,2,-9,15:13,-,-,-,-,-,,"$700,000","$700,000"
725. Adam Pardy,Ottawa Senators,,UFA,33,D,,55,0,9,9,9,15:01,-,-,-,-,-,,"$700,000","$700,000"
726. Keaton Ellerby,St. Louis Blues,,UFA,28,D,,1,0,1,1,-1,16:58,-,-,-,-,-,,"$700,000","$700,000"
727. Blake Comeau,Carolina Hurricanes,,UFA,31,"LW, RW",,61,16,15,31,6,15:17,-,-,-,-,-,,"$700,000","$700,000"
728. Jordie Benn,Washington Capitals,,UFA,30,D,,73,2,14,16,-5,18:03,-,-,-,-,-,,"$650,000","$700,000"
729. Derek Grant,Carolina Hurricanes,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$700,000"
730. Alex Grant,Chicago Blackhawks,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$700,000"
731. Chris Wideman,Montreal Canadiens,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$700,000"
732. Sena Acolatse,Detroit Red Wings,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$700,000"
733. Jordan Nolan,Vancouver Canucks,,UFA,28,"C, LW, RW",,60,6,3,9,-6,00:00,-,-,-,-,-,,"$700,000","$700,000"
734. Jack Hillen,Ottawa Senators,,UFA,31,D,,38,0,5,5,-1,18:35,-,-,-,-,-,,"$700,000","$700,000"
735. Zac Dalpe,Nashville Predators,,UFA,27,C,,21,1,2,3,-11,00:00,-,-,-,-,-,,"$700,000","$700,000"
736. Nate Prosser,Tampa Bay Lightning,,UFA,31,D,,63,2,5,7,-1,12:47,-,-,-,-,-,,"$700,000","$700,000"
737. Brandon Manning,Los Angeles Kings,,UFA,27,D,,11,0,3,3,3,17:09,-,-,-,-,-,,"$700,000","$700,000"
738. Peter Mueller,Carolina Hurricanes,,UFA,29,C,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$700,000"
739. Teemu Pulkkinen,Ottawa Senators,,RFA,25,LW,,31,5,3,8,5,11:28,-,-,-,-,-,,"$790,000","$698,333"
740. Viktor Loov,Los Angeles Kings,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$692,500"
741. Reid Boucher,Vancouver Canucks,,RFA,23,LW,,11,1,0,1,-4,11:08,-,-,-,-,-,,"$692,500","$692,500"
742. Raman Hrabarenka,Montreal Canadiens,,UFA,24,D,,1,0,0,0,1,11:55,-,-,-,-,-,,"$692,500","$692,500"
743. Nick Ebert,Minnesota Wild,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$691,667"
744. John Ramage,Ottawa Senators,,UFA,26,D,,1,0,0,0,-1,18:10,-,-,-,-,-,,"$690,000","$690,000"
745. Ben Sexton,Columbus Blue Jackets,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$690,000"
746. Connor Brown,Carolina Hurricanes,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$686,667"
747. Troy Donnay,Florida Panthers,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$680,000","$686,667"
748. Brendan Gallagher,Calgary Flames,,UFA,25,RW,,82,24,23,47,18,16:35,-,-,-,-,-,,"$650,000","$685,000"
749. Brett Lernout,New York Rangers,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$685,000"
750. Steven Hodges,Dallas Stars,,UFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$660,000","$685,000"
751. Philippe Desrosiers,Philadelphia Flyers,,RFA,21,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$684,167"
752. Kevin Connauton,Nashville Predators,,UFA,27,D,,62,9,12,21,5,16:49,-,-,-,-,-,,"$650,000","$683,333"
753. Victor Rask,Minnesota Wild,,UFA,24,C,,80,11,22,33,-14,16:20,-,-,-,-,-,,"$650,000","$680,833"
754. Mike Condon,New York Islanders,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$692,500","$680,000"
755. MacKenzie Weegar,New Jersey Devils,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$680,000"
756. Josh Anderson,Nashville Predators,,RFA,23,RW,,6,0,1,1,-1,13:27,-,-,-,-,-,,"$642,500","$678,333"
757. Oliver Bjorkstrand,Colorado Avalanche,,RFA,22,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$678,333"
758. Tyler Bertuzzi,Ottawa Senators,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$675,833"
759. Andrew Miller,Vegas Golden Knights,,UFA,28,C,,9,1,5,6,-2,13:45,-,-,-,-,-,,"$675,000","$675,000"
760. Oscar Lindberg,Philadelphia Flyers,,UFA,25,C,,1,0,0,0,0,00:00,-,-,-,-,-,,"$750,000","$675,000"
761. Chris Porter,St. Louis Blues,,UFA,33,LW,,24,1,1,2,-3,00:00,-,-,-,-,-,,"$700,000","$675,000"
762. Thomas Hickey,Tampa Bay Lightning,,UFA,28,D,,81,2,20,22,-12,18:55,-,-,-,-,-,,"$750,000","$675,000"
763. Eric Tangradi,Los Angeles Kings,,UFA,28,LW,,7,0,0,0,-3,00:00,-,-,-,-,-,,"$700,000","$675,000"
764. Trevor Carrick,Winnipeg Jets,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$675,000"
765. Jonathan Racine,Ottawa Senators,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$674,167"
766. Logan Shaw,Montreal Canadiens,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$674,167"
767. Xavier Ouellet,Toronto Maple Leafs,,RFA,23,D,,21,2,1,3,4,16:23,-,-,-,-,-,,"$717,500","$670,000"
768. Garret Sparks,Pittsburgh Penguins,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$670,000","$670,000"
769. Zach Nastasiuk,Toronto Maple Leafs,,RFA,22,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$670,000"
770. Nicholas Paul,Dallas Stars,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$670,000"
771. Connor Hellebuyck,Vegas Golden Knights,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$642,500","$667,500"
772. Eric Comrie,New York Rangers,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$667,500"
773. Jyrki Jokipakka,Montreal Canadiens,,UFA,25,D,,51,0,10,10,-2,16:30,-,-,-,-,-,,"$727,500","$666,667"
774. Victor Bartley,Minnesota Wild,,UFA,29,D,,37,0,10,10,1,13:26,-,-,-,-,-,,"$600,000","$666,667"
775. Alexey Marchenko,Columbus Blue Jackets,,RFA,25,D,,13,1,1,2,1,15:25,-,-,-,-,-,,"$675,000","$666,667"
776. Kurtis Gabriel,New York Islanders,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$666,667"
777. Mackenzie Skapski,New Jersey Devils,,UFA,23,G,,2,-,-,-,-,-,2,0,1,0.50,.978,,"$630,000","$663,333"
