Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%
229,COUTURE, LOGAN,San Jose,F(C),199,2580.5,116,98,2.697,2.279,54.21,2.0929,2.243,48.27,0.6043,0.0356,5.94,0.4893,0.2254,2.39,2.2984,2.2331,50.72,1370,1213,8.4672,91.9209,100.3881,7.0038,91.8845,1.4634,0.0363,1.1681,-0.4942,7.8251,92.2731,2653,2430,61.686,56.501,52.19,4.1058,3.1165,0.3,2.5112,3.4773,-0.55,55.0902,54.302,50.36,4.3724,95.9671,100.3395,3.6348,95.7983,0.7376,0.1688,0.6413,-0.1606,4.1721,95.8877,26.9797,31.0992,29.0801,27.8063,28.2492,28.5714,28.5436,30.2475,38,42,29,80,67,398,707,9.547738693,5.374823197,0.8835,0.9766,0.6743,1.8601,1.5578,9.254,16.4387,32.76,36.21,68.97,57.76,2767,1039,880,848,37.5497,31.8034,30.6469
230,HARRINGTON, SCOTT,Toronto,D,25,313.2,8,19,1.533,3.64,29.63,2.1929,2.3397,48.38,-0.6603,1.3002,-18.75,-0.4066,1.8392,-22.22,2.1696,2.1905,49.76,153,163,5.2288,88.3436,93.5724,7.5291,92.1263,-2.3003,-3.7828,-1.3133,-5.5099,7.5671,92.4663,298,273,57.088,52.299,52.19,2.3516,-3.1517,2.51,3.2751,-2.6223,2.7,53.3857,54.2512,49.6,2.6846,93.0403,95.7249,4.0062,95.7806,-1.3217,-2.7403,-0.919,-3.681,4.064,95.9623,26.5529,22.2222,42.2222,27.7209,25.6098,27.561,21.0959,21.709,0,1,0,1,0,14,41,0,0,0,0.1916,0,0.1916,0,2.682,7.8544,0,12.5,12.5,0,284,94,77,113,33.0986,27.1127,39.7887
231,JONES, SETH,Columbus,D,240,3774.95,122,150,1.939,2.384,44.85,2.4057,2.182,52.44,-0.4666,0.2021,-7.59,-0.4991,0.2854,-8.89,2.1604,2.2082,49.45,1880,1711,6.4894,91.2332,97.7226,8.1693,92.3595,-1.6799,-1.1263,-1.6592,-1.4392,7.5189,92.3282,3564,3267,56.647,51.927,52.17,2.548,-1.7199,1.96,1.965,-2.6476,2.12,53.9495,54.1584,49.9,3.4231,95.4086,98.8317,4.4469,95.9326,-1.0238,-0.524,-1.0357,-0.7458,4.0045,95.9227,32.6802,27.8539,35.545,33.4616,31.5957,31.0215,27.7822,28.9354,9,34,16,43,25,282,633,3.191489362,1.421800948,0.143,0.5404,0.2543,0.6835,0.3974,4.4822,10.0611,7.38,27.87,35.25,20.49,3347,1147,1046,1154,34.2695,31.2519,34.4786
232,MAROON, PATRICK,Edmonton,F(LW),205,2240.28,101,90,2.705,2.41,52.88,2.4005,2.1355,52.92,0.3046,0.275,-0.04,0.3395,0.1736,1.48,2.1317,2.2019,49.19,1137,1063,8.883,91.5334,100.4164,8.1894,92.3472,0.6936,-0.8138,0.8216,-0.3403,7.4359,92.3423,2140,1963,57.314,52.574,52.16,2.49,-1.4086,1.77,1.5317,-0.9639,1.13,54.0256,54.319,49.86,4.7196,95.4152,100.1348,4.3785,96.0442,0.3411,-0.629,0.479,-0.4069,3.9457,95.9464,23.1017,25.5696,24.4565,23.5865,22.7805,22.916,19.2295,21.8056,24,44,29,68,53,262,426,9.160305344,5.633802817,0.6428,1.1784,0.7767,1.8212,1.4195,7.017,11.4093,23.76,43.56,67.33,52.48,2041,756,584,701,37.0407,28.6134,34.3459
233,BOYES, BRAD,Toronto,F(RW),216,2618.95,109,111,2.497,2.543,49.55,2.2118,2.3935,48.03,0.2854,0.1495,1.52,0.5547,0.113,5.12,2.2038,2.196,50.09,1327,1204,8.214,90.7807,98.9947,7.537,91.9702,0.677,-1.1895,1.6536,-1.1933,7.6278,92.4582,2408,2210,55.167,50.631,52.14,2.226,-2.796,2.37,0.4799,-2.7351,1.53,54.193,54.4537,49.88,4.5266,94.9774,99.504,4.1778,95.5201,0.3488,-0.5427,0.9747,-0.4691,4.0666,95.9672,25.5544,30.618,26.4286,25.721,24.5665,24.7916,24.6468,26.3348,30,44,25,74,55,314,560,9.554140127,5.357142857,0.6873,1.008,0.5727,1.6953,1.26,7.1937,12.8296,27.52,40.37,67.89,50.46,2535,947,785,803,37.357,30.9665,31.6765
234,TLUSTY, JIRI,New Jersey,F(C),170,2140,75,81,2.103,2.271,48.08,1.9607,2.2407,46.67,0.1421,0.0303,1.41,0.1852,0.0221,2.05,2.2743,2.1979,50.85,1046,971,7.1702,91.6581,98.8283,6.6998,92.1489,0.4703,-0.4909,0.5082,-0.485,7.779,92.3972,2013,1848,56.439,51.813,52.14,0.6306,-1.4826,0.99,2.2145,-1.7491,1.83,54.7879,54.0253,50.35,3.7258,95.6169,99.3427,3.5132,95.7957,0.2126,-0.1789,0.1894,-0.1844,4.1512,95.9317,26.3669,28.1955,26.5574,27.1513,25.7274,28.9844,26.6012,29.0553,22,26,14,48,36,246,452,8.943089431,4.867256637,0.6168,0.729,0.3925,1.3458,1.0093,6.8972,12.6729,29.33,34.67,64,48,2180,815,623,742,37.3853,28.578,34.0367
235,TAVARES, JOHN,NY Islanders,F(C),219,3420.05,165,140,2.895,2.456,54.1,2.2748,2.4122,48.53,0.6199,0.0439,5.56,0.7571,0.1005,6.52,2.2585,2.1843,50.83,1855,1769,8.8949,92.0859,100.9808,7.6421,91.4665,1.2528,0.6195,1.5462,0.4391,7.7237,92.4163,3600,3304,63.157,57.964,52.14,7.5442,2.6451,2.01,8.1992,2.4698,2.39,54.8567,53.8391,50.47,4.5833,95.7627,100.346,4.0905,95.6394,0.4929,0.1233,0.6938,0.0074,4.1171,95.9429,32.3331,39.2857,33.2542,35.447,33.293,40.6669,22.6409,29.121,58,69,54,127,112,463,842,12.52699784,6.888361045,1.0175,1.2105,0.9474,2.228,1.9649,8.1227,14.7717,35.15,41.82,76.97,67.88,3033,1037,691,1305,34.1906,22.7827,43.0267
236,O_DELL, ERIC,Winnipeg,F(C),41,354.517,12,13,2.031,2.2,48,2.0623,2.1931,48.46,-0.0314,0.0071,-0.46,-0.5727,-0.1393,-4.67,2.0847,2.1947,48.72,142,147,8.4507,91.1565,99.6072,7.2622,92.2799,1.1886,-1.1235,-0.5454,-0.4765,7.3822,92.3707,304,279,51.45,47.219,52.14,-1.5294,-6.9362,2.69,-4.7725,-7.3057,1.38,53.0745,54.6571,49.27,3.9474,95.3405,99.2879,3.8926,95.9504,0.0547,-0.6099,-0.6835,-0.3688,3.928,95.9846,18.2307,14.8148,17.3333,16.9454,16.1833,18.8034,11.6883,16.5192,2,5,1,7,3,22,44,9.090909091,4.545454545,0.3385,0.8462,0.1692,1.1847,0.5077,3.7234,7.4468,16.67,41.67,58.33,25,285,112,63,110,39.2982,22.1053,38.5965
237,MILLER, COLIN,Boston,D,42,585.533,24,21,2.459,2.152,53.33,2.2423,2.1611,50.92,0.217,-0.0092,2.41,0.1277,-0.2213,3.78,2.1357,2.182,49.46,314,267,7.6433,92.1348,99.7781,7.6203,92.7813,0.023,-0.6465,0.2261,0.0515,7.5861,92.529,550,505,56.359,51.748,52.13,2.3276,-3.2229,2.56,1.3592,-4.501,2.69,52.6996,54.6697,49.08,4.3636,95.8416,100.2052,4.15,96.0686,0.2136,-0.227,0.1244,0.0607,4.0525,96.0088,28.8919,30,26.9231,29.396,27.2091,32.0417,20.0988,21.2339,3,7,3,10,6,48,108,6.25,2.777777778,0.3074,0.7173,0.3074,1.0247,0.6148,4.9186,11.0668,12.5,29.17,41.67,25,485,148,122,215,30.5155,25.1546,44.3299
238,KARLSSON, MELKER,San Jose,F(C),118,1477.77,52,51,2.111,2.071,50.49,2.4469,2.1049,53.76,-0.3356,-0.0342,-3.27,-0.0596,-0.1428,0.97,2.2389,2.2249,50.16,692,638,7.5145,92.0063,99.5208,7.9056,92.2505,-0.3911,-0.2442,0.1481,-0.0142,7.7063,92.3208,1398,1284,56.761,52.133,52.13,-2.7704,-0.8959,-0.76,-0.9878,-2.807,0.88,54.6441,54.474,50.08,3.7196,96.028,99.7476,4.1103,96.0307,-0.3907,-0.0026,-0.0396,0.057,4.0973,95.9157,25.8967,25.3659,24.6377,25.5669,24.903,28.0546,26.526,27.0946,20,18,9,38,29,179,315,11.17318436,6.349206349,0.812,0.7308,0.3654,1.5429,1.1775,7.2677,12.7896,38.46,34.62,73.08,55.77,1491,553,465,473,37.0892,31.1871,31.7237
239,NISKANEN, MATT,Washington,D,245,4265.8,165,124,2.321,1.744,57.09,2.2993,2.2175,50.91,0.0215,-0.4734,6.19,-0.0537,-0.5334,6.05,2.2392,2.2073,50.36,2043,1847,8.0764,93.2864,101.3628,7.9986,92.3592,0.0778,0.9272,-0.1914,1.3922,7.693,92.3736,3920,3601,55.136,50.649,52.12,0.8847,-4.622,2.59,1.1861,-4.6253,2.73,54.5163,54.0445,50.22,4.2092,96.5565,100.7657,4.2382,95.988,-0.029,0.5685,-0.192,0.6769,4.1074,95.9158,36.4758,35.9477,30.5419,36.9811,34.4758,35.3644,40.1538,37.3233,10,43,18,53,28,309,706,3.236245955,1.416430595,0.1407,0.6048,0.2532,0.7455,0.3938,4.3462,9.9301,6.06,26.06,32.12,16.97,4049,1531,1305,1213,37.8118,32.2302,29.958
240,FRATTIN, MATT,Toronto,F(RW),53,536.617,11,14,1.23,1.565,44,2.018,1.961,50.72,-0.7881,-0.3956,-6.72,-0.7254,-0.5141,-4.46,2.1355,2.2303,48.91,236,252,4.661,94.4444,99.1054,6.7853,92.8415,-2.1242,1.6029,-1.3562,2.6653,7.5243,92.2672,479,440,53.558,49.197,52.12,-3.5139,-1.7516,-0.71,-8.0189,3.1388,-5.09,52.9951,54.045,49.51,2.2965,96.8182,99.1147,3.5359,96.151,-1.2395,0.6672,-0.879,1.333,4.0296,95.8732,21.727,14.8649,17.284,19.4478,22.869,19.1765,19.7932,20.0704,1,4,3,5,4,60,104,1.666666667,0.961538462,0.1118,0.4472,0.3354,0.5591,0.4472,6.7087,11.6284,9.09,36.36,45.45,36.36,468,171,134,163,36.5385,28.6325,34.8291
241,SALO, SAMI,Tampa Bay,D,71,932.183,40,30,2.575,1.931,57.14,2.4658,2.1108,53.88,0.1088,-0.1799,3.27,0.3211,-0.2482,6.3,2.23,2.2415,49.87,469,396,8.5288,92.4242,100.953,8.2264,92.4712,0.3024,-0.047,0.9581,0.0433,7.6581,92.3176,839,771,54.002,49.625,52.11,-2.2872,-3.0633,0.46,-1.0715,-3.913,1.41,54.5342,54.3038,50.11,4.7676,96.1089,100.8765,4.3806,95.9937,0.387,0.1152,0.6759,0.1793,4.0891,95.8723,27.7839,30.5344,25.4237,27.3914,26.2871,33.1745,31.9283,35.5252,3,6,2,9,5,52,121,5.769230769,2.479338843,0.1931,0.3862,0.1287,0.5793,0.3218,3.347,7.7882,7.5,15,22.5,12.5,1067,416,303,348,38.9878,28.3974,32.6148
242,BURROWS, ALEX,Vancouver,F(LW),198,2331.77,66,87,1.698,2.239,43.14,2.1772,2.2712,48.94,-0.4789,-0.0326,-5.81,-0.4094,-0.1568,-3.67,2.2502,2.2119,50.43,1183,1064,5.579,91.8233,97.4023,7.6026,92.3096,-2.0236,-0.4863,-1.8605,-0.2672,7.7189,92.3129,2201,2024,56.635,52.081,52.09,3.5445,-2.643,2.85,4.1633,-4.031,3.77,54.9537,54.2146,50.34,2.9986,95.7016,98.7002,4.1008,95.8497,-1.1022,-0.1481,-1.0181,-0.0293,4.0948,95.9201,24.753,20.9524,23.5135,26.2024,23.3907,26.6872,23.0769,27.2897,19,23,11,42,30,285,502,6.666666667,3.784860558,0.4889,0.5918,0.283,1.0807,0.7719,7.3335,12.9172,28.79,34.85,63.64,45.45,2330,879,672,779,37.7253,28.8412,33.4335
243,WILSON, COLIN,Nashville,F(C),222,2852.78,112,97,2.356,2.04,53.59,2.416,2.2698,51.56,-0.0604,-0.2297,2.03,0.01,-0.1986,2.42,2.2404,2.2029,50.42,1482,1319,7.5574,92.6459,100.2033,8.035,91.9661,-0.4776,0.6799,-0.4437,0.7287,7.6961,92.3403,2770,2548,58.259,53.59,52.09,2.682,0.5814,0.9,4.2405,1.046,1.4,54.7119,54.1255,50.27,4.0433,96.1931,100.2364,4.3472,95.718,-0.3039,0.475,-0.299,0.4537,4.0948,95.9301,26.6474,26.7303,24.8718,28.1504,27.0345,28.2488,22.3217,26.6413,28,48,33,76,61,310,538,9.032258065,5.204460967,0.5889,1.0095,0.6941,1.5984,1.283,6.5199,11.3153,25,42.86,67.86,54.46,2718,982,773,963,36.1295,28.44,35.4305
244,LIPON, JC,Winnipeg,F(RW),9,62.4667,1,1,0.961,0.961,50,2.1316,1.9824,51.81,-1.1711,-1.0219,-1.81,-1.531,-1.8631,3.12,1.9767,2.2731,46.51,27,28,3.7037,96.4286,100.1323,7.8817,92.8395,-4.178,3.589,-4.2328,5.7692,7.1951,92.2332,50,46,48.026,44.184,52.08,-3.0272,-8.8135,3.02,-10.6069,-7.6389,-1,51.0504,55.586,47.87,2,97.8261,99.8261,4.1752,96.2594,-2.1752,1.5667,-2.2493,3.2748,3.872,95.9106,14.7431,6.25,5.5556,12.4069,12.8492,16.9492,15.7407,15.0376,0,1,0,1,0,4,7,0,0,0,0.9605,0,0.9605,0,3.842,6.7236,0,100,100,0,57,20,17,20,35.0877,29.8246,35.0877
245,TROCHECK, VINCENT,Florida,F(C),146,1908.45,86,69,2.704,2.169,55.48,2.2624,2.173,51.01,0.4414,-0.0037,4.48,0.5196,-0.1104,6.55,2.247,2.1974,50.56,950,893,9.0526,92.2732,101.3258,7.6333,92.3684,1.4193,-0.0951,1.4498,0.2117,7.7067,92.4295,1705,1570,53.604,49.359,52.06,0.8904,-1.9258,1.37,3.7968,-2.751,3.19,54.8057,54.229,50.26,5.044,95.6051,100.6491,4.2918,95.7629,0.7522,-0.1578,0.6587,-0.0202,4.1,95.9479,27.5173,31.9703,26.5385,29.0065,26.4488,28.8128,26.8093,26.3889,27,36,26,63,53,228,399,11.84210526,6.766917293,0.8489,1.1318,0.8174,1.9807,1.6663,7.1681,12.5442,31.4,41.86,73.26,61.63,1849,646,589,614,34.9378,31.8551,33.2071
246,OVECHKIN, ALEX,Washington,F(LW),238,3523.77,145,143,2.469,2.435,50.35,2.2458,2.0172,52.68,0.2231,0.4177,-2.33,0.2739,0.454,-2.22,2.2455,2.2147,50.35,1832,1734,7.9148,91.7532,99.668,8.0499,92.7589,-0.135,-1.0057,-0.1994,-1.2468,7.6832,92.3591,3606,3323,61.4,56.582,52.04,8.4787,3.4924,2.12,9.7132,2.7683,3.05,54.7176,54.0946,50.29,4.0211,95.6967,99.7178,4.2436,96.2003,-0.2226,-0.5036,-0.2257,-0.6223,4.1038,95.9058,30.9954,33.5648,35.5721,34.7935,32.0784,36.1216,30.2087,30.9174,67,38,22,105,89,671,1369,9.98509687,4.894083272,1.1408,0.647,0.3746,1.7879,1.5154,11.4253,23.3103,46.21,26.21,72.41,61.38,3438,1220,970,1248,35.4857,28.2141,36.3002
247,MCILRATH, DYLAN,NY Rangers,D,37,464.467,17,11,2.196,1.421,60.71,2.2849,2.0651,52.53,-0.0888,-0.6441,8.19,-0.0929,-1.0969,13.1,2.0981,2.1827,49.01,216,218,7.8704,94.9541,102.8245,7.8855,92.9732,-0.0151,1.9809,-0.2072,3.9853,7.4524,92.4569,433,399,55.935,51.543,52.04,2.4319,-3.9788,2.97,1.2745,-1.8816,1.47,52.7773,54.3966,49.24,3.9261,97.2431,101.1692,4.2705,96.2806,-0.3444,0.9625,-0.2615,1.956,3.9753,95.9875,26.1657,25.3731,16.6667,26.6134,25.4789,20.6831,23.8193,26.4943,2,2,1,4,3,27,70,7.407407407,2.857142857,0.2584,0.2584,0.1292,0.5167,0.3875,3.4879,9.0426,11.76,11.76,23.53,17.65,389,164,116,109,42.1594,29.8201,28.0206
248,KLESLA, ROSTISLAV,Arizona,D,25,321.933,11,12,2.05,2.236,47.83,2.0081,2.2793,46.84,0.042,-0.0428,0.99,-0.326,-0.2095,-1.45,2.1754,2.2265,49.42,182,169,6.044,92.8994,98.9434,7.0036,92.3062,-0.9597,0.5932,-1.8264,1.1154,7.7022,92.3672,333,307,62.063,57.217,52.03,7.5859,1.987,2.37,4.8265,4.5932,-0.07,52.6904,54.597,49.11,3.3033,96.0912,99.3945,3.6861,95.8731,-0.3828,0.2181,-0.8481,0.7393,4.1287,95.922,27.2713,24.4444,25.5319,28.9062,28.9623,29.0909,26.5027,26.2651,1,3,1,4,2,17,40,5.882352941,2.5,0.1864,0.5591,0.1864,0.7455,0.3727,3.1684,7.455,9.09,27.27,36.36,18.18,318,109,97,112,34.2767,30.5031,35.2201
249,BOYLE, DAN,NY Rangers,D,214,3414.15,124,105,2.179,1.845,54.15,2.3555,2.1367,52.44,-0.1764,-0.2914,1.71,-0.4298,-0.2419,-1.41,2.146,2.2087,49.28,1768,1616,7.0136,93.5025,100.5161,7.9747,92.6005,-0.9611,0.9019,-1.8553,0.7001,7.5007,92.3489,3341,3080,58.714,54.128,52.03,3.4927,-0.9008,1.94,3.7302,-2.3707,2.71,53.6498,54.2143,49.74,3.7115,96.5909,100.3024,4.2656,96.1172,-0.5541,0.4737,-1.0334,0.2851,4,95.9261,32.7386,28.9044,30.086,34.2,31.8018,36.8288,26.9315,30.4383,16,20,7,36,23,220,448,7.272727273,3.571428571,0.2812,0.3515,0.123,0.6327,0.4042,3.8663,7.8731,12.9,16.13,29.03,18.55,3145,1118,861,1166,35.5485,27.3768,37.0747
250,NIETO, MATT,San Jose,F(LW),205,2502.57,77,105,1.846,2.517,42.31,2.3691,2.1246,52.72,-0.523,0.3928,-10.41,-0.4847,0.4637,-10.85,2.2492,2.24,50.1,1320,1215,5.8333,91.358,97.1913,7.9093,92.2166,-2.0759,-0.8585,-1.9511,-0.9426,7.7293,92.2735,2501,2306,59.962,55.287,52.03,1.9058,1.4114,0.16,1.2854,2.4779,-0.6,54.6695,54.4406,50.1,3.0788,95.4467,98.5255,4.0807,96.0565,-1.0019,-0.6098,-0.8935,-0.6645,4.1142,95.8855,25.3684,21.2121,29.4118,25.7808,26.2463,23.8064,25.7679,26.8036,20,30,18,50,38,302,505,6.622516556,3.96039604,0.4795,0.7193,0.4316,1.1988,0.9111,7.2406,12.1076,25.97,38.96,64.94,49.35,2496,966,797,733,38.7019,31.9311,29.367
251,SCHEIFELE, MARK,Winnipeg,F(C),216,3073.73,146,113,2.85,2.206,56.37,2.1124,2.3115,47.75,0.7375,-0.1057,8.62,0.738,-0.0857,8.41,2.2746,2.2112,50.71,1568,1423,9.3112,92.059,101.3702,7.1731,91.9873,2.1381,0.0717,1.9666,0.1168,7.7718,92.3402,2984,2752,58.248,53.72,52.02,3.0914,0.0045,1.36,3.9886,1.1699,1.22,54.8965,54.1763,50.33,4.8928,95.8939,100.7867,3.8299,95.6968,1.0629,0.1971,1.0005,0.2545,4.1434,95.9185,30.4599,37.1501,29.6588,31.9829,30.9283,28.3007,29.5009,27.3339,38,59,33,97,71,351,603,10.82621083,6.301824212,0.7418,1.1517,0.6442,1.8935,1.3859,6.8516,11.7707,26.03,40.41,66.44,48.63,2698,975,857,866,36.1379,31.7643,32.0979
252,DE_HAAN, CALVIN,NY Islanders,D,188,3165.32,117,122,2.218,2.313,48.95,2.3904,2.3276,50.67,-0.1726,-0.015,-1.71,-0.1483,-0.0535,-1.05,2.2596,2.1849,50.84,1580,1363,7.4051,91.0492,98.4543,7.9219,92.2343,-0.5168,-1.1852,-0.4959,-1.0766,7.7276,92.4218,3040,2805,57.625,53.17,52.01,0.6431,-3.7576,1.99,0.5541,-4.0832,2.09,54.7327,53.8475,50.41,3.8487,95.6506,99.4993,4.1951,95.9114,-0.3464,-0.2607,-0.2972,-0.2167,4.1284,95.9424,34.8841,33.4286,34.3662,35.1039,33.2228,36.1905,35.9182,38.019,4,31,18,35,22,224,504,1.785714286,0.793650794,0.0758,0.5876,0.3412,0.6634,0.417,4.246,9.5535,3.42,26.5,29.91,18.8,3082,1163,931,988,37.7352,30.2077,32.0571
253,ABDELKADER, JUSTIN,Detroit,F(LW),223,2965.85,110,106,2.225,2.144,50.93,2.2722,2.1386,51.51,-0.0469,0.0058,-0.59,0.1694,0.0724,1.12,2.2669,2.2161,50.57,1404,1371,7.8348,92.2684,100.1032,7.7716,92.5146,0.0631,-0.2462,0.6719,-0.3895,7.7347,92.3814,2561,2364,51.81,47.824,52,-1.5012,-0.8941,-0.25,-0.77,-0.4668,-0.13,54.9655,54.407,50.26,4.2952,95.5161,99.8113,4.2622,95.6102,0.033,-0.0941,0.385,-0.1932,4.1242,95.9267,28.4173,30.0546,29.1209,28.1181,28.2201,30.385,26.09,30.5991,33,41,27,74,60,355,543,9.295774648,6.077348066,0.6676,0.8294,0.5462,1.497,1.2138,7.1818,10.985,30,37.27,67.27,54.55,2869,1093,742,1034,38.0969,25.8627,36.0404
254,PIETRANGELO, ALEX,St. Louis,D,235,4341.88,181,145,2.501,2.004,55.52,2.2963,2.0069,53.36,0.2049,-0.0032,2.16,0.2179,0.098,1.01,2.3057,2.2242,50.9,2235,2050,8.0984,92.9268,101.0252,7.789,92.437,0.3094,0.4898,0.2482,0.3864,7.8358,92.3221,4146,3829,57.293,52.913,51.99,2.5539,1.9264,0.21,3.0906,3.9001,-0.53,55.2596,54.3568,50.41,4.3657,96.2131,100.5788,4.1949,96.0637,0.1707,0.1494,0.1531,0.1013,4.1726,95.9082,38.8569,41.0431,40.0552,40.1822,40.6908,39.7125,41.6404,40.8495,15,64,32,79,47,377,794,3.978779841,1.889168766,0.2073,0.8844,0.4422,1.0917,0.6495,5.2097,10.9722,8.29,35.36,43.65,25.97,4419,1558,1452,1409,35.2568,32.8581,31.885
255,GERBE, NATHAN,Carolina,F(C),206,2619.42,69,97,1.581,2.222,41.57,2.0109,2.3427,46.19,-0.4304,-0.1209,-4.62,-0.4179,-0.1568,-4.09,2.2546,2.2047,50.56,1346,1252,5.1263,92.2524,97.3787,6.9254,91.6897,-1.7991,0.5627,-1.6408,0.5622,7.7539,92.4048,2505,2314,57.379,53.004,51.98,1.4474,-0.7731,1,0.5651,-1.4959,0.94,54.3552,54.1333,50.1,2.7545,95.8081,98.5626,3.5952,95.6437,-0.8408,0.1645,-0.763,0.1727,4.1479,95.9273,26.1023,21.8354,24.8082,26.2937,25.5691,22.3371,26.1491,27.2674,19,25,14,44,33,449,747,4.231625835,2.543507363,0.4352,0.5726,0.3207,1.0079,0.7559,10.2847,17.1107,27.54,36.23,63.77,47.83,2413,932,768,713,38.6241,31.8276,29.5483
256,COUSINS, NICK,Philadelphia,F(C),47,458.75,16,9,2.093,1.177,64,1.9947,2.204,47.51,0.0979,-1.0269,16.49,-0.2662,-0.9767,11.73,2.1213,2.1902,49.2,220,199,7.2727,95.4774,102.7501,7.1107,92.7929,0.162,2.6845,-0.7412,2.6122,7.4687,92.4125,434,401,56.763,52.447,51.98,2.2204,-4.1922,2.92,-0.1922,-4.5766,2.01,53.0466,54.206,49.46,3.6866,97.7556,101.4422,3.6572,96.1087,0.0295,1.6469,-0.455,1.5326,3.999,95.9595,20.7221,18.8235,12.5,20.6667,19.3813,17.4672,13.5338,18.3246,6,3,2,9,8,46,73,13.04347826,8.219178082,0.7847,0.3924,0.2616,1.1771,1.0463,6.0163,9.5477,37.5,18.75,56.25,50,350,140,90,120,40,25.7143,34.2857
257,VALIEV, RINAT,Toronto,D,10,119.65,4,4,2.006,2.006,50,1.9376,2.6456,42.28,0.0683,-0.6398,7.72,0.4443,0.0973,5,2.079,2.1327,49.36,57,50,7.0175,92,99.0175,6.7684,91.1561,0.2491,0.8439,1.3572,-1.6416,7.341,92.5981,105,97,52.654,48.642,51.98,-4.4936,-5.7595,0.75,-7.7252,-7.2259,0.04,52.1792,53.7182,49.27,3.8095,95.8763,99.6858,3.3905,95.1368,0.419,0.7395,1.2233,-0.7076,3.9843,96.0297,25.7054,30.7692,26.6667,23.1788,23.1504,27.2727,26.3514,23.4043,0,0,0,0,0,6,17,0,0,0,0,0,0,0,3.0088,8.5249,0,0,0,0,114,33,39,42,28.9474,34.2105,36.8421
258,ERAT, MARTIN,Arizona,F(RW),149,1873.98,67,74,2.145,2.369,47.52,1.9921,2.2701,46.74,0.1531,0.0992,0.78,0.4236,-0.0983,6.42,2.234,2.2207,50.15,879,871,7.6223,91.504,99.1263,7.0727,92.464,0.5496,-0.96,1.3488,-0.5974,7.7188,92.2968,1747,1616,55.934,51.74,51.95,2.2034,-4.7158,3.18,3.2779,-6.104,4.29,54.2555,54.1545,50.05,3.8351,95.4208,99.2559,3.7075,95.9789,0.1277,-0.5581,0.5657,-0.3133,4.1176,95.8993,26.3873,30.8756,25.6055,27.577,24.2788,26.352,26.3473,26.4025,8,36,24,44,32,117,236,6.837606838,3.389830508,0.2561,1.1526,0.7684,1.4088,1.0246,3.746,7.5561,11.94,53.73,65.67,47.76,1820,673,572,575,36.978,31.4286,31.5934
259,ANDRIGHETTO, SVEN,Montreal,F(RW),56,642.533,29,21,2.708,1.961,58,2.1916,2.2487,49.36,0.5164,-0.2877,8.64,0.5421,-0.0001,5.52,2.2109,2.186,50.28,330,306,8.7879,93.1373,101.9252,7.5347,92.3069,1.2532,0.8303,1.1353,-0.1087,7.6208,92.3477,612,566,57.149,52.853,51.95,1.9795,-3.0533,2.28,4.0544,-3.168,3.29,54.1708,53.2507,50.43,4.7386,96.2897,101.0283,3.9726,95.9778,0.766,0.3119,0.6592,-0.2097,4.0814,95.895,23.8641,28.1553,23.8636,25.2267,22.8226,28.4211,15.3761,22.2104,8,9,5,17,13,72,129,11.11111111,6.201550388,0.747,0.8404,0.4669,1.5875,1.2139,6.7234,12.0461,27.59,31.03,58.62,44.83,591,209,139,243,35.3638,23.5195,41.1168
260,SCHILLING, CAMERON,Washington,D,5,62.2833,2,2,1.927,1.927,50,2.1053,2.1322,49.68,-0.1786,-0.2055,0.32,0.5968,-0.0681,10,2.137,2.0594,50.93,25,30,8,93.3333,101.3333,7.5387,92.5799,0.4613,0.7535,2.8052,0.0749,7.4744,92.792,54,50,52.02,48.167,51.92,-1.6155,-6.3718,2.34,1.1522,-7.0233,3.96,53.4093,53.5956,49.91,3.7037,96,99.7037,3.9252,96.0905,-0.2214,-0.0905,1.0893,-0.3855,4.0012,96.1576,25.6574,33.3333,25,26.087,23.1481,24.359,18.6667,27.0588,0,0,0,0,0,4,10,0,0,0,0,0,0,0,3.8534,9.6334,0,0,0,0,56,23,14,19,41.0714,25,33.9286
