PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
981. Branden Troock,New Jersey Devils,,UFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$636,667"
982. Connor Carrick,New York Islanders,,RFA,23,D,,19,2,2,4,-5,16:32,-,-,-,-,-,,"$655,000","$636,667"
983. Garret Ross,Detroit Red Wings,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$636,667"
984. Petteri Lindbohm,Montreal Canadiens,,RFA,23,D,,10,0,0,0,-4,13:47,-,-,-,-,-,,"$645,000","$636,667"
985. Jordan Binnington,Florida Panthers,,RFA,24,G,,1,-,-,-,-,-,0,0,0,4.62,.750,,"$625,000","$636,667"
986. Philippe Myers,Vancouver Canucks,,RFA,20,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$636,667"
987. Vincent Dunn,Vegas Golden Knights,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,"$627,500","$635,833"
988. Nathan Walker,Los Angeles Kings,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$635,000"
989. Colton Sissons,New York Rangers,,RFA,23,C,,34,4,2,6,5,09:57,-,-,-,-,-,,"$600,000","$635,000"
990. Michael St. Croix,Washington Capitals,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$635,000"
991. Daniel O'Donoghue,Winnipeg Jets,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$635,000"
992. Chase Balisy,Vancouver Canucks,,RFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$635,000"
993. Ken Appleby,Pittsburgh Penguins,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$605,000","$635,000"
994. Cedric Paquette,Tampa Bay Lightning,,RFA,23,"C, LW",,56,6,5,11,-2,12:44,-,-,-,-,-,,"$650,000","$633,333"
995. Dylan DeMelo,Philadelphia Flyers,,RFA,24,D,,45,2,2,4,0,13:37,-,-,-,-,-,,"$625,000","$633,333"
996. Sven Andrighetto,Columbus Blue Jackets,,RFA,24,RW,,44,7,10,17,1,14:07,-,-,-,-,-,,"$650,000","$633,333"
997. Jeremy Grégoire,Detroit Red Wings,,RFA,21,C,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$633,333"
998. Cody Donaghey,Ottawa Senators,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$633,333"
999. Jordan Weal,Toronto Maple Leafs,,UFA,25,"C, LW",,14,0,0,0,1,08:07,-,-,-,-,-,,"$632,500","$632,500"
1000. Frank Corrado,Anaheim Ducks,,RFA,24,D,,39,1,5,6,-12,14:27,-,-,-,-,-,,"$632,500","$632,500"
1001. Viktor Arvidsson,Winnipeg Jets,,UFA,24,"LW, RW",,56,8,8,16,-8,12:24,-,-,-,-,-,,"$640,000","$631,667"
1002. Felix Girard,Chicago Blackhawks,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$631,667"
1003. Troy Bourke,Tampa Bay Lightning,,UFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$631,667"
1004. Tristan Jarry,Nashville Predators,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$667,500","$630,833"
1005. Cole Cassels,Anaheim Ducks,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$630,833"
1006. Keegan Kanzig,Dallas Stars,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$630,833"
1007. Kale Kessy,Minnesota Wild,,UFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$630,000"
1008. Andrew Miller,Pittsburgh Penguins,,UFA,28,C,,6,0,0,0,-1,09:07,-,-,-,-,-,,"$630,000","$630,000"
1009. Jordan Szwarz,Arizona Coyotes,,UFA,26,RW,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$630,000"
1010. Kyle Burroughs,San Jose Sharks,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,"$605,000","$630,000"
1011. Matt Murray,Dallas Stars,,RFA,23,G,,13,-,-,-,-,-,9,2,1,2.00,.930,,"$667,500","$628,333"
1012. Luke Glendening,Tampa Bay Lightning,,UFA,28,"C, RW, LW",,81,8,13,21,4,14:34,-,-,-,-,-,,"$600,000","$628,333"
1013. Andreas Athanasiou,Ottawa Senators,,RFA,22,C,,37,9,5,14,1,09:01,-,-,-,-,-,,"$667,500","$628,333"
1014. Barclay Goodrow,Detroit Red Wings,,RFA,24,"RW, C",,14,0,3,3,1,10:16,-,-,-,-,-,,"$635,000","$626,667"
1015. Ben Thomson,Nashville Predators,,RFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$626,667"
1016. Brady Austin,Nashville Predators,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$626,667"
1017. Kenton Helgesen,Washington Capitals,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$626,667"
1018. Dakota Mermis,Tampa Bay Lightning,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$626,667"
1019. David Schlemko,Calgary Flames,,UFA,30,D,,67,6,13,19,-22,18:38,-,-,-,-,-,,"$625,000","$625,000"
1020. Corey Tropp,Buffalo Sabres,,UFA,28,"RW, LW",,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$625,000"
1021. Matt Tennyson,Edmonton Oilers,,UFA,27,D,,29,1,3,4,1,10:30,-,-,-,-,-,,"$625,000","$625,000"
1022. Colin McDonald,Arizona Coyotes,,UFA,32,RW,,5,1,0,1,0,08:08,-,-,-,-,-,,"$625,000","$625,000"
1023. Ryan Carter,Vegas Golden Knights,,UFA,33,"C, LW",,60,7,5,12,-3,11:08,-,-,-,-,-,,"$625,000","$625,000"
1024. Nate Prosser,Anaheim Ducks,,UFA,31,D,,54,0,3,3,1,11:23,-,-,-,-,-,,"$600,000","$625,000"
1025. Charles Hudon,Montreal Canadiens,,RFA,23,LW,,3,0,2,2,2,10:41,-,-,-,-,-,,"$650,000","$625,000"
1026. Brandon Manning,Chicago Blackhawks,,UFA,27,D,,56,1,6,7,2,16:31,-,-,-,-,-,,"$625,000","$625,000"
1027. Zach Trotman,Dallas Stars,,UFA,26,D,,38,2,5,7,3,18:33,-,-,-,-,-,,"$650,000","$625,000"
1028. Tye McGinn,Anaheim Ducks,,RFA,26,LW,,2,0,0,0,0,08:32,-,-,-,-,-,,"$625,000","$625,000"
1029. Damir Sharipzyanov,Arizona Coyotes,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$625,000"
1030. Nick Schneider,,,RFA,20,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$625,000"
1031. Hunter Warner,,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$623,333"
1032. Dennis Robertson,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$622,500"
1033. Borna Rendulic,,,UFA,25,RW,,3,0,0,0,-2,07:31,-,-,-,-,-,,"$635,000","$622,500"
1034. Liam O'Brien,,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$621,667"
1035. Joe Hicketts,,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$621,667"
1036. Brenden Kichton,,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$620,000"
1037. Ryan Sproul,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$620,000"
1038. Andrew O'Brien,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$618,333"
1039. Ryan Olsen,,,UFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$637,500","$616,667"
1040. Jake Dotchin,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$616,667"
1041. Justin Auger,,,RFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$616,667"
1042. Sergey Tolchinsky,,,RFA,22,LW,,2,0,1,1,1,11:47,-,-,-,-,-,,"$625,000","$616,667"
1043. Zachary Leslie,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$616,667"
1044. Cody Corbett,,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$616,667"
1045. Zack Mitchell,,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$615,000"
1046. Loic Leduc,,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$615,000"
1047. Lukas Sedlak,,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$613,333"
1048. Reece Scarlett,,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$613,333"
1049. Steven Kampfer,,,UFA,28,D,,47,0,4,4,5,15:05,-,-,-,-,-,,"$600,000","$612,500"
1050. Stefan Matteau,,,RFA,23,LW,,32,1,1,2,-13,10:37,-,-,-,-,-,,"$575,000","$612,500"
1051. Jordan Martinook,,,UFA,25,LW,,81,9,15,24,-9,15:11,-,-,-,-,-,,"$600,000","$612,500"
1052. Daniel Catenacci,,,RFA,24,C,,11,0,0,0,-2,08:44,-,-,-,-,-,,"$575,000","$611,667"
1053. Henri Kiviaho,,,UFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$615,000","$611,667"
1054. Justin Dowling,,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$610,000"
1055. Brendan Ranford,,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$610,000"
1056. Kristers Gudlevskis,,,RFA,24,G,,1,-,-,-,-,-,0,0,0,1.00,.969,,"$615,000","$608,333"
1057. Tommy Hughes,,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$608,333"
1058. Jaynen Rissling,,,UFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$606,667"
1059. Damon Severson,,,RFA,22,D,,72,1,20,21,-8,18:09,-,-,-,-,-,,"$575,000","$605,833"
1060. Michael Sgarbossa,,,RFA,25,C,,1,0,0,0,0,08:21,-,-,-,-,-,,"$605,000","$605,000"
1061. Turner Elson,,,RFA,24,LW,,1,0,1,1,1,14:54,-,-,-,-,-,,"$605,000","$605,000"
1062. Andrew Crescenzi,,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$605,000","$605,000"
1063. Joakim Nordstrom,,,RFA,25,LW,,71,10,14,24,1,15:37,-,-,-,-,-,,"$605,000","$605,000"
1064. Louis Domingue,,,RFA,25,G,,39,-,-,-,-,-,15,18,2,2.75,.912,,"$605,000","$605,000"
1065. Klas Dahlbeck,,,RFA,26,D,,71,2,6,8,-5,15:43,-,-,-,-,-,,"$605,000","$605,000"
1066. Jesse Graham,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$605,000","$605,000"
1067. Marc Hagel,,,UFA,28,RW,,0,0,0,0,0,,-,-,-,-,-,,"$610,000","$605,000"
1068. Colin Miller,,,RFA,24,D,,42,3,13,16,0,15:47,-,-,-,-,-,,"$620,000","$602,500"
1069. Chris Wagner,,,UFA,26,C,,37,4,0,4,-4,09:46,-,-,-,-,-,,"$600,000","$600,000"
1070. Mat Clark,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1071. Tyler Kennedy,,,UFA,31,C,,50,3,13,16,-14,13:25,-,-,-,-,-,,"$600,000","$600,000"
1072. Justin Falk,,,UFA,28,D,,24,0,4,4,2,14:13,-,-,-,-,-,,"$600,000","$600,000"
1073. Jordan Caron,,,UFA,26,RW,,4,0,0,0,-3,08:07,-,-,-,-,-,,"$600,000","$600,000"
1074. Tim Erixon,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1075. Mark Barberio,,,UFA,27,D,,30,2,8,10,0,14:59,-,-,-,-,-,,"$600,000","$600,000"
1076. Jeff Zatkoff,,,UFA,30,G,,14,-,-,-,-,-,4,7,0,2.79,.917,,"$600,000","$600,000"
1077. Jayson Megna,,,UFA,27,C,,6,1,1,2,-1,12:14,-,-,-,-,-,,"$600,000","$600,000"
1078. Julian Melchiori,,,RFA,25,D,,11,0,0,0,1,13:35,-,-,-,-,-,,"$600,000","$600,000"
1079. Brad Hunt,,,UFA,28,D,,7,0,0,0,-1,14:10,-,-,-,-,-,,"$600,000","$600,000"
1080. Fredrik Claesson,,,RFA,24,D,,16,0,2,2,-6,19:17,-,-,-,-,-,,"$600,000","$600,000"
1081. Alex Grant,,,UFA,28,D,,5,0,0,0,-2,13:14,-,-,-,-,-,,"$600,000","$600,000"
1082. Chris Wideman,,,UFA,27,D,,64,6,7,13,4,13:57,-,-,-,-,-,,"$600,000","$600,000"
1083. Mike Blunden,,,UFA,30,RW,,20,3,2,5,3,08:39,-,-,-,-,-,,"$600,000","$600,000"
1084. Jonathan Marchessault,,,UFA,26,C,,45,7,11,18,-10,12:05,-,-,-,-,-,,"$600,000","$600,000"
1085. John Ramage,,,UFA,26,D,,1,0,0,0,-2,14:09,-,-,-,-,-,,"$600,000","$600,000"
1086. Chris Mueller,,,UFA,31,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1087. Dylan McIlrath,,,UFA,25,D,,34,2,2,4,7,14:07,-,-,-,-,-,,"$600,000","$600,000"
1088. Chris Summers,,,UFA,29,D,,3,0,0,0,-2,15:23,-,-,-,-,-,,"$625,000","$600,000"
1089. Cedrick Desjardins,,,UFA,31,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1090. Sam Carrick,,,UFA,25,C,,3,0,0,0,-2,11:28,-,-,-,-,-,,"$600,000","$600,000"
1091. Petter Granberg,,,RFA,24,D,,27,0,2,2,1,13:43,-,-,-,-,-,,"$600,000","$600,000"
1092. Nick Shore,,,RFA,24,C,,68,3,7,10,-10,12:24,-,-,-,-,-,,"$600,000","$600,000"
1093. Jamie McBain,,,UFA,29,D,,44,2,7,9,2,12:14,-,-,-,-,-,,"$600,000","$600,000"
1094. Nic Dowd,,,UFA,27,C,,5,0,0,0,1,10:34,-,-,-,-,-,,"$600,000","$600,000"
1095. Michal Rozsival,,,UFA,38,D,,51,1,12,13,3,16:09,-,-,-,-,-,,"$600,000","$600,000"
1096. Brian Gibbons,,,UFA,29,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1097. Shane O'Brien,,,UFA,33,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1098. Brent Regner,,,UFA,28,D,,7,0,0,0,-2,11:35,-,-,-,-,-,,"$600,000","$600,000"
1099. Ray Emery,,,UFA,34,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1100. Taylor Fedun,,,UFA,29,D,,1,0,1,1,1,18:48,-,-,-,-,-,,"$600,000","$600,000"
1101. Zac Dalpe,,,UFA,27,C,,2,1,0,1,0,10:15,-,-,-,-,-,,"$600,000","$600,000"
1102. Philip Varone,,,UFA,26,C,,6,1,2,3,2,08:18,-,-,-,-,-,,"$600,000","$600,000"
1103. Andre Benoit,,,UFA,33,D,,2,0,0,0,1,13:35,-,-,-,-,-,,"$600,000","$600,000"
1104. Jordan Schroeder,,,UFA,26,"C, RW",,26,2,2,4,2,09:24,-,-,-,-,-,,"$600,000","$600,000"
1105. Dainius Zubrus,,,UFA,39,LW,,50,3,4,7,4,11:35,-,-,-,-,-,,"$600,000","$600,000"
1106. Peter Harrold,,,UFA,34,"D, RW",,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1107. Landon Ferraro,,,UFA,25,"C, RW",,68,5,5,10,-11,10:47,-,-,-,-,-,,"$600,000","$600,000"
1108. Micheal Haley,,,UFA,31,C,,16,1,0,1,-2,07:05,-,-,-,-,-,,"$600,000","$600,000"
1109. Troy Grosenick,,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1110. Philip Samuelsson,,,RFA,26,D,,4,0,0,0,0,15:53,-,-,-,-,-,,"$600,000","$600,000"
1111. Matt Hackett,,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1112. Michael Bournival,,,RFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1113. Christian Thomas,,,UFA,25,"LW, RW",,6,0,2,2,1,10:35,-,-,-,-,-,,"$600,000","$600,000"
1114. Joe Cannata,,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1115. Alex Biega,,,UFA,29,D,,51,0,7,7,-11,16:45,-,-,-,-,-,,"$600,000","$600,000"
1116. Harry Zolnierczyk,,,UFA,29,LW,,1,0,0,0,-1,08:48,-,-,-,-,-,,"$600,000","$600,000"
1117. David Warsofsky,,,UFA,27,D,,22,1,1,2,-9,16:21,-,-,-,-,-,,"$600,000","$600,000"
1118. Tyler Randell,,,UFA,26,RW,,27,6,0,6,-2,06:58,-,-,-,-,-,,"$600,000","$600,000"
1119. Jeremy Smith,,,UFA,28,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1120. Tommy Cross,,,UFA,27,D,,3,0,1,1,-1,13:05,-,-,-,-,-,,"$600,000","$600,000"
1121. Mitch Callahan,,,UFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$600,000"
1122. Tom McCollum,,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1123. Jared Coreau,,,RFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$600,000","$600,000"
1124. Andrew Agozzino,,,UFA,26,LW,,9,0,2,2,-1,08:33,-,-,-,-,-,,"$600,000","$600,000"
1125. Derek Ryan,,,UFA,30,C,,6,2,0,2,1,12:12,-,-,-,-,-,,"$600,000","$600,000"
1126. Matt Taormina,,,UFA,30,D,,3,0,0,0,0,13:55,-,-,-,-,-,,"$600,000","$600,000"
1127. Alan Quine,,,RFA,24,C,,2,1,0,1,0,17:45,-,-,-,-,-,,"$620,000","$595,000"
1128. Frederick Gaudreau,,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$595,000","$595,000"
1129. Jean-Sebastien Dea,,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,"$615,000","$593,333"
1130. Connor Brickley,,,RFA,25,C,,23,1,4,5,1,08:43,-,-,-,-,-,,"$605,000","$592,500"
1131. Colin Jacobs,,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$591,667"
1132. Scott Harrington,,,RFA,24,D,,15,0,1,1,0,13:05,-,-,-,-,-,,"$575,000","$589,167"
1133. Yanni Gourde,,,UFA,25,C,,2,0,1,1,1,07:19,-,-,-,-,-,,"$600,000","$587,500"
1134. Andy Andreoff,,,UFA,26,"LW, C",,60,8,2,10,1,08:47,-,-,-,-,-,,"$575,000","$587,500"
1135. Scott Darling,,,UFA,28,G,,29,-,-,-,-,-,12,8,1,2.58,.915,,"$575,000","$587,500"
1136. Scott Wedgewood,,,RFA,24,G,,4,-,-,-,-,-,2,1,1,1.24,.957,,"$575,000","$587,500"
1137. Seth Helgeson,,,UFA,26,D,,19,0,1,1,-5,13:57,-,-,-,-,-,,"$575,000","$587,500"
1138. Nick Jensen,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$587,500"
1139. Samuel Henley,,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$590,000","$586,667"
1140. Brandon Davidson,,,RFA,25,D,,51,4,7,11,7,19:11,-,-,-,-,-,,"$585,000","$585,000"
1141. Alexandre Grenier,,,RFA,25,RW,,6,0,0,0,-4,11:28,-,-,-,-,-,,"$585,000","$585,000"
1142. Evan McEneny,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$585,000"
1143. Stefan Fournier,,,UFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$583,333"
1144. Maxime Lagace,,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$581,667"
1145. Kurtis MacDermid,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$578,333"
1146. Paul Carey,,,UFA,28,C,,4,1,0,1,0,09:58,-,-,-,-,-,,"$575,000","$575,000"
1147. Zach Sill,,,UFA,29,C,,10,1,0,1,0,09:56,-,-,-,-,-,,"$575,000","$575,000"
1148. Michael Hutchinson,,,UFA,27,G,,30,-,-,-,-,-,9,15,0,2.84,.907,,"$600,000","$575,000"
1149. Richard Bachman,,,UFA,30,G,,1,-,-,-,-,-,1,0,0,3.00,.903,,"$575,000","$575,000"
1150. Bobby Farnham,,,UFA,28,RW,,53,8,2,10,-2,09:28,-,-,-,-,-,,"$575,000","$575,000"
1151. Tom Kuhnhackl,,,RFA,25,RW,,42,5,10,15,3,12:12,-,-,-,-,-,,"$575,000","$575,000"
1152. Peter Budaj,,,UFA,34,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
1153. Will O'Neill,,,UFA,29,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1154. Cameron Gaunce,,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1155. Philippe Paradis,,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1156. Luke Witkowski,,,UFA,27,D,,4,0,0,0,0,07:07,-,-,-,-,-,,"$575,000","$575,000"
1157. Max Reinhart,,,RFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1158. Sena Acolatse,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1159. Vincent LoVerde,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1160. Steve Oleksy,,,UFA,31,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1161. Cameron Schilling,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1162. Mac Carruth,,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
1163. Viktor Svedberg,,,UFA,26,D,,27,2,2,4,-5,15:45,-,-,-,-,-,,"$575,000","$575,000"
1164. Michael Leighton,,,UFA,36,G,,1,-,-,-,-,-,0,0,0,1.54,.941,,"$575,000","$575,000"
1165. Cody Bass,,,UFA,30,C,,17,0,0,0,-1,07:39,-,-,-,-,-,,"$575,000","$575,000"
1166. Dennis Rasmussen,,,UFA,27,C,,44,4,5,9,9,09:09,-,-,-,-,-,,"$575,000","$575,000"
1167. Chris Porter,,,UFA,33,LW,,61,4,3,7,-6,09:38,-,-,-,-,-,,"$575,000","$575,000"
1168. Adam Cracknell,,,UFA,32,RW,,52,5,5,10,-1,11:18,-,-,-,-,-,,"$575,000","$575,000"
1169. Cody Beach,,,UFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1170. Patrick Cannone,,,UFA,30,C,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1171. Tom Sestito,,,UFA,29,LW,,4,0,1,1,1,05:47,-,-,-,-,-,,"$575,000","$575,000"
1172. Andrew Campbell,,,UFA,29,D,,6,0,1,1,0,11:35,-,-,-,-,-,,"$575,000","$575,000"
1173. Eric Boulton,,,UFA,40,LW,,6,0,0,0,-3,09:29,-,-,-,-,-,,"$575,000","$575,000"
1174. Aaron Dell,,,UFA,28,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
1175. Mike McKenna,,,UFA,34,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
1176. Gabriel Dumont,,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1177. Mike Condon,,,UFA,27,G,,55,-,-,-,-,-,21,25,1,2.71,.903,,"$575,000","$575,000"
1178. Eric Tangradi,,,UFA,28,LW,,1,0,0,0,0,06:55,-,-,-,-,-,,"$575,000","$575,000"
1179. Austin Watson,,,UFA,25,LW,,57,3,7,10,-4,10:00,-,-,-,-,-,,"$575,000","$575,000"
1180. Marek Mazanec,,,RFA,26,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
1181. Aaron Ness,,,UFA,27,D,,8,0,2,2,4,12:23,-,-,-,-,-,,"$575,000","$575,000"
1182. Mat Bodie,,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1183. Marek Hrivik,,,RFA,25,RW,,5,0,1,1,3,10:43,-,-,-,-,-,,"$575,000","$575,000"
1184. Kevin Porter,,,UFA,31,C,,41,0,3,3,-2,11:19,-,-,-,-,-,,"$575,000","$575,000"
1185. Ryan Stanton,,,UFA,28,D,,1,0,0,0,-1,08:41,-,-,-,-,-,,"$575,000","$575,000"
1186. Michael Latta,,,UFA,26,C,,43,3,4,7,0,08:05,-,-,-,-,-,,"$575,000","$575,000"
1187. Pierre-Luc Letourneau-Leblond,,,UFA,32,RW,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1188. Paul Thompson,,,UFA,28,RW,,3,0,0,0,0,12:31,-,-,-,-,-,,"$575,000","$575,000"
1189. Jim O'Brien,,,UFA,28,C,,4,0,0,0,-4,13:31,-,-,-,-,-,,"$575,000","$575,000"
1190. Shane Harper,,,UFA,28,RW,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1191. Michael Liambas,,,UFA,28,LW,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
1192. Byron Froese,,,UFA,26,C,,56,2,3,5,-11,12:37,-,-,-,-,-,,"$575,000","$575,000"
1193. Jean-Francois Berube,,,UFA,26,G,,7,-,-,-,-,-,3,2,0,2.71,.914,,"$575,000","$562,500"
1194. Brandon Mashinter,,,UFA,28,LW,,41,4,1,5,-7,07:29,-,-,-,-,-,,"$575,000","$562,500"
1195. Greg Pateryn,,,UFA,27,D,,38,1,6,7,-8,16:44,-,-,-,-,-,,"$575,000","$562,500"
1196. Dustin Tokarski,,,UFA,27,G,,6,-,-,-,-,-,1,3,0,3.19,.878,,"$575,000","$562,500"
1197. Dan Kelly,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$562,500"
1198. Mike Sislo,,,UFA,29,RW,,18,3,1,4,-2,12:25,-,-,-,-,-,,"$575,000","$562,500"
