PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
825. David Shields,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$600,000","$583,333"
826. Stefan Fournier,,,UFA,25,RW,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$583,333"
827. Maxime Lagace,,,RFA,24,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$585,000","$581,667"
828. Joshua McFadden,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$580,000","$580,000"
829. Kurtis MacDermid,,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$579,444"
830. Philipp Grubauer,,,RFA,25,G,,17,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$578,333"
831. Louis Domingue,,,RFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$605,000","$578,333"
832. Lance Bouma,,,UFA,27,"C, LW, RW",,78,5,10,15,0,,-,-,-,-,-,,"$577,500","$577,500"
833. Corey Tropp,,,UFA,28,"RW, LW",,53,2,9,11,0,,-,-,-,-,-,,"$577,500","$577,500"
834. Blake Parlett,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$577,500","$577,500"
835. Patrick Maroon,,,UFA,29,LW,,62,11,18,29,0,,-,-,-,-,-,,"$575,000","$575,000"
836. Mark Borowiecki,,,UFA,28,D,,13,1,0,1,0,,-,-,-,-,-,,"$550,000","$575,000"
837. Ondrej Palat,,,UFA,26,LW,,81,23,36,59,0,,-,-,-,-,-,,"$587,500","$575,000"
838. Brandon Bollig,,,UFA,30,LW,,82,7,7,14,0,,-,-,-,-,-,,"$575,000","$575,000"
839. Frédéric St-Denis,,,UFA,31,D,,0,0,0,0,0,,-,-,-,-,-,,"$575,000","$575,000"
840. Aaron Volpatti,,,UFA,32,LW,,41,2,0,2,0,,-,-,-,-,-,,"$550,000","$575,000"
841. Dustin Tokarski,,,UFA,27,G,,3,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
842. Riley Nash,,,UFA,28,"C, RW",,73,10,14,24,0,,-,-,-,-,-,,"$550,000","$575,000"
843. Luke Glendening,,,UFA,28,"C, RW, LW",,56,1,6,7,0,,-,-,-,-,-,,"$575,000","$575,000"
844. Edward Pasquale,,,UFA,26,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$575,000","$575,000"
845. Ben Street,,,UFA,30,C,,13,0,1,1,0,,-,-,-,-,-,,"$600,000","$575,000"
846. Andrew Shaw,,,UFA,26,"C, LW, RW",,80,20,19,39,0,,-,-,-,-,-,,"$580,000","$573,333"
847. Cody Eakin,,,UFA,26,C,,81,16,19,35,0,,-,-,-,-,-,,"$550,000","$571,667"
848. John Kurtz,,,UFA,28,LW,,0,0,0,0,0,,-,-,-,-,-,,"$570,000","$570,000"
849. Maxime Clermont,,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$585,000","$568,333"
850. Joe Whitney,,,UFA,29,LW,,1,0,0,0,0,,-,-,-,-,-,,"$585,000","$567,500"
851. Deryk Engelland,,,UFA,35,D,,56,6,6,12,0,,-,-,-,-,-,,"$575,000","$566,667"
852. Turner Elson,,,RFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$585,000","$565,000"
853. Eric Gryba,,,UFA,29,D,,57,2,9,11,0,,-,-,-,-,-,,"$600,000","$562,500"
854. Ben Smith,,,UFA,29,"RW, C",,75,14,12,26,0,,-,-,-,-,-,,"$575,000","$562,500"
855. Anthony Peluso,,,UFA,28,RW,,53,2,3,5,0,,-,-,-,-,-,,"$550,000","$562,500"
856. Cam Talbot,,,UFA,30,G,,21,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$562,500"
857. Kevin Marshall,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$562,500"
858. Stephen Gionta,,,UFA,33,"C, RW",,66,4,7,11,0,,-,-,-,-,-,,"$600,000","$562,500"
859. Gabriel Dumont,,,UFA,26,C,,2,0,0,0,0,,-,-,-,-,-,,"$550,000","$562,500"
860. Andrew Crescenzi,,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$561,111"
861. Mitch Callahan,,,UFA,25,RW,,1,0,0,0,0,,-,-,-,-,-,,"$550,000","$560,000"
862. Beau Schmitz,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$558,333"
863. Michael Sgarbossa,,,RFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$556,667"
864. Dan Milan,,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$570,000","$556,667"
865. J.P. Anderson,,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$555,000"
866. Curt Gogol,,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$551,667"
867. Jason Clark,,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$560,000","$551,667"
868. Colton Jobke,,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$551,667"
869. Mat Clark,,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
870. Mark Louis,,,UFA,30,RW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
871. Zach Sill,,,UFA,29,C,,20,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
872. Trevor Smith,,,UFA,32,C,,28,4,5,9,0,,-,-,-,-,-,,"$550,000","$550,000"
873. Nick Drazenovic,,,UFA,30,C,,1,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
874. Bobby Farnham,,,UFA,28,RW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
875. Julien Brouillette,,,UFA,30,D,,10,1,1,2,0,,-,-,-,-,-,,"$550,000","$550,000"
876. Brad Hunt,,,UFA,28,D,,3,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
877. Alex Grant,,,UFA,28,D,,2,2,0,2,0,,-,-,-,-,-,,"$550,000","$550,000"
878. Mike Blunden,,,UFA,30,RW,,7,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
879. Chris Summers,,,UFA,29,D,,18,2,1,3,0,,-,-,-,-,-,,"$550,000","$550,000"
880. Martin Jones,,,UFA,27,G,,19,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$550,000"
881. Andrew Bodnarchuk,,,UFA,29,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
882. Brian Gibbons,,,UFA,29,C,,41,5,12,17,0,,-,-,-,-,-,,"$550,000","$550,000"
883. Tomas Kundratek,,,UFA,27,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
884. Steven Kampfer,,,UFA,28,D,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
885. Benn Ferriero,,,UFA,30,RW,,2,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
886. Joe Vitale,,,UFA,31,"C, RW",,53,1,13,14,0,,-,-,-,-,-,,"$575,000","$550,000"
887. Andrew MacDonald,,,UFA,30,D,,82,4,24,28,0,,-,-,-,-,-,,"$575,000","$550,000"
888. Carter Hutton,,,UFA,31,G,,40,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$550,000"
889. Kevan Miller,,,UFA,29,D,,47,1,5,6,0,,-,-,-,-,-,,"$550,000","$550,000"
890. Zac Dalpe,,,UFA,27,C,,55,4,3,7,0,,-,-,-,-,-,,"$550,000","$550,000"
891. Eric Boulton,,,UFA,40,LW,,23,2,2,4,0,,-,-,-,-,-,,"$550,000","$550,000"
892. Keith Kinkaid,,,UFA,28,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$550,000"
893. Alexandre Bolduc,,,UFA,32,C,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
894. Mike Sislo,,,UFA,29,RW,,14,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
895. Jared Staal,,,UFA,26,RW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
896. Mark Van Guilder,,,UFA,33,C,,1,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
897. Harry Zolnierczyk,,,UFA,29,LW,,13,2,0,2,0,,-,-,-,-,-,,"$550,000","$550,000"
898. Chris VandeVelde,,,UFA,30,"C, LW",,18,0,1,1,0,,-,-,-,-,-,,"$550,000","$550,000"
899. Brad Mills,,,UFA,34,C,,3,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
900. Jeremy Smith,,,UFA,28,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$550,000"
901. John Curry,,,UFA,33,G,,2,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$550,000"
902. Joel Rechlicz,,,UFA,30,RW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
903. Kevin Henderson,,,UFA,30,LW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
904. Ryan Stanton,,,UFA,28,D,,64,1,15,16,0,,-,-,-,-,-,,"$550,000","$550,000"
905. Brett Gallant,,,UFA,28,LW,,4,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
906. Pierre-Luc Letourneau-Leblond,,,UFA,32,RW,,1,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
907. Paul Thompson,,,UFA,28,RW,,0,0,0,0,0,,-,-,-,-,-,,"$550,000","$550,000"
908. Bracken Kearns,,,UFA,36,C,,25,3,2,5,0,,-,-,-,-,-,,"$550,000","$550,000"
909. Jean-Francois Berube,,,UFA,26,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$548,333"
910. Steve Oleksy,,,UFA,31,D,,33,2,8,10,0,,-,-,-,-,-,,"$550,000","$541,667"
911. Brandon Anderson,,,UFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$541,667"
912. Jeff Zatkoff,,,UFA,30,G,,20,-,-,-,-,-,0,0,0,0.00,.000,,"$550,000","$537,500"
913. Andrew Campbell,,,UFA,29,D,,3,0,0,0,0,,-,-,-,-,-,,"$550,000","$537,500"
914. Chris Terry,,,UFA,28,"LW, RW",,10,0,2,2,0,,-,-,-,-,-,,"$550,000","$537,500"
915. Kevin Porter,,,UFA,31,C,,12,0,1,1,0,,-,-,-,-,-,,"$550,000","$537,500"
