PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
388. Dougie Hamilton,Minnesota Wild,,UFA,24,D,,64,7,18,25,0,,-,-,-,-,-,,"$925,000","$925,000"
389. Rasmus Ristolainen,Vancouver Canucks,,UFA,22,D,,34,2,2,4,0,,-,-,-,-,-,,"$925,000","$925,000"
390. Nikita Zadorov,Vegas Golden Knights,,RFA,22,D,,7,1,0,1,0,,-,-,-,-,-,,$0,"$925,000"
391. Jonas Brodin,Boston Bruins,,UFA,24,D,,79,8,11,19,0,,-,-,-,-,-,,"$925,000","$925,000"
392. Adam Larsson,Dallas Stars,,UFA,24,D,,26,1,2,3,0,,-,-,-,-,-,,"$925,000","$925,000"
393. Danny DeKeyser,New York Islanders,,UFA,27,D,,65,4,19,23,0,,-,-,-,-,-,,"$925,000","$925,000"
394. Tyler Gaudet,Toronto Maple Leafs,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
395. Henrik Samuelsson,Tampa Bay Lightning,,UFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
396. Max Domi,Tampa Bay Lightning,,RFA,22,"LW, C",,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
397. Tim Schaller,Tampa Bay Lightning,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
398. Chad Ruhwedel,Arizona Coyotes,,UFA,27,D,,21,0,1,1,0,,-,-,-,-,-,,"$925,000","$925,000"
399. Jake McCabe,Buffalo Sabres,,RFA,23,D,,7,0,1,1,0,,-,-,-,-,-,,"$925,000","$925,000"
400. Joey MacDonald,Montreal Canadiens,,UFA,37,G,,11,-,-,-,-,-,0,0,0,0.00,.000,,"$925,000","$925,000"
401. Michael McCarron,Nashville Predators,,RFA,22,"RW, C",,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
402. Hunter Shinkaruk,Edmonton Oilers,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
403. Scott Mayfield,St. Louis Blues,,RFA,24,D,,5,0,0,0,0,,-,-,-,-,-,,"$925,000","$925,000"
404. Kevin Czuczman,Pittsburgh Penguins,,UFA,26,D,,13,0,2,2,0,,-,-,-,-,-,,"$925,000","$925,000"
405. Ryan Pulock,New York Islanders,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
406. Anthony Mantha,Minnesota Wild,,RFA,22,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
407. Christian Folin,St. Louis Blues,,UFA,26,D,,1,0,1,1,0,,-,-,-,-,-,,"$925,000","$925,000"
408. Shea Theodore,Anaheim Ducks,,RFA,21,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
409. Joshua Morrissey,New York Rangers,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
410. Samuel Morin,Winnipeg Jets,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
411. Mirco Mueller,New Jersey Devils,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
412. Morgan Klimchuk,Los Angeles Kings,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
413. Bo Horvat,Montreal Canadiens,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
414. Frederik Gauthier,Dallas Stars,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$925,000"
415. Torey Krug,Chicago Blackhawks,,UFA,26,D,,79,14,26,40,0,,-,-,-,-,-,,"$925,000","$916,667"
416. Mitchell Moroz,Minnesota Wild,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$905,833"
417. Jujhar Khaira,Edmonton Oilers,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$905,833"
418. Chris Bigras,Montreal Canadiens,,RFA,22,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$905,000"
419. Chris Wagner,Colorado Avalanche,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$900,000","$900,000"
420. Tim Erixon,Minnesota Wild,,UFA,26,D,,2,0,0,0,0,,-,-,-,-,-,,"$900,000","$900,000"
421. Beau Bennett,Arizona Coyotes,,RFA,25,"RW, LW",,21,3,4,7,0,,-,-,-,-,-,,"$900,000","$900,000"
422. Evgeny Kuznetsov,Anaheim Ducks,,UFA,25,"C, LW",,17,3,6,9,0,,-,-,-,-,-,,"$900,000","$900,000"
423. Jay Beagle,Boston Bruins,,UFA,31,RW,,62,4,5,9,0,,-,-,-,-,-,,"$1,000,000","$900,000"
424. Erik Gudbranson,Carolina Hurricanes,,UFA,25,D,,65,3,6,9,0,,-,-,-,-,-,,"$900,000","$900,000"
425. Nick Bjugstad,Vegas Golden Knights,,UFA,25,C,,76,16,22,38,0,,-,-,-,-,-,,"$900,000","$900,000"
426. Corban Knight,Carolina Hurricanes,,UFA,26,C,,7,1,0,1,0,,-,-,-,-,-,,"$900,000","$900,000"
427. Vladimir Tarasenko,Arizona Coyotes,,UFA,25,RW,,64,21,22,43,0,,-,-,-,-,-,,"$900,000","$900,000"
428. Matt Read,Nashville Predators,,UFA,31,"RW, LW",,75,22,18,40,0,,-,-,-,-,-,,"$1,000,000","$900,000"
429. Mattias Ekholm,Carolina Hurricanes,,UFA,27,D,,62,1,8,9,0,,-,-,-,-,-,,"$900,000","$900,000"
430. Reilly Smith,Vegas Golden Knights,,UFA,26,"RW, LW",,82,20,31,51,0,,-,-,-,-,-,,"$900,000","$900,000"
431. Brett Connolly,New Jersey Devils,,UFA,25,"RW, LW",,11,1,0,1,0,,-,-,-,-,-,,"$900,000","$900,000"
432. Andre Benoit,Pittsburgh Penguins,,UFA,33,D,,79,7,21,28,0,,-,-,-,-,-,,"$900,000","$900,000"
433. Anders Lee,Vegas Golden Knights,,UFA,27,"C, LW",,22,9,5,14,0,,-,-,-,-,-,,"$900,000","$900,000"
434. Brock Nelson,St. Louis Blues,,RFA,25,"C, LW",,72,14,12,26,0,,-,-,-,-,-,,"$900,000","$900,000"
435. Erik Haula,Winnipeg Jets,,UFA,26,"C, LW",,46,6,9,15,0,,-,-,-,-,-,,"$900,000","$900,000"
436. Mikael Granlund,Minnesota Wild,,RFA,25,C,,63,8,33,41,0,,-,-,-,-,-,,"$900,000","$900,000"
437. Charlie Coyle,Pittsburgh Penguins,,UFA,25,"C, RW",,70,12,18,30,0,,-,-,-,-,-,,"$900,000","$900,000"
438. Mark Pysyk,Winnipeg Jets,,UFA,25,D,,44,1,6,7,0,,-,-,-,-,-,,"$900,000","$900,000"
439. Austin Watson,Toronto Maple Leafs,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$900,000","$900,000"
440. Joe Cannata,Dallas Stars,,UFA,27,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$900,000","$900,000"
441. Anders Nilsson,Vegas Golden Knights,,UFA,27,G,,19,-,-,-,-,-,0,0,0,0.00,.000,,"$900,000","$900,000"
442. Rickard Rakell,Philadelphia Flyers,,UFA,24,C,,18,0,4,4,0,,-,-,-,-,-,,"$925,000","$894,167"
443. Hampus Lindholm,Dallas Stars,,UFA,23,D,,78,6,24,30,0,,-,-,-,-,-,,"$925,000","$894,167"
444. Mika Zibanejad,New York Rangers,,UFA,24,"C, RW",,69,16,17,33,0,,-,-,-,-,-,,"$925,000","$894,167"
445. Cody Ceci,Arizona Coyotes,,RFA,23,D,,49,3,6,9,0,,-,-,-,-,-,,"$925,000","$894,167"
446. Sven Baertschi,New York Rangers,,RFA,24,LW,,26,2,9,11,0,,-,-,-,-,-,,"$925,000","$894,167"
447. Morgan Rielly,Nashville Predators,,UFA,23,D,,73,2,25,27,0,,-,-,-,-,-,,"$925,000","$894,167"
448. Jacob Trouba,St. Louis Blues,,RFA,23,D,,65,10,19,29,0,,-,-,-,-,-,,"$925,000","$894,167"
449. Olli Määttä,Boston Bruins,,UFA,22,D,,78,9,20,29,0,,-,-,-,-,-,,"$925,000","$894,167"
450. Derrick Pouliot,Florida Panthers,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
451. Joel Armia,New York Islanders,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$894,167"
452. Oscar Klefbom,Toronto Maple Leafs,,UFA,24,D,,17,1,2,3,0,,-,-,-,-,-,,"$925,000","$894,167"
453. David Musil,Philadelphia Flyers,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$894,167"
454. Radek Faksa,Vegas Golden Knights,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
455. Jamie Oleksiak,Detroit Red Wings,,RFA,24,D,,7,0,0,0,0,,-,-,-,-,-,,"$925,000","$894,167"
456. J.T. Miller,Vancouver Canucks,,RFA,24,"C, RW",,30,3,3,6,0,,-,-,-,-,-,,"$925,000","$894,167"
457. Tyler Biggs,Washington Capitals,,UFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$894,167"
458. Ryan Murray,Anaheim Ducks,,RFA,23,D,,66,4,17,21,0,,-,-,-,-,-,,"$925,000","$894,167"
459. Tom Wilson,Boston Bruins,,RFA,23,RW,,82,3,7,10,0,,-,-,-,-,-,,"$925,000","$894,167"
460. Jonathan Huberdeau,Anaheim Ducks,,UFA,24,"LW, C",,69,9,19,28,0,,-,-,-,-,-,,"$925,000","$894,167"
461. Scott Laughton,Detroit Red Wings,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
462. Filip Forsberg,Philadelphia Flyers,,UFA,22,"C, RW",,13,1,4,5,0,,-,-,-,-,-,,"$925,000","$894,167"
463. Zemgus Girgensons,Philadelphia Flyers,,RFA,23,"C, LW",,70,8,14,22,0,,-,-,-,-,-,,"$925,000","$894,167"
464. Matt Dumba,Nashville Predators,,RFA,23,D,,13,1,1,2,0,,-,-,-,-,-,,"$925,000","$894,167"
465. Brendan Gaunce,Columbus Blue Jackets,,RFA,23,"C, LW",,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
466. Griffin Reinhart,Los Angeles Kings,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$894,167"
467. Malcolm Subban,Montreal Canadiens,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$894,167"
468. Tyler Pitlick,Chicago Blackhawks,,UFA,25,RW,,10,1,0,1,0,,-,-,-,-,-,,"$900,000","$888,333"
469. Bill Arnold,Colorado Avalanche,,UFA,25,C,,1,0,0,0,0,,-,-,-,-,-,,"$900,000","$887,500"
470. Shane Prince,New Jersey Devils,,RFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$900,000","$876,667"
471. Jake Gardiner,New York Islanders,,UFA,27,D,,80,10,21,31,0,,-,-,-,-,-,,"$875,000","$875,000"
472. Alex Killorn,Tampa Bay Lightning,,UFA,27,"C, LW",,82,17,24,41,0,,-,-,-,-,-,,"$875,000","$875,000"
473. J.T. Brown,St. Louis Blues,,UFA,27,RW,,63,4,15,19,0,,-,-,-,-,-,,"$874,125","$874,125"
474. Cory Conacher,Edmonton Oilers,,UFA,27,LW,,79,7,19,26,0,,-,-,-,-,-,,"$925,000","$871,250"
475. Emerson Etem,Minnesota Wild,,RFA,25,"LW, RW",,29,7,4,11,0,,-,-,-,-,-,,"$900,000","$870,000"
476. Robin Lehner,Vancouver Canucks,,RFA,26,G,,36,-,-,-,-,-,0,0,0,0.00,.000,,"$810,000","$870,000"
477. Peter Holland,Detroit Red Wings,,UFA,26,C,,43,6,5,11,0,,-,-,-,-,-,,"$810,000","$870,000"
478. Scott Glennie,Chicago Blackhawks,,UFA,26,RW,,0,0,0,0,0,,-,-,-,-,-,,"$810,000","$870,000"
479. Philippe Paradis,Dallas Stars,,UFA,26,C,,0,0,0,0,0,,-,-,-,-,-,,"$810,000","$870,000"
480. Ryan Johansen,Buffalo Sabres,,RFA,24,"C, RW",,82,33,30,63,0,,-,-,-,-,-,,"$810,000","$870,000"
481. Quinton Howden,Boston Bruins,,UFA,25,"C, LW",,16,4,2,6,0,,-,-,-,-,-,,"$900,000","$870,000"
482. Zack Kassian,Colorado Avalanche,,UFA,26,RW,,73,14,15,29,0,,-,-,-,-,-,,"$810,000","$870,000"
483. Brayden Schenn,Buffalo Sabres,,UFA,25,"C, LW",,82,20,21,41,0,,-,-,-,-,-,,"$810,000","$870,000"
484. Jarred Tinordi,Tampa Bay Lightning,,RFA,25,D,,22,0,2,2,0,,-,-,-,-,-,,"$900,000","$870,000"
485. Calvin De Haan,Anaheim Ducks,,RFA,26,D,,51,3,13,16,0,,-,-,-,-,-,,"$810,000","$870,000"
486. Nino Niederreiter,Anaheim Ducks,,RFA,24,RW,,81,14,22,36,0,,-,-,-,-,-,,"$810,000","$870,000"
487. Alex Chiasson,New York Islanders,,UFA,26,RW,,79,13,22,35,0,,-,-,-,-,-,,"$900,000","$866,667"
488. Chris Thorburn,Pittsburgh Penguins,,UFA,34,"RW, LW",,55,2,9,11,0,,-,-,-,-,-,,"$900,000","$866,667"
489. Mike Halmo,Calgary Flames,,UFA,26,LW,,20,1,0,1,0,,-,-,-,-,-,,"$925,000","$864,167"
490. Jakob Silfverberg,Arizona Coyotes,,UFA,26,"RW, LW",,52,10,13,23,0,,-,-,-,-,-,,"$900,000","$863,333"
491. Matt Puempel,Philadelphia Flyers,,RFA,24,LW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
492. Mark Scheifele,Washington Capitals,,UFA,24,C,,63,13,21,34,0,,-,-,-,-,-,,"$925,000","$863,333"
493. Stuart Percy,San Jose Sharks,,UFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
494. Stefan Noesen,St. Louis Blues,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
495. Derek Forbort,San Jose Sharks,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$790,000","$863,333"
496. Phillip Danault,Arizona Coyotes,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
497. Mark McNeill,Vegas Golden Knights,,RFA,24,"RW, C",,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
498. Connor Murphy,Chicago Blackhawks,,UFA,24,D,,30,1,7,8,0,,-,-,-,-,-,,"$925,000","$863,333"
499. Ryan Murphy,Los Angeles Kings,,RFA,24,D,,48,2,10,12,0,,-,-,-,-,-,,"$925,000","$863,333"
500. Ryan Strome,Edmonton Oilers,,RFA,24,"C, RW",,37,7,11,18,0,,-,-,-,-,-,,"$925,000","$863,333"
501. Joe Morrow,Los Angeles Kings,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
502. Duncan Siemens,Edmonton Oilers,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,"$925,000","$863,333"
503. Niklas Svedberg,Toronto Maple Leafs,,UFA,27,G,,1,-,-,-,-,-,0,0,0,0.00,.000,,"$925,000","$858,750"
504. Taylor Peters,Buffalo Sabres,,UFA,25,C,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$853,333"
505. Tobias Rieder,Detroit Red Wings,,RFA,24,"RW, LW",,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$853,333"
506. Reto Berra,Los Angeles Kings,,UFA,30,G,,31,-,-,-,-,-,0,0,0,0.00,.000,,"$850,000","$850,000"
507. Kenny Agostino,Washington Capitals,,RFA,25,LW,,8,1,1,2,0,,-,-,-,-,-,,"$900,000","$845,000"
508. Andrew Miller,Ottawa Senators,,UFA,28,C,,0,0,0,0,0,,-,-,-,-,-,,"$842,500","$842,500"
509. Stefan Matteau,Toronto Maple Leafs,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$842,500","$842,500"
510. Brock McGinn,Los Angeles Kings,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$842,500"
511. Nick Cousins,Vegas Golden Knights,,RFA,24,"C, LW",,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$842,500"
512. Simon Despres,Colorado Avalanche,,UFA,26,D,,34,0,5,5,0,,-,-,-,-,-,,"$810,000","$840,000"
513. Brandon Gormley,Montreal Canadiens,,UFA,25,D,,5,0,0,0,0,,-,-,-,-,-,,"$810,000","$840,000"
514. Ryan Ellis,Nashville Predators,,UFA,26,D,,80,6,21,27,0,,-,-,-,-,-,,"$810,000","$840,000"
515. Justin Faulk,Dallas Stars,,UFA,25,D,,76,5,27,32,0,,-,-,-,-,-,,"$890,000","$840,000"
516. Jon Merrill,Boston Bruins,,RFA,25,D,,52,2,9,11,0,,-,-,-,-,-,,"$840,000","$840,000"
517. John Moore,Tampa Bay Lightning,,UFA,26,D,,74,4,11,15,0,,-,-,-,-,-,,"$810,000","$840,000"
518. Brian Dumoulin,Columbus Blue Jackets,,UFA,25,D,,6,0,1,1,0,,-,-,-,-,-,,"$815,000","$831,667"
519. William Karlsson,Columbus Blue Jackets,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$830,833"
520. Jaden Schwartz,Chicago Blackhawks,,UFA,25,LW,,80,25,31,56,0,,-,-,-,-,-,,"$900,000","$830,000"
521. Adam Lowry,Columbus Blue Jackets,,RFA,24,"LW, C",,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$828,333"
522. Cody Goloubef,Vancouver Canucks,,UFA,27,D,,5,0,0,0,0,,-,-,-,-,-,,"$826,875","$826,875"
523. Marcus Foligno,Detroit Red Wings,,RFA,25,LW,,74,7,12,19,0,,-,-,-,-,-,,"$900,000","$826,667"
524. Ian Cole,Detroit Red Wings,,UFA,28,D,,46,3,8,11,0,,-,-,-,-,-,,"$750,000","$825,000"
525. Nate Prosser,Nashville Predators,,UFA,31,D,,53,2,6,8,0,,-,-,-,-,-,,"$850,000","$825,000"
526. Stephane Da Costa,Montreal Canadiens,,UFA,28,"C, RW",,0,0,0,0,0,,-,-,-,-,-,,"$825,000","$825,000"
527. Nicolas Petan,Los Angeles Kings,,RFA,22,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$820,000"
528. Colin Greening,Carolina Hurricanes,M-NTC,UFA,31,LW,,76,6,11,17,0,,-,-,-,-,-,,"$950,000","$816,667"
529. Brett Ritchie,Vegas Golden Knights,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$814,167"
530. Calvin Pickard,Winnipeg Jets,,RFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$840,000","$813,333"
531. Christian Thomas,Vancouver Canucks,,UFA,25,"LW, RW",,2,0,0,0,0,,-,-,-,-,-,,"$900,000","$808,333"
532. Taylor Leier,Carolina Hurricanes,,RFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$808,067"
533. Ludwig Bystrom,Columbus Blue Jackets,,RFA,23,D,,0,0,0,0,0,,-,-,-,-,-,,$0,"$805,833"
534. Jesper Fast,Washington Capitals,,UFA,25,"RW, LW",,11,0,0,0,0,,-,-,-,-,-,,"$900,000","$805,000"
535. Anthony Duclair,Montreal Canadiens,,RFA,21,"LW, RW",,0,0,0,0,0,,-,-,-,-,-,,$0,"$803,333"
536. Chris Kreider,Minnesota Wild,,UFA,26,LW,,66,17,20,37,0,,-,-,-,-,-,,"$900,000","$800,000"
537. Petter Granberg,Vegas Golden Knights,,RFA,24,D,,1,0,0,0,0,,-,-,-,-,-,,"$800,000","$800,000"
538. Jake Allen,Arizona Coyotes,,UFA,26,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$750,000","$800,000"
539. Anton Khudobin,Pittsburgh Penguins,,UFA,31,G,,36,-,-,-,-,-,0,0,0,0.00,.000,,"$800,000","$800,000"
540. Peter Harrold,Carolina Hurricanes,,UFA,34,"D, RW",,33,0,4,4,0,,-,-,-,-,-,,"$800,000","$800,000"
541. Alex Petrovic,Ottawa Senators,,RFA,25,D,,7,0,1,1,0,,-,-,-,-,-,,"$815,000","$795,000"
542. Casey Cizikas,New York Rangers,,UFA,26,C,,80,6,10,16,0,,-,-,-,-,-,,"$900,000","$793,333"
543. Josh Leivo,Vegas Golden Knights,,RFA,24,LW,,7,1,1,2,0,,-,-,-,-,-,,"$692,500","$792,500"
544. Michael Raffl,Buffalo Sabres,,UFA,28,"LW, C",,68,9,13,22,0,,-,-,-,-,-,,"$792,500","$792,500"
545. Chris Casto,New York Islanders,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$792,500"
546. Jared Coreau,Detroit Red Wings,,RFA,25,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$742,500","$792,500"
547. Andrey Pedan,Philadelphia Flyers,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$792,500"
548. Aaron Ness,Anaheim Ducks,,UFA,27,D,,20,1,2,3,0,,-,-,-,-,-,,"$875,000","$791,667"
549. Korbinian Holzer,Detroit Red Wings,,UFA,29,D,,0,0,0,0,0,,-,-,-,-,-,,"$725,000","$787,500"
550. Tommy Cross,Toronto Maple Leafs,,UFA,27,D,,0,0,0,0,0,,-,-,-,-,-,,"$837,500","$787,500"
551. Anthony Camara,Detroit Red Wings,,UFA,23,LW,,0,0,0,0,0,,-,-,-,-,-,,"$767,500","$786,667"
552. Sami Vatanen,New Jersey Devils,,UFA,26,D,,48,6,15,21,0,,-,-,-,-,-,,"$900,000","$785,000"
553. Riley Sheahan,Toronto Maple Leafs,,RFA,25,C,,42,9,15,24,0,,-,-,-,-,-,,"$740,000","$785,000"
554. Anthony Stolarz,Pittsburgh Penguins,,RFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$784,167"
555. Mark Alt,Dallas Stars,,RFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$740,000","$781,667"
556. Miikka Salomaki,Florida Panthers,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$780,833"
557. Boone Jenner,Ottawa Senators,,RFA,24,"C, LW",,72,16,13,29,0,,-,-,-,-,-,,"$767,500","$778,333"
558. Darcy Kuemper,Pittsburgh Penguins,,UFA,27,G,,26,-,-,-,-,-,0,0,0,0.00,.000,,"$900,000","$776,667"
559. Zachary Fucale,Tampa Bay Lightning,,RFA,22,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$775,833"
560. Tommy Wingels,Edmonton Oilers,,UFA,29,"RW, LW",,77,16,22,38,0,,-,-,-,-,-,,"$850,000","$775,000"
561. Gabriel Bourque,Arizona Coyotes,,UFA,26,"LW, RW",,74,9,17,26,0,,-,-,-,-,-,,"$725,000","$775,000"
562. Brian Strait,Chicago Blackhawks,,UFA,29,D,,47,3,6,9,0,,-,-,-,-,-,,"$625,000","$775,000"
563. Ryan Carter,Pittsburgh Penguins,,UFA,33,"C, LW",,62,7,3,10,0,,-,-,-,-,-,,"$800,000","$775,000"
564. Steve Bernier,Pittsburgh Penguins,,UFA,32,RW,,78,3,9,12,0,,-,-,-,-,-,,"$775,000","$775,000"
565. Tye McGinn,Detroit Red Wings,,RFA,26,LW,,18,4,1,5,0,,-,-,-,-,-,,"$775,000","$775,000"
566. Dmitrij Jaskin,Vancouver Canucks,,RFA,24,"RW, LW",,18,1,1,2,0,,-,-,-,-,-,,"$742,500","$772,500"
567. Ty Rattie,Columbus Blue Jackets,,RFA,24,RW,,2,0,0,0,0,,-,-,-,-,-,,"$742,500","$772,500"
568. Jason Zucker,New York Islanders,,RFA,25,"LW, RW",,21,4,1,5,0,,-,-,-,-,-,,"$900,000","$771,667"
569. Markus Granlund,Nashville Predators,,RFA,24,C,,7,2,1,3,0,,-,-,-,-,-,,"$742,500","$767,500"
570. Nick Jensen,Calgary Flames,,UFA,26,D,,0,0,0,0,0,,-,-,-,-,-,,"$690,000","$765,000"
571. Brandon Saad,Montreal Canadiens,,UFA,24,"LW, RW",,78,19,28,47,0,,-,-,-,-,-,,"$842,500","$764,167"
572. Patrik Nemeth,Montreal Canadiens,,RFA,25,D,,8,0,0,0,0,,-,-,-,-,-,,"$790,000","$763,333"
573. Johan Larsson,New Jersey Devils,,RFA,25,LW,,28,0,4,4,0,,-,-,-,-,-,,"$790,000","$763,333"
574. Dalton Smith,Colorado Avalanche,,UFA,25,LW,,0,0,0,0,0,,-,-,-,-,-,,"$790,000","$762,500"
575. Ryan Spooner,Dallas Stars,,RFA,25,"C, LW",,23,0,11,11,0,,-,-,-,-,-,,"$815,000","$760,000"
576. Matt Nieto,Winnipeg Jets,,RFA,24,"LW, RW",,66,10,14,24,0,,-,-,-,-,-,,"$692,500","$759,167"
577. Seth Griffith,Montreal Canadiens,,RFA,24,"RW, C",,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$759,167"
578. Tyler Johnson,Columbus Blue Jackets,,UFA,26,C,,82,24,26,50,0,,-,-,-,-,-,,"$840,000","$756,667"
579. Danny Biega,Calgary Flames,,UFA,25,D,,0,0,0,0,0,,-,-,-,-,-,,"$705,000","$755,000"
580. Daniel Altshuller,Florida Panthers,,UFA,23,G,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$755,000"
581. Scott Sabourin,San Jose Sharks,,RFA,24,RW,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$753,333"
582. John Gibson,Dallas Stars,,RFA,24,G,,3,-,-,-,-,-,0,0,0,0.00,.000,,"$682,500","$752,500"
583. Joseph Cramarossa,Philadelphia Flyers,,UFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$712,500","$752,500"
584. Scott Kosmachuk,Toronto Maple Leafs,,UFA,23,RW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$750,833"
585. Andrew Desjardins,St. Louis Blues,,UFA,31,C,,81,3,14,17,0,,-,-,-,-,-,,"$750,000","$750,000"
586. Thomas Greiss,Calgary Flames,,UFA,31,G,,25,-,-,-,-,-,0,0,0,0.00,.000,,"$750,000","$750,000"
587. Tom Sestito,Nashville Predators,,UFA,29,LW,,77,5,4,9,0,,-,-,-,-,-,,"$650,000","$750,000"
588. Eddie Lack,Tampa Bay Lightning,,UFA,29,G,,41,-,-,-,-,-,0,0,0,0.00,.000,,"$850,000","$750,000"
589. Zac Rinaldo,San Jose Sharks,,UFA,27,"C, LW, RW",,67,2,2,4,0,,-,-,-,-,-,,"$750,000","$750,000"
590. Dale Weise,Colorado Avalanche,,UFA,28,RW,,61,6,10,16,0,,-,-,-,-,-,,"$750,000","$750,000"
591. Tyler Graovac,Anaheim Ducks,,RFA,24,C,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$747,500"
592. Brenden Dillon,Detroit Red Wings,,UFA,26,D,,80,6,11,17,0,,-,-,-,-,-,,"$900,000","$743,333"
593. Joel Edmundson,New Jersey Devils,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$742,500"
594. Chris Tierney,Detroit Red Wings,,RFA,23,C,,0,0,0,0,0,,-,-,-,-,-,,$0,"$742,500"
595. Adam Clendening,Nashville Predators,,RFA,24,D,,0,0,0,0,0,,-,-,-,-,-,,"$792,500","$742,500"
596. William Carrier,Calgary Flames,,RFA,22,LW,,0,0,0,0,0,,-,-,-,-,-,,$0,"$740,833"
597. Richard Panik,Vancouver Canucks,,UFA,26,RW,,50,3,10,13,0,,-,-,-,-,-,,"$790,000","$740,000"
598. Jack Campbell,Winnipeg Jets,,RFA,25,G,,1,-,-,-,-,-,0,0,0,0.00,.000,,"$710,000","$740,000"
