Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%
252,MACARTHUR, CLARKE,Ottawa,F(LW),192,2498.2,114,92,2.738,2.21,55.34,2.3586,2.4867,48.68,0.3793,-0.2771,6.66,0.3968,-0.5762,9.68,2.3141,2.2784,50.39,1276,1306,8.9342,92.9556,101.8898,8.1983,92.1633,0.7358,0.7923,0.8082,1.6722,7.9078,92.1634,2529,2336,60.74,56.104,51.98,5.3306,-3.1357,3.65,5.0143,-3.4413,3.64,54.8845,54.2054,50.31,4.5077,96.0616,100.5693,4.2567,95.8024,0.251,0.2593,0.3064,0.7401,4.2164,95.7968,27.4218,30.6452,23.0576,29.1696,26.2531,26.0787,25.6138,27.7845,36,45,28,81,64,291,525,12.37113402,6.857142857,0.8646,1.0808,0.6725,1.9454,1.5371,6.989,12.6091,31.58,39.47,71.05,56.14,2300,918,699,683,39.913,30.3913,29.6957
253,CORMIER, PATRICE,Winnipeg,F(C),28,156.85,4,4,1.53,1.53,50,2.1936,2.3201,48.6,-0.6635,-0.79,1.4,-0.74,-1.1842,4.46,1.9788,2.2617,46.66,64,64,6.25,93.75,100,7.8727,91.8552,-1.6227,1.8948,-1.1218,2.8409,7.2622,92.2689,131,121,50.112,46.286,51.98,-2.8365,-8.2658,2.73,-10.048,-10.9122,0.72,51.4516,55.1087,48.28,3.0534,96.6942,99.7476,4.143,95.7469,-1.0895,0.9473,-0.7201,1.4397,3.8459,95.8959,11.4271,8,6.7797,9.7037,9.4531,10.1523,10.1562,9.5949,0,3,1,3,1,16,31,0,0,0,1.1476,0.3825,1.1476,0.3825,6.1205,11.8585,0,75,75,25,124,45,39,40,36.2903,31.4516,32.2581
254,IRWIN, MATT,San Jose,D,100,1589.07,59,51,2.228,1.926,53.64,2.2422,2.0214,52.59,-0.0145,-0.0958,1.05,-0.2693,-0.1645,-0.8,2.2415,2.233,50.1,873,737,6.7583,93.0801,99.8384,7.0536,92.6448,-0.2953,0.4353,-1.3547,0.8092,7.7952,92.2055,1625,1501,61.357,56.675,51.98,0.9458,2.9883,-0.96,1.1496,2.886,-0.83,53.9457,53.7069,50.11,3.6308,96.6023,100.2331,3.7116,96.2348,-0.0808,0.3675,-0.5167,0.4881,4.1551,95.8423,32.8804,30.4124,31.0976,33.2992,34.044,34.7086,31.25,31.6638,3,16,7,19,10,148,327,2.027027027,0.917431193,0.1133,0.6041,0.2643,0.7174,0.3776,5.5882,12.3469,5.08,27.12,32.2,16.95,1575,550,495,530,34.9206,31.4286,33.6508
255,BENNETT, BEAU,Pittsburgh,F(RW),47,528.683,22,18,2.497,2.043,55,2.6475,2.241,54.16,-0.1508,-0.1982,0.84,-0.1196,-0.0572,-0.47,2.1997,2.2996,48.89,242,241,9.0909,92.5311,101.622,8.6959,92.0019,0.3951,0.5293,0.1602,0.0066,7.6253,92.1287,473,437,53.681,49.595,51.98,-2.2401,-4.1838,1,0.4584,-3.9715,2.14,54.0571,54.4221,49.83,4.6512,95.881,100.5322,4.7344,95.8329,-0.0833,0.0481,-0.2647,-0.1987,4.0691,95.7745,23.274,22.449,22.7848,23.4274,21.9267,26.1076,17.4727,21.5896,4,10,6,14,10,48,87,8.333333333,4.597701149,0.454,1.1349,0.6809,1.5889,1.1349,5.4475,9.8736,18.18,45.45,63.64,45.45,459,182,112,165,39.6514,24.4009,35.9477
256,GOLIGOSKI, ALEX,Dallas,D,199,3407.28,150,130,2.641,2.289,53.57,2.299,2.3242,49.73,0.3424,-0.035,3.84,0.4233,-0.0301,4.69,2.2733,2.2036,50.78,1671,1557,8.9767,91.6506,100.6273,8.0029,92.1905,0.9737,-0.5399,1.0275,-0.6777,7.8096,92.2757,3291,3041,57.952,53.55,51.97,2.9287,-2.5025,2.44,3.8177,-3.8155,3.42,54.3021,53.4743,50.38,4.5579,95.7251,100.283,4.1782,95.8535,0.3797,-0.1284,0.4606,-0.2318,4.1864,95.8791,36.5142,40.6504,36.2117,38.1079,34.9339,35.0493,34.6302,35.1739,13,42,22,55,35,242,568,5.371900826,2.288732394,0.2289,0.7396,0.3874,0.9685,0.6163,4.2615,10.0021,8.67,28,36.67,23.33,3101,1153,988,960,37.1816,31.8607,30.9578
257,WHITNEY, RAY,Dallas,F(LW),183,2349.98,106,76,2.706,1.94,58.24,2.2921,2.3403,49.48,0.4143,-0.3998,8.76,0.3893,-0.405,8.54,2.2828,2.2021,50.9,1192,1098,8.8926,93.0783,101.9709,7.808,92.2261,1.0847,0.8523,0.835,0.5806,7.8283,92.2746,2277,2108,58.137,53.822,51.93,2.1858,-1.866,1.81,3.1844,-4.3708,3.36,54.5037,53.5624,50.44,4.6552,96.3947,101.0499,4.0967,95.7975,0.5586,0.5972,0.4386,0.4251,4.1883,95.8888,26.9497,30.1136,23.3846,28.073,25.4405,31.0442,23.9097,26.2037,27,57,41,84,68,251,435,10.75697211,6.206896552,0.6894,1.4553,1.0468,2.1447,1.7362,6.4086,11.1065,25.47,53.77,79.25,64.15,2187,800,614,773,36.5798,28.075,35.3452
258,ODUYA, JOHNNY,Chicago,D,206,3436.63,125,112,2.182,1.955,52.74,2.5747,2.3341,52.45,-0.3924,-0.3787,0.29,-0.5268,-0.279,-2.06,2.3206,2.2381,50.9,1646,1419,7.5942,92.1071,99.7013,8.2985,91.6066,-0.7043,0.5005,-0.7631,0.1798,7.9434,92.1969,3013,2789,52.604,48.693,51.93,-3.896,-2.3193,-0.62,-6.0387,-1.3286,-2.04,54.6861,53.6481,50.48,4.1487,95.9842,100.1329,4.557,95.4245,-0.4084,0.5597,-0.4711,0.451,4.2434,95.8282,34.7786,30.0481,31.8182,32.3561,34.1705,32.9833,37.1257,35.8629,9,32,11,41,20,191,438,4.712041885,2.054794521,0.1571,0.5587,0.192,0.7158,0.3492,3.3347,7.647,7.2,25.6,32.8,16,3221,1224,992,1005,38.0006,30.7979,31.2015
259,STROME, RYAN,NY Islanders,F(C),37,448.883,17,16,2.272,2.139,51.52,1.9752,2.6158,43.02,0.2971,-0.4771,8.49,0.1393,-0.312,4.98,2.1885,2.2638,49.15,241,220,7.0539,92.7273,99.7812,6.7962,90.7227,0.2578,2.0046,-0.4064,1.3123,7.6399,92.1748,445,412,59.481,55.07,51.93,5.7661,-0.2364,2.66,7.5629,-0.2518,3.51,53.6766,53.6385,50.02,3.8202,96.1165,99.9367,3.6772,95.2704,0.143,0.8461,-0.2882,0.5464,4.0772,95.7795,25.3468,26.5625,22.8571,28.005,25.2606,21.519,24.6602,20.2658,3,8,4,11,7,70,110,4.285714286,2.727272727,0.401,1.0693,0.5347,1.4703,0.9357,9.3566,14.7032,17.65,47.06,64.71,41.18,368,122,127,119,33.1522,34.5109,32.337
260,NEIL, CHRIS,Ottawa,F(RW),196,2199.1,67,80,1.828,2.183,45.58,2.278,2.4061,48.63,-0.45,-0.2234,-3.05,-0.6176,-0.237,-4.69,2.2426,2.2599,49.81,1129,1104,5.9345,92.7536,98.6881,7.2346,92.3467,-1.3002,0.407,-1.5208,0.3561,7.8228,92.2274,2093,1939,57.105,52.903,51.91,-2.4615,-3.2247,0.42,-5.7634,-2.5678,-1.22,53.783,54.5216,49.66,3.2011,95.8742,99.0753,3.8243,95.7132,-0.6232,0.161,-0.6889,0.2362,4.1697,95.855,24.0545,19.1429,22.2222,22.342,23.1993,22.5507,26.5435,26.184,23,16,10,39,33,278,447,8.273381295,5.14541387,0.6275,0.4365,0.2728,1.0641,0.9004,7.5849,12.1959,34.33,23.88,58.21,49.25,2199,868,675,656,39.4725,30.6958,29.8317
261,GARBUTT, RYAN,Dallas,F(C),131,1335.8,56,47,2.515,2.111,54.37,2.18,2.383,47.78,0.3354,-0.2719,6.59,0.1476,-0.294,4.76,2.2511,2.2055,50.51,680,618,8.2353,92.3948,100.6301,7.6721,91.9114,0.5632,0.4834,-0.1384,0.4803,7.7858,92.2629,1331,1234,59.784,55.427,51.89,4.8406,-0.801,2.47,4.8532,-0.6378,2.4,54.0772,53.3938,50.32,4.2074,96.1912,100.3986,3.9677,95.7619,0.2397,0.4293,-0.103,0.4811,4.1628,95.8694,21.7184,22.7642,19.5833,23.1922,21.5245,19.0705,24.0188,21.9635,18,21,12,39,30,227,408,7.929515419,4.411764706,0.8085,0.9433,0.539,1.7518,1.3475,10.1961,18.3261,32.14,37.5,69.64,53.57,1297,481,459,357,37.0856,35.3894,27.5251
262,SILFVERBERG, JAKOB,Anaheim,F(RW),100,1187.73,47,39,2.374,1.97,54.65,2.4245,2.2343,52.04,-0.0502,-0.2641,2.61,-0.2357,-0.083,-1.32,2.286,2.2785,50.08,643,594,7.3095,93.4343,100.7438,8.0839,92.4969,-0.7744,0.9374,-1.0939,0.4707,7.8576,92.1719,1222,1134,61.731,57.286,51.87,5.1817,2.3973,1.12,3.2326,3.433,-0.2,54.7931,54.5878,50.09,3.8462,96.5608,100.407,4.2874,95.9294,-0.4413,0.6314,-0.6155,0.3734,4.1721,95.8259,25.6196,23.8579,24.8408,26.6579,26.8149,25.547,23.3906,25.2263,13,20,16,33,29,199,330,6.532663317,3.939393939,0.6567,1.0103,0.8083,1.667,1.465,10.0528,16.6704,27.66,42.55,70.21,61.7,1142,418,327,397,36.6025,28.634,34.7636
263,GREEN, JOSH,Edmonton,F(C),7,71.2833,1,7,0.842,5.892,12.5,1.8584,2.2456,45.28,-1.0167,3.6464,-32.78,-0.2975,3.8413,-23.21,2.0007,2.0989,48.8,33,45,3.0303,84.4444,87.4747,7.1239,92.5968,-4.0936,-8.1523,-1.3557,-8.6325,7.2302,92.563,70,65,58.92,54.711,51.85,10.7401,-3.0434,6.37,6.9704,-0.8837,3.55,52.1457,52.9998,49.59,1.4286,89.2308,90.6594,3.8572,96.1118,-2.4286,-6.8811,-0.7644,-7.0807,3.8368,96.0398,21.303,16.6667,43.75,23.4899,21.0356,24.7191,23.4568,22.7723,0,1,1,1,1,11,18,0,0,0,0.8417,0.8417,0.8417,0.8417,9.2588,15.1508,0,100,100,100,64,23,19,22,35.9375,29.6875,34.375
264,VRBATA, RADIM,Arizona,F(RW),191,2588.12,111,82,2.573,1.901,57.51,2.0023,2.2166,47.46,0.571,-0.3156,10.05,0.4305,-0.2233,7.3,2.3079,2.2218,50.95,1394,1339,7.9627,93.876,101.8387,6.8699,92.7671,1.0928,1.109,0.5387,0.9617,7.886,92.201,2579,2397,59.789,55.569,51.83,4.9008,-0.9969,2.58,5.0274,-0.1155,2.25,54.8502,53.5728,50.59,4.304,96.5791,100.8831,3.648,96.0813,0.656,0.4977,0.391,0.394,4.2077,95.8527,28.4899,32.3615,26.2821,30.3126,28.4477,31.0632,27.6069,30.2883,39,41,23,80,62,417,745,9.352517986,5.234899329,0.9041,0.9505,0.5332,1.8546,1.4373,9.6673,17.2712,35.14,36.94,72.07,55.86,2447,935,691,821,38.2101,28.2387,33.5513
265,BOYCHUK, ZACH,Carolina,F(LW),40,386.983,12,14,1.861,2.171,46.15,2.3333,2.4175,49.11,-0.4728,-0.2469,-2.96,-0.6426,-0.4498,-2.7,2.113,2.2904,47.99,164,162,7.3171,91.358,98.6751,8.0291,92.002,-0.712,-0.644,-0.9517,0.5994,7.6152,92.0338,325,302,50.39,46.824,51.83,-4.1559,-10.0186,2.87,-6.4005,-8.8714,1.35,51.7586,53.8523,49.01,3.6923,95.3642,99.0565,4.2777,95.747,-0.5854,-0.3828,-0.7154,0.0693,4.0825,95.7469,20.1444,15.7895,17.284,18.2893,17.4971,20.5042,15.4362,19.5815,2,6,5,8,7,36,67,5.555555556,2.985074627,0.3101,0.9303,0.7752,1.2404,1.0853,5.5816,10.388,16.67,50,66.67,58.33,345,131,92,122,37.971,26.6667,35.3623
266,CALVERT, MATT,Columbus,F(LW),111,1310.17,52,64,2.381,2.931,44.83,2.189,2.0385,51.78,0.1924,0.8924,-6.95,0.0579,0.9922,-9.69,2.2765,2.2509,50.28,608,600,8.5526,89.3333,97.8859,7.7253,93.0862,0.8273,-3.7529,-0.0318,-4.2216,7.8221,92.149,1159,1077,53.077,49.322,51.83,1.5482,-4.1232,2.75,3.454,-4.3481,3.79,54.3634,53.6847,50.31,4.4866,94.0576,98.5442,4.2481,96.1857,0.2385,-2.1282,-0.1955,-2.33,4.1875,95.8072,25.1493,25.6158,33.6842,26.437,23.5926,23.9892,25.8434,27.619,12,22,12,34,24,122,237,9.836065574,5.063291139,0.5495,1.0075,0.5495,1.5571,1.0991,5.5871,10.8536,23.08,42.31,65.38,46.15,1255,493,406,356,39.2829,32.3506,28.3665
267,YANDLE, KEITH,Arizona,D,212,3767.83,152,142,2.42,2.261,51.7,2.0908,2.155,49.24,0.3297,0.1063,2.46,0.2514,0.2532,-0.23,2.1827,2.201,49.79,1964,1970,7.7393,92.7919,100.5312,7.2836,92.8044,0.4557,-0.0125,0.2114,-0.4023,7.6457,92.2662,3743,3482,59.605,55.448,51.81,6.1253,-0.4402,2.91,5.6807,-0.0385,2.52,53.676,53.6416,50.02,4.0609,95.9219,99.9828,3.9095,96.1441,0.1514,-0.2223,0.0384,-0.4591,4.0665,95.8969,37.2967,39.895,40.113,39.6672,37.2805,42.2635,35.6277,34.3344,19,47,26,66,45,385,825,4.935064935,2.303030303,0.3026,0.7484,0.414,1.051,0.7166,6.1308,13.1375,12.5,30.92,43.42,29.61,3439,1189,999,1251,34.574,29.0491,36.3769
268,JOSEFSON, JACOB,New Jersey,F(C),90,888.433,24,26,1.621,1.756,48,1.8295,2.1489,45.99,-0.2086,-0.393,2.01,-0.5087,-0.3381,-2.42,2.225,2.2508,49.71,347,363,6.9164,92.8375,99.7539,6.9416,91.5091,-0.0252,1.3283,-1.5046,1.4569,7.6803,92.2185,659,613,44.505,41.399,51.81,-3.8301,-3.7271,0.09,-2.5752,-0.0385,-1.38,54.1712,54.907,49.66,3.6419,95.7586,99.4005,3.785,95.238,-0.1431,0.5206,-0.8813,0.8121,4.1073,95.9007,20.8091,16.6667,18.0556,19.8973,20.7938,21.5494,20.0382,19.0538,3,10,6,13,9,69,121,4.347826087,2.479338843,0.2026,0.6753,0.4052,0.8779,0.6078,4.6599,8.1717,12.5,41.67,54.17,37.5,746,294,210,242,39.4102,28.1501,32.4397
269,HOLMSTROM, TOMAS,Detroit,F(LW),74,637.3,13,15,1.224,1.412,46.43,2.4191,1.9498,55.37,-1.1952,-0.5376,-8.94,-1.8546,-0.5699,-14.4,1.964,2.1485,47.76,286,274,4.5455,94.5256,99.0711,8.0268,92.8214,-3.4813,1.7041,-4.9228,2.1001,7.158,92.5,535,498,50.369,46.885,51.79,-3.9423,-1.5008,-1.09,-7.154,0.7701,-3.71,51.3599,54.2164,48.65,2.4299,96.988,99.4179,4.4542,95.9704,-2.0243,1.0176,-2.922,1.2861,3.824,96.0373,18.2986,8.1761,13.7615,16.396,18.5475,21.4945,15.2228,15.5536,1,7,2,8,3,47,87,2.127659574,1.149425287,0.0941,0.659,0.1883,0.7532,0.2824,4.4249,8.1908,7.69,53.85,61.54,23.08,533,177,123,233,33.2083,23.0769,43.7148
270,VANDERMEER, JIM,San Jose,D,25,244.017,5,2,1.229,0.492,71.43,2.0853,2.1009,49.81,-0.8559,-1.6091,21.61,-0.7917,-1.5888,22.15,1.9681,2.1928,47.3,123,103,4.065,98.0583,102.1233,6.8063,92.3391,-2.7412,5.7192,-1.9527,5.5369,7.1949,92.3656,234,218,57.537,53.603,51.77,0.639,-0.6575,0.58,-6.4843,-0.7885,-2.3,51.4741,54.4358,48.6,2.1368,99.0826,101.2194,3.665,96.1282,-1.5282,2.9544,-1.0202,2.9077,3.8234,95.9718,19.4689,12.8205,5.4054,17.849,19.241,17.199,16.6205,19.403,1,3,0,4,1,19,40,5.263157895,2.5,0.2459,0.7377,0,0.9835,0.2459,4.6718,9.8354,20,60,80,20,208,78,60,70,37.5,28.8462,33.6538
271,RICHARDS, BRAD,NY Rangers,F(C),210,3039.73,121,116,2.388,2.29,51.05,2.3331,1.8553,55.7,0.0552,0.4344,-4.65,0.2117,0.5002,-3.83,2.3059,2.3106,49.95,1645,1445,7.3556,91.9723,99.3279,7.866,93.3079,-0.5104,-1.3355,-0.0724,-1.5012,7.9241,92.0466,3016,2812,59.532,55.505,51.75,5.406,2.2465,1.35,6.4401,2.3532,1.78,54.5874,54.2636,50.15,4.0119,95.8748,99.8867,4.3106,96.5165,-0.2987,-0.6417,-0.0879,-0.7584,4.2242,95.7418,30.3556,32.3529,35.8025,32.829,31.2792,37.7104,25.4136,29.5783,38,52,33,90,71,387,710,9.819121447,5.352112676,0.7501,1.0264,0.6514,1.7765,1.4014,7.6388,14.0144,31.4,42.98,74.38,58.68,2845,1003,722,1120,35.2548,25.3779,39.3673
272,GREENING, COLIN,Ottawa,F(C),205,2565.47,89,105,2.081,2.456,45.88,2.38,2.4038,49.75,-0.2985,0.0518,-3.87,-0.3538,0.149,-5.48,2.2811,2.2715,50.11,1351,1345,6.5877,92.1933,98.781,7.4587,92.3779,-0.871,-0.1846,-0.9534,-0.4064,7.9236,92.1824,2570,2396,60.106,56.037,51.75,-0.0521,0.9457,-0.45,-0.8372,1.6104,-1.07,54.0761,54.485,49.81,3.463,95.6177,99.0807,3.9563,95.6366,-0.4932,-0.0189,-0.533,-0.1441,4.2183,95.831,26.8285,23.8606,28.0749,26.5578,27.4048,27.3597,28.5336,30.1122,20,29,17,49,37,311,528,6.430868167,3.787878788,0.4678,0.6782,0.3976,1.146,0.8653,7.2735,12.3486,22.47,32.58,55.06,41.57,2631,1047,755,829,39.7948,28.6963,31.5089
273,KOVALCHUK, ILYA,New Jersey,F(LW),114,1906.28,68,72,2.14,2.266,48.57,1.9085,2.1138,47.45,0.2318,0.1523,1.12,0.2248,0.232,0.07,2.2933,2.2951,49.98,861,843,7.8978,91.4591,99.3569,7.1286,91.4376,0.7692,0.0215,0.3393,-0.114,7.8572,92.1427,1578,1473,49.667,46.362,51.72,0.376,2.0969,-0.97,3.9996,3.78,-0.03,54.8288,55.1593,49.85,4.3093,95.112,99.4213,3.8718,95.2246,0.4375,-0.1126,0.1147,-0.1109,4.1827,95.8392,35.0049,37.5691,37.5,36.9382,36.9636,39.0279,32.3099,31.5489,23,30,21,53,44,252,447,9.126984127,5.14541387,0.7239,0.9442,0.661,1.6682,1.3849,7.9317,14.0693,33.82,44.12,77.94,64.71,1595,607,442,546,38.0564,27.7116,34.232
274,FRASER, MATT,Boston,F(RW),27,267.833,9,7,2.016,1.568,56.25,2.3766,2.051,53.68,-0.3604,-0.4829,2.57,-1.0678,-0.7734,-0.59,2.1568,2.219,49.29,118,121,7.6271,94.2149,101.842,7.9351,92.7922,-0.308,1.4227,-2.6586,1.8499,7.5636,92.2768,240,224,53.765,50.18,51.72,-2.8086,-2.8494,0.11,-1.9186,-6.588,2.21,53.4613,54.1032,49.7,3.75,96.875,100.625,4.2009,96.1324,-0.4509,0.7426,-1.7885,0.9997,4.0344,95.8986,20.3148,14.2857,14.5833,19.7531,18.3908,22.1393,13.981,20.1245,3,1,1,4,4,30,50,10,6,0.6721,0.224,0.224,0.8961,0.8961,6.7206,11.201,33.33,11.11,44.44,44.44,245,97,59,89,39.5918,24.0816,36.3265
275,BLAKE, JASON,Anaheim,F(LW),45,558.7,14,18,1.503,1.933,43.75,2.4635,2.207,52.75,-0.96,-0.274,-9,-0.715,0.1583,-11.81,2.1209,2.2235,48.82,256,238,5.4688,92.437,97.9058,8.8518,92.1354,-3.3831,0.3015,-2.5634,-1.0056,7.4,92.3083,513,479,55.092,51.441,51.71,2.7132,-3.4265,2.87,2.7361,-1.9875,2.22,53.5098,54.1053,49.72,2.729,96.2422,98.9712,4.7032,95.9775,-1.9741,0.2646,-1.5082,-0.436,3.9636,95.8904,25.6116,18.9189,27.2727,26.5941,24.896,27.6786,24.2958,26.5943,5,4,2,9,7,92,155,5.434782609,3.225806452,0.537,0.4296,0.2148,0.9665,0.7517,9.8801,16.6458,35.71,28.57,64.29,50,489,196,138,155,40.0818,28.2209,31.6973
276,GAGNE, SIMON,Philadelphia,F(LW),72,877.35,35,39,2.394,2.667,47.3,2.2846,2.0281,52.97,0.1089,0.639,-5.68,0.6482,0.3234,4.61,2.3172,2.2148,51.13,486,437,7.2016,91.0755,98.2771,7.5131,92.4988,-0.3114,-1.4233,1.0015,-0.2689,7.9592,92.2776,881,823,60.25,56.283,51.7,1.89,5.5444,-1.79,5.3456,3.8476,0.55,54.3508,53.6157,50.34,3.9728,95.2612,99.234,3.9148,96.0028,0.058,-0.7415,0.7938,-0.269,4.2634,95.8691,26.7181,33.3333,29.3233,28.5761,28.1271,29.594,24.7546,27.907,9,13,7,22,16,122,212,7.37704918,4.245283019,0.6155,0.889,0.4787,1.5045,1.0942,8.3433,14.4982,25.71,37.14,62.86,45.71,816,312,227,277,38.2353,27.8186,33.9461
277,DUBINSKY, BRANDON,Columbus,F(C),182,2323.2,90,70,2.324,1.808,56.25,2.2466,2.229,50.2,0.0778,-0.4212,6.05,0.0595,-0.2739,4.14,2.2951,2.2823,50.14,1145,1066,7.8603,93.4334,101.2937,7.8994,92.2384,-0.0391,1.195,-0.368,0.5154,7.8837,92.0806,2138,1998,55.217,51.601,51.69,3.1247,-2.1609,2.48,6.0552,-2.8902,4.26,54.5119,53.8609,50.3,4.2095,96.4965,100.706,4.3127,95.8539,-0.1031,0.6426,-0.3974,0.3168,4.2102,95.7626,27.1758,27.6923,24.4755,29.5345,26.1108,27.0375,30.1796,30.469,19,45,29,64,48,278,494,6.834532374,3.846153846,0.4907,1.1622,0.749,1.6529,1.2397,7.1798,12.7583,21.11,50,71.11,53.33,2273,890,756,627,39.1553,33.26,27.5847
278,SHEPPARD, JAMES,San Jose,F(C),99,1137.92,33,38,1.74,2.004,46.48,2.1367,2.0699,50.79,-0.3967,-0.0662,-4.32,-0.7243,-0.1795,-6.55,2.1654,2.217,49.41,572,496,5.7692,92.3387,98.1079,6.9095,92.5772,-1.1402,-0.2385,-1.943,0.2809,7.6474,92.2614,1073,1003,56.577,52.886,51.69,-2.033,-2.0221,0.06,-4.718,-1.5285,-1.29,53.0953,53.7873,49.68,3.0755,96.2114,99.2869,3.6456,96.2303,-0.5701,-0.019,-0.945,0.2235,4.0783,95.8782,23.8776,18.1319,22.3529,22.4524,23.3636,21.063,21.1052,23.4141,5,18,9,23,14,121,203,4.132231405,2.463054187,0.2636,0.9491,0.4746,1.2127,0.7382,6.3801,10.7038,15.15,54.55,69.7,42.42,1044,406,317,321,38.8889,30.364,30.7471
279,FRASER, COLIN,Los Angeles,F(C),134,1123.42,24,34,1.282,1.816,41.38,1.9421,1.7838,52.12,-0.6603,0.0321,-10.75,-0.9307,-0.0454,-12.93,2.0808,2.1916,48.7,477,451,5.0314,92.4612,97.4926,6.6951,93.1007,-1.6637,-0.6395,-1.8714,-0.1538,7.451,92.3425,934,873,49.884,46.626,51.69,-7.5377,-1.7933,-2.56,-12.4068,0.4083,-5.72,52.2781,54.0947,49.15,2.5696,96.1054,98.675,3.3823,96.3159,-0.8127,-0.2105,-0.9824,0.1327,3.9802,95.9485,17.9782,11.2676,17.6166,14.9321,18.1083,13.1189,13.9645,13.201,4,13,7,17,11,91,171,4.395604396,2.339181287,0.2136,0.6943,0.3739,0.9079,0.5875,4.8602,9.1329,16.67,54.17,70.83,45.83,759,266,236,257,35.0461,31.0935,33.8603
280,FESTERLING, BRETT,Winnipeg,D,5,57.85,2,1,2.074,1.037,66.67,2.2666,2.3987,48.58,-0.1923,-1.3616,18.08,0.0244,-0.3294,6.67,2.1095,2.3451,47.36,31,27,6.4516,96.2963,102.7479,7.767,91.8059,-1.3154,4.4904,-1.8817,1.6296,7.6069,91.7165,46,43,47.71,44.598,51.69,-7.3403,-12.0447,2.4,1.9281,-3.9167,3.13,51.3536,52.6616,49.37,4.3478,97.6744,102.0222,4.1174,95.7652,0.2305,1.9092,-0.1298,0.4913,4.1078,95.5468,24.7787,25,20,25.5556,23.2432,23.0769,30.7692,38.2022,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2.0743,4.1487,0,0,0,0,69,34,20,15,49.2754,28.9855,21.7391
281,BERGLUND, PATRIK,St. Louis,F(C),208,2628.55,101,84,2.305,1.917,54.59,2.2209,1.9365,53.42,0.0846,-0.0191,1.17,0.0814,0.1398,-0.98,2.2843,2.2466,50.42,1215,1185,8.3128,92.9114,101.2242,7.6051,92.5192,0.7077,0.3922,0.7548,0.13,7.8388,92.1834,2338,2186,53.368,49.898,51.68,-1.3538,-0.1488,-0.55,-1.746,1.7431,-1.69,54.3869,53.7059,50.32,4.3199,96.1574,100.4773,4.0585,96.1306,0.2614,0.0268,0.2845,-0.1512,4.2001,95.8168,26.958,27.6712,28.4746,26.3288,27.6639,27.3159,27.1614,27.3309,32,35,16,67,48,292,546,10.95890411,5.860805861,0.7304,0.7989,0.3652,1.5294,1.0957,6.6653,12.4631,31.68,34.65,66.34,47.52,2434,897,732,805,36.8529,30.074,33.0731
282,HIGGINS, CHRIS,Vancouver,F(LW),190,2566.22,103,103,2.408,2.408,50,2.1882,2.0431,51.72,0.22,0.3651,-1.72,0.2174,0.4618,-2.95,2.2897,2.2529,50.4,1346,1300,7.6523,92.0769,99.7292,7.6506,92.8674,0.0017,-0.7904,0.0849,-0.9651,7.8743,92.1623,2500,2343,58.452,54.781,51.62,2.9225,2.9463,-0.1,2.2983,4.4761,-1.13,54.4667,53.8915,50.27,4.12,95.6039,99.7239,3.9407,96.0585,0.1793,-0.4546,0.2185,-0.5269,4.2038,95.8195,28.6815,30.6548,33.2258,29.509,30.4563,26.6072,32.5174,29.8752,34,40,22,74,56,370,594,9.189189189,5.723905724,0.7949,0.9352,0.5144,1.7302,1.3093,8.6509,13.8881,33.01,38.83,71.84,54.37,2516,910,890,716,36.1685,35.3736,28.4579
283,BENN, JAMIE,Dallas,F(LW),193,2721.33,151,119,3.329,2.624,55.93,2.1804,2.182,49.98,1.1488,0.4417,5.94,1.27,0.2798,9.16,2.2936,2.1971,51.07,1447,1348,10.4354,91.1721,101.6075,7.584,92.4696,2.8514,-1.2975,2.9706,-0.8985,7.8102,92.2805,2719,2549,59.949,56.2,51.61,4.3267,1.9069,1.01,5.726,-0.3565,2.67,54.8525,53.3631,50.69,5.5535,95.3315,100.885,3.9201,95.981,1.6334,-0.6495,1.7558,-0.5242,4.1813,95.8827,30.0894,41.0326,32.5137,32.2424,29.9565,34.9963,29.4503,33.718,54,65,29,119,83,440,803,12.27272727,6.724782067,1.1906,1.4331,0.6394,2.6237,1.83,9.7011,17.7046,35.76,43.05,78.81,54.97,2823,1081,809,933,38.2926,28.6575,33.0499
