Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%
284,O_BRIEN, JIM,Ottawa,F(C),57,522.317,16,15,1.838,1.723,51.61,2.1458,2.3421,47.81,-0.3079,-0.619,3.8,-0.4345,-0.3249,-0.98,2.1405,2.2621,48.62,274,258,5.8394,94.1861,100.0255,6.9426,92.3346,-1.1032,1.8514,-1.0896,0.7626,7.6399,92.2477,499,468,57.322,53.76,51.6,-0.9431,-0.927,0.02,-5.7743,-0.5822,-2.12,52.6123,55.1161,48.84,3.2064,96.7949,100.0013,3.6829,95.7174,-0.4765,1.0775,-0.3952,0.5636,4.0684,95.8957,19.6288,16.4948,17.0455,18.1587,19.4595,19.2045,22.3704,15.8679,7,3,2,10,9,71,119,9.85915493,5.882352941,0.8041,0.3446,0.2297,1.1487,1.0339,8.156,13.6699,43.75,18.75,62.5,56.25,469,149,151,169,31.7697,32.1962,36.0341
285,MUELLER, PETER,Florida,F(C),75,964.8,30,41,1.866,2.55,42.25,2.0575,2.4482,45.66,-0.1918,0.1016,-3.41,0.0908,0.1315,-0.07,2.2171,2.2702,49.41,583,517,5.1458,92.0696,97.2154,7.1023,91.8017,-1.9565,0.2679,-1.114,0.2837,7.77,92.2105,1008,946,62.687,58.831,51.59,9.1345,4.8895,1.77,9.5966,5.6522,1.63,53.5789,54.8127,49.43,2.9762,95.666,98.6422,3.842,95.4615,-0.8659,0.2045,-0.3669,0.2133,4.138,95.8583,26.2941,27.2727,27.3333,29.6383,28.2979,29.3226,23.0216,26.0163,10,11,10,21,20,178,286,5.617977528,3.496503497,0.6219,0.6841,0.6219,1.306,1.2438,11.0697,17.7861,33.33,36.67,70,66.67,873,320,224,329,36.6552,25.6586,37.6861
286,SPOONER, RYAN,Boston,F(C),27,262.433,9,6,2.058,1.372,60,2.4151,1.86,56.49,-0.3575,-0.4882,3.51,-0.1817,-0.6379,7.3,2.1441,2.301,48.24,133,121,6.7669,95.0413,101.8082,8.1109,93.3368,-1.3439,1.7045,-0.1974,1.7981,7.5275,92.0892,243,228,55.557,52.128,51.59,-1.0498,1.4187,-1.16,-7.0872,-2.8799,-1.65,53.7355,55.0902,49.38,3.7037,97.3684,101.0721,4.2665,96.3321,-0.5628,1.0363,0.129,1.0219,3.9902,95.8233,20.0732,18.75,14.6341,18.2159,19.2243,20.9354,14.2857,16.408,0,5,2,5,2,36,57,0,0,0,1.1431,0.4573,1.1431,0.4573,8.2307,13.0319,0,55.56,55.56,22.22,225,74,57,94,32.8889,25.3333,41.7778
287,NASH, RICK,NY Rangers,F(LW),191,2669.83,123,99,2.764,2.225,55.41,2.2237,2.1411,50.95,0.5405,0.0838,4.46,0.8035,0.1047,7.36,2.3279,2.2643,50.69,1518,1458,8.1028,93.2099,101.3127,7.6257,92.4583,0.4771,0.7516,1.2772,0.7963,7.9671,92.1485,2711,2545,60.925,57.195,51.58,7.6041,3.7273,1.65,8.7644,4.6492,1.76,54.7841,53.9786,50.37,4.5371,96.11,100.6471,4.1704,95.9955,0.3667,0.1145,0.7781,0.145,4.2492,95.8051,29.4506,37.0482,30.4615,32.7772,31.2423,36.1638,29.7022,32.9303,53,37,24,90,77,543,856,9.760589319,6.191588785,1.1911,0.8315,0.5394,2.0226,1.7304,12.203,19.2372,43.09,30.08,73.17,62.6,2777,1035,788,954,37.2704,28.3759,34.3536
288,HORNQVIST, PATRIC,Nashville,F(RW),176,2283.08,99,88,2.602,2.313,52.94,2.1905,2.3828,47.9,0.4112,-0.0702,5.04,0.5315,-0.1774,7.54,2.3384,2.2135,51.37,1239,1074,7.9903,91.8063,99.7966,8.2702,91.8652,-0.2799,-0.0589,0.085,0.169,7.9293,92.217,2153,2021,56.581,53.112,51.58,8.1536,-2.429,5,8.67,-2.517,5.31,55.1831,53.3317,50.85,4.5982,95.6457,100.2439,4.5233,95.7098,0.0749,-0.0641,0.2772,0.1218,4.2375,95.8495,26.6336,31.3291,25.2149,30.007,25.7387,29.3492,23.1764,25.579,31,40,24,71,55,442,690,7.013574661,4.492753623,0.8147,1.0512,0.6307,1.8659,1.4454,11.6159,18.1334,31.31,40.4,71.72,55.56,2113,751,645,717,35.5419,30.5253,33.9328
289,ATKINSON, CAM,Columbus,F(RW),141,1782.67,76,63,2.558,2.12,54.68,2.1238,2.2949,48.06,0.4342,-0.1745,6.61,0.3514,-0.0739,4.54,2.2925,2.2469,50.5,913,845,8.3242,92.5444,100.8686,7.7634,92.2491,0.5608,0.2953,-0.0756,-0.3725,7.8785,92.1974,1653,1552,55.636,52.236,51.58,5.1952,-0.8825,2.87,7.0782,-3.2122,4.89,54.3697,53.8265,50.25,4.5977,95.9407,100.5384,4.2105,95.6796,0.3872,0.2611,0.0534,-0.102,4.2165,95.8256,26.8075,29.8039,26.1411,29.5601,25.6529,28.0258,25.7732,28.7965,27,25,18,52,45,299,488,9.030100334,5.532786885,0.9088,0.8414,0.6058,1.7502,1.5146,10.0636,16.4248,35.53,32.89,68.42,59.21,1704,658,525,521,38.615,30.8099,30.5751
290,JARNKROK, CALLE,Nashville,F(C),12,146.683,11,4,4.499,1.636,73.33,2.2547,2.3868,48.58,2.2448,-0.7506,24.76,0.4271,-1.1636,14.07,2.2938,2.3012,49.92,67,59,16.4179,93.2203,109.6382,7.8922,91.7131,8.5257,1.5072,1.252,2.7441,7.9033,92.0807,115,108,47.04,44.177,51.57,-4.3635,-10.3149,3.03,-0.8106,-12.0732,5.6,54.3374,54.8316,49.77,9.5652,96.2963,105.8615,4.3862,95.6199,5.179,0.6764,1.0546,1.2737,4.2215,95.8032,23.7294,25.5814,15.3846,23.4216,19.6364,20.7101,9.7046,34.6939,2,6,3,8,5,12,21,16.66666667,9.523809524,0.8181,2.4543,1.2271,3.2724,2.0452,4.9085,8.5899,18.18,54.55,72.73,45.45,143,85,23,35,59.4406,16.0839,24.4755
291,COLE, IAN,St. Louis,D,87,1251.17,45,31,2.158,1.487,59.21,2.1965,1.9816,52.57,-0.0385,-0.495,6.64,-0.2992,-0.4455,3.23,2.2227,2.2381,49.83,569,542,7.9086,94.2804,102.189,7.6217,92.3683,0.2869,1.9121,-0.4188,2.1978,7.7589,92.1907,1093,1027,52.415,49.25,51.56,-1.7594,-0.7337,-0.46,-3.1553,1.8913,-2.43,53.4922,53.8344,49.84,4.1171,96.9815,101.0986,4.0545,96.0356,0.0626,0.9459,-0.3047,1.0613,4.1551,95.8427,30.4562,27.7778,25.2033,29.2324,31.2919,28.8387,30.0172,30.2258,3,12,2,15,5,64,167,4.6875,1.796407186,0.1439,0.5755,0.0959,0.7193,0.2398,3.0691,8.0085,6.67,26.67,33.33,11.11,1135,415,350,370,36.5639,30.837,32.5991
292,BYFUGLIEN, DUSTIN,Winnipeg,D,187,3354.92,140,171,2.504,3.058,45.02,2.3126,2.2602,50.57,0.1911,0.798,-5.56,0.1475,0.9073,-7.26,2.2953,2.2812,50.15,1813,1725,7.722,90.087,97.809,8.114,92.2013,-0.392,-2.1143,-0.6917,-2.5015,7.8699,92.1224,3317,3117,59.322,55.745,51.55,4.5884,-0.2727,2.13,5.1488,-1.0545,2.74,54.6468,54.239,50.19,4.2207,94.514,98.7347,4.2253,95.9652,-0.0046,-1.4512,-0.1289,-1.6992,4.2002,95.7941,37.6702,39.1061,46.2162,39.8247,37.2312,39.4808,38.3846,36.5955,19,48,21,67,40,394,780,4.822335025,2.435897436,0.3398,0.8584,0.3756,1.1982,0.7154,7.0464,13.9497,13.57,34.29,47.86,28.57,3127,1148,960,1019,36.7125,30.7004,32.5871
293,MCGINN, TYE,Philadelphia,F(LW),36,381,16,16,2.52,2.52,50,2.3563,2.4889,48.63,0.1634,0.0308,1.37,0.7003,-0.3727,11.39,2.248,2.2707,49.75,175,179,9.1429,91.0615,100.2044,8.1396,91.6925,1.0033,-0.631,3.2427,0.8561,7.7456,92.1191,350,329,55.118,51.811,51.55,0.19,-5.252,2.5,-2.1706,-4.5913,1.16,54.2663,53.4716,50.37,4.5714,95.1368,99.7082,4.2897,95.6383,0.2817,-0.5016,1.3955,0.265,4.1424,95.7535,22.8538,29.0909,20.5128,22.18,21.3914,23.0928,22.3938,21.8605,7,3,1,10,8,46,78,15.2173913,8.974358974,1.1024,0.4724,0.1575,1.5748,1.2598,7.2441,12.2835,43.75,18.75,62.5,50,369,141,116,112,38.2114,31.4363,30.3523
294,MURRAY, RYAN,Columbus,D,66,1005.48,43,38,2.566,2.268,53.09,2.1679,2.1592,50.1,0.398,0.1084,2.98,0.2073,0.1103,0.86,2.2759,2.2529,50.25,477,489,9.0147,92.229,101.2437,7.6243,92.7091,1.3904,-0.48,0.4012,-0.4894,7.8814,92.219,912,857,54.422,51.14,51.55,2.7508,-2.4233,2.45,4.2011,-2.475,3.19,54.2015,54.2245,49.99,4.7149,95.5659,100.2808,4.1957,95.9689,0.5192,-0.403,0.0185,-0.4105,4.199,95.8453,32.5243,34.4,33.6283,34.3115,31.4958,35.0755,29.7062,31.3197,1,10,5,11,6,40,96,2.5,1.041666667,0.0597,0.5967,0.2984,0.6564,0.358,2.3869,5.7286,2.33,23.26,25.58,13.95,912,337,273,302,36.9518,29.9342,33.114
295,PRONGER, CHRIS,Philadelphia,D,13,161.9,9,4,3.335,1.482,69.23,2.4834,2.325,51.65,0.852,-0.8426,17.58,0.6945,-0.6633,14.06,2.2519,2.2709,49.79,94,72,9.5745,94.4444,104.0189,8.3574,92.2159,1.217,2.2285,0.8313,1.873,7.595,92.1198,152,143,56.331,52.996,51.53,0.1835,-3.7279,1.78,4.339,-4.6083,4.09,55.7488,53.1342,51.2,5.9211,97.2028,103.1239,4.423,95.9012,1.4981,1.3016,0.8417,0.9277,4.0394,95.7261,30.8136,36,23.5294,32.5482,29.065,29.2208,34.3066,29.8165,0,4,0,4,0,13,24,0,0,0,1.4824,0,1.4824,0,4.8178,8.8944,0,44.44,44.44,0,157,65,47,45,41.4013,29.9363,28.6624
296,GETZLAF, RYAN,Anaheim,F(C),203,3035.63,146,112,2.886,2.214,56.59,2.3357,2.3077,50.3,0.55,-0.094,6.29,0.563,0.0641,4.65,2.2861,2.2156,50.78,1467,1316,9.9523,91.4894,101.4417,8.0636,91.9619,1.8886,-0.4725,1.4749,-1.0564,7.7667,92.2681,2815,2649,55.639,52.358,51.52,1.8729,-3.4552,2.45,4.3026,-3.6968,3.72,55.076,53.6705,50.65,5.1865,95.772,100.9585,4.3442,95.8654,0.8423,-0.0934,0.662,-0.3931,4.1509,95.8718,31.5464,36.409,32.1839,33.3097,30.092,31.2188,34.0297,30.2177,32,78,50,110,82,317,571,10.09463722,5.604203152,0.6325,1.5417,0.9883,2.1742,1.6207,6.2656,11.2859,21.92,53.42,75.34,56.16,2878,1041,961,876,36.171,33.3912,30.4378
297,DRAZENOVIC, NICK,Pittsburgh,F(C),9,80.6667,1,4,0.744,2.975,20,2.1275,2.2203,48.93,-1.3837,0.7549,-28.93,-1.5806,1.9024,-48.42,2.3129,2.118,52.2,26,27,3.8462,85.1852,89.0314,7.8525,92.487,-4.0064,-7.3018,-5.1194,-11.2004,8.0166,92.5886,51,48,37.934,35.702,51.52,-11.9634,-17.513,3.12,-11.9519,-20.4414,4.47,53.6436,53.0401,50.28,1.9608,91.6667,93.6275,4.2637,95.8276,-2.3029,-4.161,-2.6987,-6.4225,4.3116,96.0068,19.3802,7.1429,40,15.4545,13.2597,19.2661,22.2222,19.2308,0,0,0,0,0,7,12,0,0,0,0,0,0,0,5.2066,8.9256,0,0,0,0,76,25,30,21,32.8947,39.4737,27.6316
298,RYDER, MICHAEL,New Jersey,F(RW),210,2773.82,113,98,2.444,2.12,53.55,2.2117,2.2451,49.63,0.2326,-0.1253,3.93,0.4053,-0.1804,6.56,2.2836,2.2345,50.54,1288,1301,8.7733,92.4673,101.2406,7.8938,91.8865,0.8795,0.5808,1.4599,1.1922,7.8297,92.2729,2495,2350,53.969,50.832,51.5,0.7522,-0.4735,0.58,0.6097,2.2169,-0.83,54.549,54.1479,50.18,4.5291,95.8298,100.3589,4.156,95.6241,0.3731,0.2057,0.7078,0.5612,4.1863,95.8733,28.0326,31.831,26.4151,28.2623,28.9409,27.2309,25.6624,28.3784,44,41,21,85,65,352,631,12.5,6.973058637,0.9518,0.8869,0.4542,1.8386,1.406,7.6141,13.6491,38.94,36.28,75.22,57.52,2463,987,707,769,40.0731,28.7048,31.2221
299,JACKMAN, BARRET,St. Louis,D,206,3199.2,123,102,2.307,1.913,54.67,2.1568,1.8921,53.27,0.15,0.0208,1.4,0.1243,0.1298,-0.37,2.2708,2.2448,50.29,1539,1336,7.9922,92.3653,100.3575,7.387,92.7218,0.6052,-0.3565,0.4962,-0.6427,7.8321,92.1929,2800,2637,52.513,49.456,51.5,-3.3428,0.3612,-1.72,-3.0895,1.0046,-1.94,54.0469,53.7624,50.13,4.3929,96.132,100.5249,3.8614,96.146,0.5315,-0.014,0.4677,-0.1878,4.2016,95.8245,33.1191,34.3575,34.6939,31.8653,33.5752,29.3109,34.7647,31.9389,5,28,13,33,18,181,388,2.762430939,1.288659794,0.0938,0.5251,0.2438,0.6189,0.3376,3.3946,7.2768,4.07,22.76,26.83,14.63,2832,1046,931,855,36.935,32.8743,30.1907
300,COWEN, JARED,Ottawa,D,157,2440.07,93,97,2.287,2.385,48.95,2.3227,2.3618,49.58,-0.0359,0.0234,-0.64,-0.2931,-0.1579,-1.41,2.2736,2.2566,50.19,1224,1287,7.598,92.4631,100.0611,7.281,92.3941,0.317,0.069,-0.1568,0.5113,7.924,92.2228,2349,2212,57.761,54.392,51.5,-2.6602,-0.693,-0.81,-4.0848,-1.409,-1.07,53.8338,54.3829,49.75,3.9591,95.6148,99.5739,3.8442,95.7125,0.115,-0.0976,-0.2125,0.1723,4.2234,95.8506,33.3167,30.6931,31.9079,31.8163,32.751,32.5054,31.4751,31.055,10,16,6,26,16,118,253,8.474576271,3.95256917,0.2459,0.3934,0.1475,0.6393,0.3934,2.9016,6.2211,10.75,17.2,27.96,17.2,2220,836,638,746,37.6577,28.7387,33.6036
301,TROCHECK, VINCENT,Florida,F(C),20,268.783,6,16,1.339,3.572,27.27,2.0007,2.4734,44.72,-0.6613,1.0983,-17.44,-0.6789,0.9391,-16.12,2.3215,2.2486,50.8,122,125,4.918,87.2,92.118,6.9837,91.7951,-2.0657,-4.5951,-1.6161,-4.3254,7.8788,92.2802,226,213,50.45,47.548,51.48,-2.6942,-5.8655,1.61,-1.8503,-8.8765,3.38,55.8575,54.1526,50.77,2.6549,92.4883,95.1432,3.7646,95.3693,-1.1097,-2.8811,-1.2042,-2.8461,4.1561,95.8476,28.2177,20.6897,34.7826,27.4939,24.8832,30.3571,27.9152,27.5862,2,3,1,5,3,26,55,7.692307692,3.636363636,0.4465,0.6697,0.2232,1.1161,0.6697,5.8039,12.2775,33.33,50,83.33,50,260,96,79,85,36.9231,30.3846,32.6923
302,SUNDSTROM, JOHAN,NY Islanders,F(C),11,90.7167,2,2,1.323,1.323,50,1.5768,2.0637,43.31,-0.254,-0.7409,6.69,-0.5974,-0.4603,-1.85,1.9654,2.1816,47.39,53,45,3.7736,95.5556,99.3292,5.4623,92.3372,-1.6887,3.2184,-2.5327,2.5826,6.9608,92.4024,87,82,57.542,54.235,51.48,4.992,2.3411,1.17,-0.4763,-0.6286,0.08,52.9761,53.2785,49.86,2.2989,97.561,99.8599,3.0005,96.0232,-0.7017,1.5378,-1.0108,0.811,3.71,95.9053,17.1758,12.5,13.3333,17.0588,17.0124,20.7547,13.6986,16.7568,0,1,0,1,0,13,15,0,0,0,0.6614,0,0.6614,0,8.5982,9.921,0,50,50,0,84,31,20,33,36.9048,23.8095,39.2857
303,DESHARNAIS, DAVID,Montreal,F(C),208,2799,139,108,2.98,2.315,56.28,2.1891,2.2493,49.32,0.7905,0.0658,6.95,1.0334,0.1743,8.66,2.2605,2.2784,49.8,1464,1348,9.4945,91.9881,101.4826,7.7336,92.3851,1.761,-0.397,2.149,-0.7139,7.7693,92.2129,2756,2599,59.078,55.713,51.47,3.5527,-1.3516,2.15,7.1315,-1.7277,3.98,54.5133,54.541,49.99,5.0435,95.8446,100.8881,3.9425,96.0582,1.101,-0.2137,1.2969,-0.4284,4.1467,95.8225,29.2131,38.7187,30.8571,31.9425,28.5856,34.4866,26.1471,29.4134,28,58,37,86,65,194,327,14.43298969,8.562691132,0.6002,1.2433,0.7931,1.8435,1.3934,4.1586,7.0096,20.14,41.73,61.87,46.76,2745,1043,775,927,37.9964,28.2332,33.7705
304,POULIOT, MARC-ANTOINE,Arizona,F(C),13,143.75,6,7,2.504,2.922,46.15,2.2679,2.1198,51.69,0.2364,0.802,-5.53,-0.1786,0.7977,-9.66,2.0343,2.0852,49.38,77,80,7.7922,91.25,99.0422,7.7922,92.9671,0,-1.7171,-1.5101,-1.6071,7.2493,92.504,143,135,59.687,56.348,51.44,4.7598,0.5485,1.83,5.5802,1.7939,1.64,52.4836,52.7217,49.89,4.1958,94.8148,99.0106,4.129,96.2011,0.0668,-1.3863,-0.7629,-1.2917,3.876,96.045,21.1252,20,26.9231,22.807,21.6693,15.3439,16.9312,16.4384,0,4,2,4,2,18,32,0,0,0,1.6696,0.8348,1.6696,0.8348,7.513,13.3565,0,66.67,66.67,33.33,97,36,32,29,37.1134,32.9897,29.8969
305,STEPAN, DEREK,NY Rangers,F(C),212,2922,130,75,2.669,1.54,63.41,2.2225,2.1964,50.3,0.4469,-0.6563,13.12,0.6019,-0.5442,13.62,2.3369,2.3001,50.4,1563,1378,8.3173,94.5573,102.8746,7.5196,92.3181,0.7977,2.2392,1.3077,2.14,8.0065,92.067,2814,2656,57.782,54.538,51.44,3.523,-0.0032,1.57,3.7344,0.9986,1.21,54.7325,54.1296,50.28,4.6198,97.1762,101.796,4.0961,95.973,0.5237,1.2032,0.7944,1.0691,4.2697,95.7507,28.8765,34.3915,23.0769,30.2678,29.2575,33.0664,25.9414,30.7423,35,58,41,93,76,346,624,10.11560694,5.608974359,0.7187,1.191,0.8419,1.9097,1.5606,7.1047,12.8131,26.92,44.62,71.54,58.46,2787,1052,744,991,37.7467,26.6954,35.5579
306,BOLLIG, BRANDON,Chicago,F(LW),125,1107.43,33,38,1.788,2.059,46.48,2.5025,2.3078,52.02,-0.7145,-0.249,-5.54,-1.2234,-0.1059,-11.7,2.2602,2.1892,50.8,529,454,6.2382,91.63,97.8682,8.2795,91.3473,-2.0413,0.2826,-2.9738,-0.0983,7.8785,92.3045,922,871,49.953,47.19,51.42,-5.5968,-1.9823,-1.62,-9.208,-0.2283,-4.09,53.9304,53.528,50.19,3.5792,95.6372,99.2164,4.5049,95.3067,-0.9257,0.3305,-1.5108,0.2024,4.191,95.9102,18.248,11.7021,17.5115,15.8583,18.1761,10.8941,28.0788,17.608,6,7,6,13,12,156,258,3.846153846,2.325581395,0.3251,0.3793,0.3251,0.7043,0.6502,8.452,13.9783,18.18,21.21,39.39,36.36,1039,371,456,212,35.7074,43.8884,20.4042
307,SAMUELSSON, MIKAEL,Detroit,F(RW),84,941.317,28,31,1.785,1.976,47.46,2.0191,2.3526,46.19,-0.2344,-0.3766,1.27,-0.324,-0.2305,-1.41,2.2873,2.2882,49.99,464,444,6.0345,93.018,99.0525,6.9523,91.8842,-0.9178,1.1338,-1.4603,0.5514,7.8862,92.1451,822,777,52.395,49.526,51.41,-0.9757,-1.975,0.52,1.4911,-3.1931,2.28,54.4821,54.5477,49.97,3.4063,96.0103,99.4166,3.7832,95.4321,-0.3769,0.5782,-0.7364,0.1955,4.1983,95.8051,23.4498,20.5882,21.5278,23.972,22.3469,21.2674,25.4039,24.1455,6,12,7,18,13,121,201,4.958677686,2.985074627,0.3824,0.7649,0.4462,1.1473,0.8286,7.7126,12.8118,21.43,42.86,64.29,46.43,860,332,283,245,38.6047,32.907,28.4884
308,DOAN, SHANE,Arizona,F(RW),196,2871.27,116,109,2.424,2.278,51.56,2.2377,2.1394,51.12,0.1863,0.1384,0.43,0.2047,0.2348,-0.51,2.2766,2.1978,50.88,1442,1399,8.0444,92.2087,100.2531,7.6858,92.994,0.3586,-0.7853,0.4907,-1.1246,7.8239,92.2621,2734,2584,57.132,53.997,51.41,2.4381,-2.0469,2.02,1.8704,-2.072,1.77,54.6303,53.3656,50.59,4.2429,95.7817,100.0246,4.0913,96.1827,0.1516,-0.401,0.2267,-0.5747,4.1674,95.8816,30.766,32.6761,33.1307,31.4796,29.9698,33.1984,28.2975,30.0094,38,39,22,77,60,373,688,10.18766756,5.523255814,0.7941,0.815,0.4597,1.609,1.2538,7.7945,14.3769,32.76,33.62,66.38,51.72,2603,963,738,902,36.9958,28.3519,34.6523
309,TORRES, RAFFI,San Jose,F(LW),123,1338.62,55,49,2.465,2.196,52.88,2.2081,2.2182,49.89,0.2572,-0.0219,3,0.0159,0.022,-0.09,2.1124,2.1573,49.47,662,664,8.3082,92.6205,100.9287,7.5239,92.5557,0.7843,0.0648,0.1918,-0.2459,7.4512,92.3778,1269,1200,56.88,53.787,51.4,1.5071,-1.9007,1.54,0.0723,-2.7847,1.29,53.2644,53.4139,49.93,4.3341,95.9167,100.2508,3.9877,96.0167,0.3465,-0.1,0.0224,-0.2399,3.9658,95.9611,22.6142,22.7273,22.7907,22.6365,21.7431,24.1318,18.7425,22.8643,22,23,11,45,33,154,244,14.28571429,9.016393443,0.9861,1.0309,0.493,2.017,1.4791,6.9026,10.9367,40,41.82,81.82,60,1178,455,313,410,38.6248,26.5705,34.8048
310,HAYES, ERIAH,San Jose,F(RW),15,116.2,2,3,1.033,1.549,40,1.9122,2.1537,47.03,-0.8795,-0.6046,-7.03,-0.572,-0.4333,-4.74,2.1118,2.2492,48.43,54,45,3.7037,93.3333,97.037,6.2778,92.1202,-2.5741,1.2131,-1.3259,0.452,7.5748,92.0734,110,104,56.799,53.701,51.4,-0.413,-0.5088,0.05,-4.8423,-0.2943,-1.9,52.0527,53.4536,49.34,1.8182,97.1154,98.9336,3.3423,96.0271,-1.5241,1.0883,-0.7852,0.7867,4.0571,95.7923,15.4559,10.5263,12.5,14.4168,15.3846,14.2259,10.7143,17.1004,1,0,0,1,1,17,27,5.882352941,3.703703704,0.5164,0,0,0.5164,0.5164,8.778,13.9415,50,0,50,50,107,46,27,34,42.9907,25.2336,31.7757
311,KELLY, CHRIS,Boston,F(C),173,2095.5,91,69,2.606,1.976,56.88,2.4651,2.0144,55.03,0.1404,-0.0387,1.84,-0.1556,0.0198,-1.66,2.2253,2.2867,49.32,983,961,9.2574,92.82,102.0774,7.8468,93.0119,1.4106,-0.1919,0.8067,-0.2247,7.7426,92.1818,1870,1769,53.543,50.651,51.39,-4.9354,-1.7409,-1.36,-7.8359,0.4608,-3.63,53.9125,54.6809,49.65,4.8663,96.0995,100.9658,4.2155,96.1552,0.6509,-0.0557,0.3677,-0.0037,4.1275,95.8182,25.0848,24.0106,25.2747,22.6064,25.257,24.7717,33.778,25.1538,24,30,18,54,42,188,328,12.76595745,7.317073171,0.6872,0.859,0.5154,1.5462,1.2026,5.383,9.3916,26.37,32.97,59.34,46.15,2145,736,785,624,34.3124,36.5967,29.0909
312,BACKLUND, MIKAEL,Calgary,F(C),149,1998.43,65,81,1.952,2.432,44.52,2.1979,2.5475,46.32,-0.2464,-0.1156,-1.8,-0.1346,-0.2273,0.56,2.3233,2.2119,51.23,978,887,6.6462,90.8681,97.5143,8.2248,91.3231,-1.5785,-0.455,-1.634,-0.1882,7.8532,92.2678,1852,1752,55.604,52.601,51.39,5.4374,-3.5501,4.2,8.1278,-5.2592,6.32,55.2401,53.4724,50.81,3.5097,95.3767,98.8864,4.3813,95.4632,-0.8716,-0.0865,-0.8843,-0.0274,4.2059,95.8634,27.629,26.3158,25.8786,30.8976,25.7647,27.7722,29.595,26.8283,15,25,12,40,27,280,494,5.357142857,3.036437247,0.4504,0.7506,0.3603,1.2009,0.8106,8.4066,14.8316,23.08,38.46,61.54,41.54,1896,675,665,556,35.6013,35.0738,29.3249
313,GARRISON, JASON,Vancouver,D,205,3368.38,120,109,2.138,1.942,52.4,2.1108,2.2724,48.16,0.0267,-0.3308,4.24,0.122,-0.2896,4.94,2.3097,2.2621,50.52,1607,1584,7.4673,93.1187,100.586,7.2319,92.1667,0.2354,0.952,0.3434,0.7739,7.9411,92.1312,3070,2907,54.685,51.782,51.36,-0.5942,-0.0108,-0.26,1.1739,-1.2046,1.12,54.5338,53.9909,50.25,3.9088,96.2504,100.1592,3.8184,95.6125,0.0904,0.6379,0.1422,0.4613,4.2354,95.8102,34.4819,35.8209,31.4121,34.9738,33.9642,35.9971,34.3206,35.0695,13,24,15,37,28,245,552,5.306122449,2.355072464,0.2316,0.4275,0.2672,0.6591,0.4988,4.3641,9.8326,10.83,20,30.83,23.33,3170,1185,985,1000,37.3817,31.0726,31.5457
314,WHEELER, BLAKE,Winnipeg,F(RW),210,3101.25,146,142,2.825,2.747,50.69,2.2539,2.4476,47.94,0.5708,0.2997,2.75,0.7119,0.418,3.13,2.295,2.2715,50.26,1682,1578,8.6801,91.0013,99.6814,7.5866,91.6418,1.0936,-0.6405,1.2001,-0.9328,7.8817,92.1639,3154,2992,61.021,57.886,51.32,4.9686,2.6583,0.95,6.9196,2.4865,1.91,54.5885,54.3072,50.13,4.629,95.254,99.883,4.021,95.5683,0.608,-0.3143,0.7238,-0.5415,4.2042,95.8174,30.9181,37.4359,34.5499,33.5461,31.8637,32.9659,29.1681,31.8533,39,68,45,107,84,442,777,8.823529412,5.019305019,0.7545,1.3156,0.8706,2.0701,1.6252,8.5514,15.0326,26.71,46.58,73.29,57.53,2893,1112,824,957,38.4376,28.4825,33.0798
315,WELLWOOD, ERIC,Philadelphia,F(LW),28,257.783,14,4,3.259,0.931,77.78,2.3286,2.399,49.26,0.9299,-1.468,28.52,1.0453,-1.1657,26.43,2.1347,2.2007,49.24,125,119,11.2,96.6387,107.8387,8.1187,91.8881,3.0813,4.7505,3.4449,3.9557,7.5989,92.27,233,221,54.232,51.439,51.32,0.6001,-5.1488,2.66,1.5217,-3.6593,2.43,52.2365,53.0426,49.62,6.0086,98.19,104.1986,4.3419,95.7605,1.6667,2.4295,1.8097,1.9955,4.0867,95.8511,20.015,26.9231,10,20.4745,18.9374,16.9096,18.9415,22.7166,4,3,2,7,6,30,57,13.33333333,7.01754386,0.931,0.6983,0.4655,1.6293,1.3965,6.9826,13.267,28.57,21.43,50,42.86,223,97,68,58,43.4978,30.4933,26.009
