PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
51. Mark Scheifele,Winnipeg Jets,,UFA,24,C,,79,32,50,82,18,20:33,-,-,-,-,-,,"$5,000,000","$6,125,000"
52. Braden Holtby,Washington Capitals,,UFA,27,G,,63,-,-,-,-,-,42,13,9,2.07,.925,,"$7,000,000","$6,100,000"
53. Henrik Zetterberg,Detroit Red Wings,,UFA,36,"LW, C",,82,17,51,68,15,19:43,-,-,-,-,-,,"$7,500,000","$6,083,333"
54. Taylor Hall,New Jersey Devils,,UFA,25,"LW, C",,72,20,33,53,-9,19:19,-,-,-,-,-,,"$6,000,000","$6,000,000"
55. Jordan Eberle,New York Islanders,,UFA,27,RW,,82,20,31,51,3,16:46,-,-,-,-,-,,"$6,000,000","$6,000,000"
56. Ryan Nugent-Hopkins,Edmonton Oilers,,UFA,24,C,,82,18,25,43,-10,17:41,-,-,-,-,-,,"$6,000,000","$6,000,000"
57. Brandon Saad,Chicago Blackhawks,,UFA,24,"LW, RW",,82,24,29,53,23,17:01,-,-,-,-,-,,"$5,750,000","$6,000,000"
58. Corey Crawford,Chicago Blackhawks,"M-NTC, NMC",UFA,32,G,,55,-,-,-,-,-,32,18,2,2.55,.918,,"$6,000,000","$6,000,000"
59. Mike Green,Detroit Red Wings,NTC,UFA,31,D,,72,14,22,36,-20,23:33,-,-,-,-,-,,"$6,000,000","$6,000,000"
60. David Backes,Boston Bruins,NMC,UFA,33,"C, RW",,74,17,21,38,2,17:07,-,-,-,-,-,,"$8,000,000","$6,000,000"
61. Ryan Miller,Anaheim Ducks,M-NTC,UFA,37,G,,54,-,-,-,-,-,18,29,3,2.80,.914,,"$6,000,000","$6,000,000"
62. Matt Duchene,Colorado Avalanche,,UFA,26,"C, LW",,77,18,23,41,-34,18:18,-,-,-,-,-,,"$6,000,000","$6,000,000"
63. Joe Pavelski,San Jose Sharks,M-NTC,UFA,33,"C, RW",,81,29,39,68,11,19:07,-,-,-,-,-,,"$6,000,000","$6,000,000"
64. Logan Couture,San Jose Sharks,M-NTC,UFA,28,"C, LW",,73,25,27,52,11,17:36,-,-,-,-,-,,"$6,000,000","$6,000,000"
65. Erik Johnson,Colorado Avalanche,"M-NTC, NMC",UFA,29,D,,46,2,15,17,-6,22:04,-,-,-,-,-,,"$6,000,000","$6,000,000"
66. Filip Forsberg,Nashville Predators,,UFA,22,"C, RW",,82,31,27,58,-4,18:31,-,-,-,-,-,,"$6,000,000","$6,000,000"
67. Tomas Plekanec,Montreal Canadiens,,UFA,34,C,,78,10,18,28,10,16:49,-,-,-,-,-,,"$7,000,000","$6,000,000"
68. Jordan Staal,Carolina Hurricanes,NMC,UFA,28,"C, LW",,75,16,29,45,-1,18:39,-,-,-,-,-,,"$6,000,000","$6,000,000"
69. Loui Eriksson,Vancouver Canucks,NMC,UFA,32,"RW, LW",,65,11,13,24,-9,18:40,-,-,-,-,-,,"$8,000,000","$6,000,000"
70. Milan Lucic,Edmonton Oilers,NMC,UFA,29,LW,,82,23,27,50,-3,17:09,-,-,-,-,-,,"$8,000,000","$6,000,000"
71. Kyle Okposo,Buffalo Sabres,NMC,UFA,29,RW,,65,19,26,45,-7,18:58,-,-,-,-,-,,"$8,000,000","$6,000,000"
72. Johnny Boychuk,New York Islanders,NMC,UFA,33,D,,66,6,17,23,11,20:43,-,-,-,-,-,,"$7,000,000","$6,000,000"
73. Cory Schneider,New Jersey Devils,NTC,UFA,31,G,,60,-,-,-,-,-,20,27,2,2.82,.908,,"$6,000,000","$6,000,000"
74. Ben Bishop,Dallas Stars,"M-NTC, NMC",UFA,30,G,,39,-,-,-,-,-,18,15,1,2.54,.910,,"$5,950,000","$5,950,000"
75. Kari Lehtonen,Dallas Stars,M-NTC,UFA,33,G,,59,-,-,-,-,-,22,25,3,2.85,.902,,"$6,000,000","$5,900,000"
76. Patrick Sharp,Chicago Blackhawks,"M-NTC, NMC",UFA,35,"LW, C",,48,8,10,18,-22,15:56,-,-,-,-,-,,"$5,000,000","$5,900,000"
77. Aleksander Barkov,Florida Panthers,,UFA,21,C,,61,21,31,52,13,19:24,-,-,-,-,-,,"$4,500,000","$5,900,000"
78. Semyon Varlamov,Colorado Avalanche,,UFA,29,G,,24,-,-,-,-,-,6,17,1,3.38,.898,,"$6,000,000","$5,900,000"
79. Dustin Brown,Los Angeles Kings,M-NTC,UFA,32,"RW, LW",,80,14,22,36,-4,16:00,-,-,-,-,-,,"$7,000,000","$5,875,000"
80. Brandon Dubinsky,Columbus Blue Jackets,NMC,UFA,31,"C, LW",,80,12,29,41,16,17:53,-,-,-,-,-,,"$5,850,000","$5,850,000"
81. Ryan Callahan,Tampa Bay Lightning,NMC,UFA,32,RW,,18,2,2,4,-4,14:08,-,-,-,-,-,,"$6,500,000","$5,800,000"
82. Jonathan Quick,Los Angeles Kings,,UFA,31,G,,17,-,-,-,-,-,8,5,2,2.26,.917,,"$7,000,000","$5,800,000"
83. Alexander Steen,St. Louis Blues,NTC,UFA,33,"LW, C",,76,16,35,51,-2,19:18,-,-,-,-,-,,"$6,500,000","$5,800,000"
84. Brent Burns,San Jose Sharks,M-NTC,UFA,32,"D, RW",,82,29,47,76,19,24:51,-,-,-,-,-,,"$5,760,000","$5,760,000"
85. Toby Enstrom,Winnipeg Jets,NMC,UFA,32,D,,60,1,13,14,-7,21:54,-,-,-,-,-,,"$5,750,000","$5,750,000"
86. Marc-Andre Fleury,Vegas Golden Knights,"M-NTC, NMC",UFA,32,G,,38,-,-,-,-,-,18,10,1,3.02,.909,,"$5,750,000","$5,750,000"
87. Tyler Seguin,Dallas Stars,,UFA,25,"C, RW",,82,26,46,72,-15,18:27,-,-,-,-,-,,"$6,000,000","$5,750,000"
88. Matt Niskanen,Washington Capitals,M-NTC,UFA,30,D,,78,5,34,39,20,22:10,-,-,-,-,-,,"$5,750,000","$5,750,000"
89. Dougie Hamilton,Calgary Flames,,UFA,24,D,,81,13,37,50,12,19:41,-,-,-,-,-,,"$5,500,000","$5,750,000"
90. Travis Zajac,New Jersey Devils,NTC,UFA,32,C,,80,14,31,45,-8,19:43,-,-,-,-,-,,"$6,500,000","$5,750,000"
91. Alexander Radulov,Dallas Stars,,UFA,31,RW,,76,18,36,54,10,18:17,-,-,-,-,-,,"$5,750,000","$5,750,000"
92. Jeff Skinner,Carolina Hurricanes,,UFA,25,"LW, RW",,79,37,26,63,-3,17:44,-,-,-,-,-,,"$6,000,000","$5,725,000"
93. Hampus Lindholm,Anaheim Ducks,,UFA,23,D,,66,6,14,20,13,22:26,-,-,-,-,-,,"$3,000,000","$5,713,415"
94. Marc Staal,New York Rangers,NMC,UFA,30,D,,72,3,7,10,9,19:10,-,-,-,-,-,,"$6,000,000","$5,700,000"
95. Mike Smith,Calgary Flames,M-NTC,UFA,35,G,,55,-,-,-,-,-,19,26,3,2.92,.914,,"$6,500,000","$5,666,667"
96. Blake Wheeler,Winnipeg Jets,M-NTC,UFA,30,RW,,82,26,48,74,6,20:08,-,-,-,-,-,,"$5,800,000","$5,600,000"
97. Jason Pominville,Buffalo Sabres,"M-NTC, NMC",UFA,34,RW,,78,13,34,47,2,14:13,-,-,-,-,-,,"$6,250,000","$5,600,000"
98. Gabriel Landeskog,Colorado Avalanche,,UFA,24,LW,,72,18,15,33,-25,18:46,-,-,-,-,-,,"$5,500,000","$5,571,429"
99. Duncan Keith,Chicago Blackhawks,NMC,UFA,34,D,,80,6,47,53,22,25:37,-,-,-,-,-,,"$6,000,000","$5,538,462"
100. Andrej Sekera,Edmonton Oilers,NMC,UFA,31,D,,80,8,27,35,14,21:28,-,-,-,-,-,,"$6,500,000","$5,500,000"
101. Jeff Petry,Montreal Canadiens,NMC,UFA,29,D,,80,8,20,28,3,22:06,-,-,-,-,-,,"$7,000,000","$5,500,000"
102. Andrew Ladd,New York Islanders,NMC,UFA,31,LW,,78,23,8,31,-14,16:10,-,-,-,-,-,,"$8,000,000","$5,500,000"
103. Tyler Myers,Winnipeg Jets,,UFA,27,D,,11,2,3,5,5,22:12,-,-,-,-,-,,"$4,000,000","$5,500,000"
104. Dan Girardi,Tampa Bay Lightning,NMC,UFA,33,D,,63,4,11,15,8,19:06,-,-,-,-,-,,"$6,000,000","$5,500,000"
105. Nick Foligno,Columbus Blue Jackets,NMC,UFA,29,"LW, RW",,79,26,25,51,-4,18:25,-,-,-,-,-,,"$5,500,000","$5,500,000"
106. Brooks Orpik,Washington Capitals,,UFA,36,D,,79,0,14,14,32,17:47,-,-,-,-,-,,"$5,500,000","$5,500,000"
107. Dave Bolland,Arizona Coyotes,M-NTC,UFA,31,C,,0,0,0,0,0,,-,-,-,-,-,,"$5,500,000","$5,500,000"
108. Oliver Ekman-Larsson,Arizona Coyotes,,UFA,26,D,,79,12,27,39,-25,24:36,-,-,-,-,-,,"$6,000,000","$5,500,000"
109. Tyson Barrie,Colorado Avalanche,,UFA,26,D,,74,7,31,38,-34,23:18,-,-,-,-,-,,"$5,000,000","$5,500,000"
110. John Tavares,New York Islanders,"M-NTC, NMC",UFA,26,C,,77,28,38,66,4,20:25,-,-,-,-,-,,"$6,000,000","$5,500,000"
111. Nick Leddy,New York Islanders,,UFA,26,D,,81,11,35,46,-3,22:43,-,-,-,-,-,,"$4,500,000","$5,500,000"
112. Alex Goligoski,Arizona Coyotes,"M-NTC, NMC",UFA,31,D,,82,6,30,36,-9,23:19,-,-,-,-,-,,"$5,375,000","$5,475,000"
113. Jay Bouwmeester,St. Louis Blues,NTC,UFA,33,D,,81,1,14,15,6,22:24,-,-,-,-,-,,"$5,600,000","$5,400,000"
114. Seth Jones,Columbus Blue Jackets,,UFA,22,D,,75,12,30,42,6,23:24,-,-,-,-,-,,"$5,400,000","$5,400,000"
115. Rasmus Ristolainen,Buffalo Sabres,,UFA,22,D,,79,6,39,45,-9,26:28,-,-,-,-,-,,"$5,400,000","$5,400,000"
116. Jaden Schwartz,St. Louis Blues,,UFA,25,LW,,78,19,36,55,14,18:54,-,-,-,-,-,,"$5,250,000","$5,350,000"
117. Roberto Luongo,Florida Panthers,M-NTC,UFA,38,G,,40,-,-,-,-,-,17,15,1,2.68,.915,,"$6,714,000","$5,333,333"
118. Jarome Iginla,Toronto Maple Leafs,NMC,UFA,40,RW,,80,14,13,27,-30,14:44,-,-,-,-,-,,"$5,000,000","$5,333,333"
119. Nathan Horton,Detroit Red Wings,NMC,UFA,32,RW,,0,0,0,0,0,,-,-,-,-,-,,"$6,000,000","$5,300,000"
120. Jimmy Howard,Chicago Blackhawks,M-NTC,UFA,33,G,,26,-,-,-,-,-,10,11,1,2.10,.927,,"$5,500,000","$5,291,667"
121. Marian Hossa,Los Angeles Kings,NMC,UFA,38,RW,,73,26,19,45,7,16:51,-,-,-,-,-,,"$4,000,000","$5,275,000"
122. Jeff Carter,Vegas Golden Knights,,UFA,32,"C, RW",,82,32,34,66,2,18:01,-,-,-,-,-,,"$7,000,000","$5,272,727"
123. David Clarkson,Toronto Maple Leafs,"M-NTC, NMC",UFA,33,RW,,0,0,0,0,0,,-,-,-,-,-,,"$7,000,000","$5,250,000"
124. Joffrey Lupul,Dallas Stars,M-NTC,UFA,33,"LW, RW",,0,0,0,0,0,,-,-,-,-,-,,"$5,250,000","$5,250,000"
125. Jamie Benn,Montreal Canadiens,NMC,UFA,28,LW,,77,26,43,69,-9,19:22,-,-,-,-,-,,"$5,750,000","$5,250,000"
126. Dennis Wideman,Boston Bruins,NMC,UFA,34,D,,57,5,13,18,-6,20:13,-,-,-,-,-,,"$6,000,000","$5,250,000"
127. Mark Streit,Buffalo Sabres,M-NTC,UFA,39,D,,68,6,21,27,-12,19:23,-,-,-,-,-,,"$4,000,000","$5,250,000"
128. Torey Krug,Detroit Red Wings,,UFA,26,D,,81,8,43,51,-10,21:36,-,-,-,-,-,,"$5,000,000","$5,250,000"
129. Evander Kane,Ottawa Senators,,UFA,25,LW,,70,28,15,43,-17,19:12,-,-,-,-,-,,"$6,000,000","$5,250,000"
130. Frans Nielsen,Minnesota Wild,NMC,UFA,33,C,,79,17,24,41,-19,17:08,-,-,-,-,-,,"$6,000,000","$5,250,000"
131. Mike Hoffman,Buffalo Sabres,,UFA,27,"LW, C",,74,26,35,61,17,17:35,-,-,-,-,-,,"$3,800,000","$5,187,500"
132. Jared Spurgeon,St. Louis Blues,,UFA,27,D,,76,10,28,38,33,24:01,-,-,-,-,-,,"$4,250,000","$5,187,500"
133. Zach Bogosian,Toronto Maple Leafs,,UFA,27,D,,56,2,9,11,-17,20:05,-,-,-,-,-,,"$5,250,000","$5,142,857"
134. Brayden Schenn,Toronto Maple Leafs,,UFA,25,"C, LW",,79,25,30,55,-13,17:48,-,-,-,-,-,,"$6,000,000","$5,125,000"
135. Frederik Andersen,Philadelphia Flyers,,UFA,27,G,,66,-,-,-,-,-,33,16,4,2.67,.918,,"$5,000,000","$5,000,000"
136. Morgan Rielly,Ottawa Senators,,UFA,23,D,,76,6,21,27,-20,22:10,-,-,-,-,-,,"$5,000,000","$5,000,000"
137. Valtteri Filppula,Vancouver Canucks,"M-NTC, NMC",UFA,33,"C, LW",,79,12,30,42,-1,17:07,-,-,-,-,-,,"$5,000,000","$5,000,000"
138. Derick Brassard,Philadelphia Flyers,M-NTC,UFA,29,C,,81,14,25,39,12,17:22,-,-,-,-,-,,"$5,000,000","$5,000,000"
139. Alexander Edler,Vegas Golden Knights,NTC,UFA,31,D,,68,6,15,21,-20,24:18,-,-,-,-,-,,"$6,000,000","$5,000,000"
140. Andrew MacDonald,Buffalo Sabres,,UFA,30,D,,73,2,16,18,-5,20:06,-,-,-,-,-,,"$4,750,000","$5,000,000"
141. James Neal,Vegas Golden Knights,M-NTC,UFA,29,"LW, RW",,70,23,18,41,-10,17:41,-,-,-,-,-,,"$5,000,000","$5,000,000"
142. Matt Moulson,Los Angeles Kings,M-NTC,UFA,33,LW,,81,14,18,32,-4,11:36,-,-,-,-,-,,"$5,000,000","$5,000,000"
143. Mikhail Grabovski,New Jersey Devils,,UFA,33,"C, RW",,0,0,0,0,0,,-,-,-,-,-,,"$5,000,000","$5,000,000"
144. Mike Cammalleri,Detroit Red Wings,NTC,UFA,35,"LW, C",,61,10,21,31,-9,17:21,-,-,-,-,-,,"$5,000,000","$5,000,000"
145. Andy Greene,Dallas Stars,NTC,UFA,34,D,,66,4,9,13,-16,21:56,-,-,-,-,-,,"$5,000,000","$5,000,000"
146. Danny DeKeyser,Anaheim Ducks,,UFA,27,D,,82,4,8,12,-22,21:56,-,-,-,-,-,,"$4,000,000","$5,000,000"
147. Marc Methot,Los Angeles Kings,M-NTC,UFA,32,D,,68,0,12,12,13,19:49,-,-,-,-,-,,"$4,900,000","$4,900,000"
148. Sami Vatanen,New Jersey Devils,,UFA,26,D,,71,3,21,24,3,21:39,-,-,-,-,-,,"$5,000,000","$4,875,000"
149. Marian Gaborik,San Jose Sharks,,UFA,35,RW,,56,10,11,21,-4,14:47,-,-,-,-,-,,"$6,075,000","$4,875,000"
150. Ryane Clowe,Carolina Hurricanes,NMC,UFA,34,"LW, RW",,0,0,0,0,0,,-,-,-,-,-,,"$4,850,000","$4,850,000"
151. Paul Martin,Tampa Bay Lightning,M-NTC,UFA,36,D,,81,4,22,26,10,19:13,-,-,-,-,-,,"$5,000,000","$4,850,000"
152. Justin Faulk,Nashville Predators,,UFA,25,D,,75,17,20,37,-18,23:08,-,-,-,-,-,,"$5,500,000","$4,833,333"
153. Nikita Kucherov,Florida Panthers,,RFA,24,RW,,74,40,45,85,13,19:26,-,-,-,-,-,,"$4,250,000","$4,766,667"
154. Scott Hartnell,Colorado Avalanche,NMC,UFA,35,LW,,78,13,24,37,14,12:03,-,-,-,-,-,,"$5,000,000","$4,750,000"
155. Vincent Trocheck,Detroit Red Wings,,UFA,24,"C, RW",,82,23,31,54,-13,20:49,-,-,-,-,-,,"$3,750,000","$4,750,000"
156. Carl Soderberg,Detroit Red Wings,NTC,UFA,31,"C, LW",,80,6,8,14,-26,13:26,-,-,-,-,-,,"$4,750,000","$4,750,000"
157. Niklas Kronwall,Winnipeg Jets,NTC,UFA,36,D,,57,2,11,13,-7,19:27,-,-,-,-,-,,"$5,500,000","$4,750,000"
158. Gustav Nyquist,New York Rangers,,UFA,27,"RW, C, LW",,76,12,36,48,0,17:26,-,-,-,-,-,,"$4,250,000","$4,750,000"
159. Bryan Little,Philadelphia Flyers,M-NTC,UFA,29,"C, RW",,59,21,26,47,-7,17:33,-,-,-,-,-,,"$5,000,000","$4,700,000"
160. Ryan McDonagh,Calgary Flames,M-NTC,UFA,28,D,,77,6,36,42,20,24:21,-,-,-,-,-,,"$5,000,000","$4,700,000"
161. Jori Lehtera,New Jersey Devils,,UFA,29,C,,64,7,15,22,-6,15:10,-,-,-,-,-,,"$4,400,000","$4,700,000"
162. TJ Brodie,Ottawa Senators,,UFA,27,D,,82,6,30,36,-16,23:34,-,-,-,-,-,,"$4,838,000","$4,650,400"
163. Kyle Palmieri,New York Rangers,,UFA,26,"RW, LW",,80,26,27,53,2,17:20,-,-,-,-,-,,"$4,500,000","$4,650,000"
164. Clarke MacArthur,Vegas Golden Knights,M-NTC,UFA,32,LW,,4,0,0,0,-1,13:29,-,-,-,-,-,,"$4,500,000","$4,650,000"
165. Chris Kreider,Dallas Stars,,UFA,26,LW,,75,28,25,53,6,17:00,-,-,-,-,-,,"$5,000,000","$4,625,000"
166. Jason Garrison,Minnesota Wild,NTC,UFA,32,D,,70,1,8,9,-8,18:33,-,-,-,-,-,,"$3,600,000","$4,600,000"
167. R.J. Umberger,New Jersey Devils,"M-NTC, NMC",UFA,35,C,,0,0,0,0,0,,-,-,-,-,-,,"$4,500,000","$4,600,000"
168. Tyler Ennis,Chicago Blackhawks,,UFA,27,"C, LW, RW",,51,5,8,13,-10,12:50,-,-,-,-,-,,"$3,650,000","$4,600,000"
169. Marcus Johansson,Toronto Maple Leafs,,UFA,26,"C, LW, RW",,82,24,34,58,25,16:59,-,-,-,-,-,,"$4,250,000","$4,583,333"
170. Artem Anisimov,Tampa Bay Lightning,NMC,UFA,29,"C, LW",,64,22,23,45,9,17:50,-,-,-,-,-,,"$5,750,000","$4,550,000"
171. Francois Beauchemin,Florida Panthers,NMC,UFA,37,D,,81,5,13,18,-14,21:30,-,-,-,-,-,,"$4,500,000","$4,500,000"
172. Nazem Kadri,New York Rangers,,UFA,26,C,,82,32,29,61,-7,16:34,-,-,-,-,-,,"$5,000,000","$4,500,000"
173. Anton Stralman,Calgary Flames,NTC,UFA,30,D,,73,5,17,22,1,22:54,-,-,-,-,-,,"$4,500,000","$4,500,000"
174. Jason Demers,Ottawa Senators,M-NTC,UFA,29,D,,81,9,19,28,-14,19:36,-,-,-,-,-,,"$5,500,000","$4,500,000"
175. Mats Zuccarello,Pittsburgh Penguins,,UFA,29,"RW, LW",,80,15,44,59,15,18:49,-,-,-,-,-,,"$4,500,000","$4,500,000"
176. Brooks Laich,Montreal Canadiens,,UFA,34,"C, LW",,0,0,0,0,0,,-,-,-,-,-,,"$4,000,000","$4,500,000"
177. Troy Brouwer,Boston Bruins,NTC,UFA,31,RW,,74,13,12,25,-11,16:13,-,-,-,-,-,,"$4,500,000","$4,500,000"
178. Alexandre Burrows,New York Islanders,NTC,UFA,36,"RW, LW",,75,15,16,31,3,13:47,-,-,-,-,-,,"$3,000,000","$4,500,000"
179. Antti Niemi,Tampa Bay Lightning,NTC,UFA,33,G,,37,-,-,-,-,-,12,12,0,3.30,.892,,"$4,500,000","$4,500,000"
180. Max Pacioretty,Vancouver Canucks,,UFA,28,LW,,81,35,32,67,15,19:10,-,-,-,-,-,,"$5,000,000","$4,500,000"
181. Brad Marchand,Vancouver Canucks,M-NTC,UFA,29,LW,,80,39,46,85,18,19:26,-,-,-,-,-,,"$5,000,000","$4,500,000"
